all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,393185,548634,3168,2850,1872,157283


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"

original sentence,"Also , any tour recommendations would be very helpful a well ."
wrong word,a 10
mutation sentence,"Also , any tour recommendations would be very helpful a very well ."

original sentence,"The salads are limp and the rest of the food is n't any better ( ok , the nachos are not too bad ! )"
wrong word,any 13
mutation sentence,"The salads are limp and the rest of the food is n't any too better ( ok , the nachos are not too bad ! )"

original sentence,"No matter what state I am in when I arrive , I always leave feeling better ."
wrong word,No 1
mutation sentence,"No matter exactly what state I am in when I arrive , I always leave feeling better ."

original sentence,"We have never had mexican food this bad , it was just simply gross ."
wrong word,this 7
mutation sentence,"We have never had mexican food this awful bad , it was just simply gross ."
mutation sentence,"We have never had mexican food this big bad , it was just simply gross ."

original sentence,"When we called the front desk about an extremely boisterous crowd in the hall outside our door quite late at night , it seemed to take the hotel staff quite a while to quiet them down ."
wrong word,quite 18
mutation sentence,"When we called the front desk about an extremely boisterous crowd in the hall outside our door quite that late at night , it seemed to take the hotel staff quite a while to quiet them down ."



"pos from 副词 to 感叹
"
original sentence,Well done to Anthony and the team !
wrong word,Well 1
mutation sentence,Well well done to Anthony and the team !
mutation sentence,Well so done to Anthony and the team !
mutation sentence,Well done today to Anthony and the team !

original sentence,Well done to Brendan and the team !
wrong word,Well 1
mutation sentence,Well well done to Brendan and the team !
mutation sentence,Well so done to Brendan and the team !
mutation sentence,Well done today to Brendan and the team !

original sentence,Well done to Jason and the team !
wrong word,Well 1
mutation sentence,Well well done to Jason and the team !
mutation sentence,Well so done to Jason and the team !
mutation sentence,Well done today to Jason and the team !



"pos from 副词 to 名词
"
original sentence,See you all there - this is ling overdue
wrong word,ling 8
mutation sentence,See you all there - this is two ling overdue
mutation sentence,See you all there - this is ten ling overdue
mutation sentence,See you all there - this is two ling overdue
mutation sentence,See you all there - this is ten ling overdue

original sentence,0 - Number of coffins of dead soldiers returning home that the Bush administration has permitted to be photographed .
wrong word,home 10
mutation sentence,0 - Number of coffins of dead soldiers returning home that not the Bush administration has permitted to be photographed .
mutation sentence,0 - Number of coffins of dead soldiers returning home that the former Bush administration has permitted to be photographed .
mutation sentence,0 - Number of coffins of dead soldiers returning home that the Bush administration has permitted to also be photographed .

original sentence,I do n't particularly want to stay with them atm either .
wrong word,atm 10
mutation sentence,I do n't particularly want to stay here with them atm either .
mutation sentence,I do n't particularly want to stay with them atm home either .

original sentence,The limited menu had few appetizing options and the NYE special packages were way overpriced .
wrong word,way 14
mutation sentence,The limited menu had few appetizing options and the NYE special packages were one way overpriced .

original sentence,This company is way too expensive with nothing to show for it .
wrong word,way 4
mutation sentence,This company is all way too expensive with nothing to show for it .

original sentence,Can not wait to go gain .
wrong word,gain 6
mutation sentence,Can not wait to go full gain .

original sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and one south of walnut ."
wrong word,south 19
mutation sentence,"Broad , I say , is 14th street and I am now 3 blocks west of broad and one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and just one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and not one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and about one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and then one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and one south of big walnut ."
wrong word,west 14
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks one west of broad and one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks 1 west of broad and one south of walnut ."



"pos from 副词 to 数字
"


"pos from 副词 to 功能
"
original sentence,To some degree you can / should help teach them not to use their teeth and claws inappropriately .
wrong word,not 11
mutation sentence,To some degree you can / should help teach them not just to use their teeth and claws inappropriately .
mutation sentence,To some degree you can / should help teach them not even to use their teeth and claws inappropriately .

original sentence,Seince he recieved the fluids last night he said not to worry about drinking water for at least a couple of days .
wrong word,not 10
mutation sentence,Seince he recieved the fluids last night he said better not to worry about drinking water for at least a couple of days .
mutation sentence,Seince he recieved the fluids last night he said not to really worry about drinking water for at least a couple of days .
mutation sentence,Seince he recieved the fluids last night he said not to ever worry about drinking water for at least a couple of days .
mutation sentence,Seince he recieved the fluids last night he said not to actually worry about drinking water for at least a couple of days .

original sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a shame not to have these cakes any longer ."
wrong word,not 22
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a real shame not to have these cakes any longer ."
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a damn shame not to have these cakes any longer ."
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a crying shame not to have these cakes any longer ."
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a mighty shame not to have these cakes any longer ."
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a shame just not to have these cakes any longer ."
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a shame really not to have these cakes any longer ."
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a shame indeed not to have these cakes any longer ."

original sentence,"I found the hotel to be amazingly clean , not to mention very well adorned with many pleasant surprises ."
wrong word,not 10
mutation sentence,"I found the little hotel to be amazingly clean , not to mention very well adorned with many pleasant surprises ."
mutation sentence,"I found the hotel itself to be amazingly clean , not to mention very well adorned with many pleasant surprises ."
mutation sentence,"I found the hotel to be amazingly air clean , not to mention very well adorned with many pleasant surprises ."
mutation sentence,"I found the hotel to be amazingly clean indeed , not to mention very well adorned with many pleasant surprises ."
mutation sentence,"I found the hotel to be amazingly clean too , not to mention very well adorned with many pleasant surprises ."
mutation sentence,"I found the hotel to be amazingly clean overall , not to mention very well adorned with many pleasant surprises ."
mutation sentence,"I found the hotel to be amazingly clean , not to mention very well adorned with many pleasant surprises throughout ."
mutation sentence,"I found the hotel to be amazingly clean , not to mention very well adorned with many pleasant surprises within ."



"pos from 副词 to 代词
"
original sentence,I 'm mostly joking when I talk about suicide and really I 'm not that stupid I just get in stupid situations D:
wrong word,that 15
mutation sentence,I 'm mostly joking when I talk about suicide and really I 'm not that damn stupid I just get in stupid situations D:
mutation sentence,I 'm mostly joking when I talk about suicide and really I 'm not that super stupid I just get in stupid situations D:
mutation sentence,I 'm mostly joking when I talk about suicide and really I 'm not that really stupid I just get in stupid situations D:

original sentence,"We have never had mexican food this bad , it was just simply gross ."
wrong word,this 7
mutation sentence,"We have never had mexican food this really bad , it was just simply gross ."
mutation sentence,"We have never had mexican food this much bad , it was just simply gross ."
mutation sentence,"We have never had mexican food this truly bad , it was just simply gross ."
mutation sentence,"We have never had mexican food this bad before , it was just simply gross ."

original sentence,Actually working out there was good - the machines are nice and the classes are fun .
wrong word,there 4
mutation sentence,Actually working out there really was good - the machines are nice and the classes are fun .
mutation sentence,Actually working out there actually was good - the machines are nice and the classes are fun .
mutation sentence,Actually working out there was pretty good - the machines are nice and the classes are fun .
mutation sentence,Actually working out there was really good - the machines are nice and the classes are fun .
mutation sentence,Actually working out there was very good - the machines are nice and the classes are fun .
mutation sentence,Actually working out there was quite good - the machines are nice and the classes are fun .
mutation sentence,Actually working out there was good too - the machines are nice and the classes are fun .



"pos from 副词 to 特指名词
"


"pos from 副词 to 标点
"


"pos from 副词 to 从句连词
"
original sentence,As recently as last week the official line stated they had no knowledge he had entered the country .
wrong word,As 1
mutation sentence,As as recently as last week the official line stated they had no knowledge he had entered the country .
mutation sentence,As very recently as last week the official line stated they had no knowledge he had entered the country .
mutation sentence,As yet recently as last week the official line stated they had no knowledge he had entered the country .

original sentence,My overall impression was that he did n't seem as interested in the campaign as the other people who were working at the state headquarters .
wrong word,as 10
mutation sentence,My overall impression was that he did n't seem as interested financially in the campaign as the other people who were working at the state headquarters .
mutation sentence,My overall impression was that he did n't seem as interested directly in the campaign as the other people who were working at the state headquarters .
mutation sentence,My overall impression was that he did n't seem as interested emotionally in the campaign as the other people who were working at the state headquarters .

original sentence,"After the alert condition had long since returned to yellow , Zawahiri in late February issued another audiotape ."
wrong word,since 7
mutation sentence,"After the alert condition had however long since returned to yellow , Zawahiri in late February issued another audiotape ."
mutation sentence,"After the alert condition had long since fully returned to yellow , Zawahiri in late February issued another audiotape ."

original sentence,"As far as the call with Uncle Ben goes , if he was thrilled to hear from me I could n't tell by his voice ."
wrong word,As 1
mutation sentence,"As very far as the call with Uncle Ben goes , if he was thrilled to hear from me I could n't tell by his voice ."

original sentence,"As important , the new PUCT Commissioners need some help right now in messaging the market ."
wrong word,As 1
mutation sentence,"As most important , the new PUCT Commissioners need some help right now in messaging the market ."
mutation sentence,"As very important , the new PUCT Commissioners need some help right now in messaging the market ."
mutation sentence,"As equally important , the new PUCT Commissioners need some help right now in messaging the market ."
mutation sentence,"As also important , the new PUCT Commissioners need some help right now in messaging the market ."
mutation sentence,"As extremely important , the new PUCT Commissioners need some help right now in messaging the market ."
mutation sentence,"As really important , the new PUCT Commissioners need some help right now in messaging the market ."

original sentence,The ruling will also be posted on the web site as quickly as possible .
wrong word,as 11
mutation sentence,The ruling will also be posted on the web site as very quickly as possible .

original sentence,Do you have the heart to face monumental failures while bravely struggling beyond where we are now ?
wrong word,where 14
mutation sentence,Do you have the heart to face monumental failures while bravely struggling beyond exactly where we are now ?
mutation sentence,Do you have the heart to face monumental failures while bravely struggling beyond where we really are now ?
mutation sentence,Do you have the heart to face monumental failures while bravely struggling beyond where we truly are now ?
mutation sentence,Do you have the heart to face monumental failures while bravely struggling beyond where we currently are now ?
mutation sentence,Do you have the heart to face monumental failures while bravely struggling beyond where we actually are now ?
mutation sentence,Do you have the heart to face monumental failures while bravely struggling beyond where we are even now ?

original sentence,"Whereas , trying to translate and grapple with wordy meanings is an intellectual mechanism - an analytical process ."
wrong word,Whereas 1
mutation sentence,"Whereas sometimes , trying to translate and grapple with wordy meanings is an intellectual mechanism - an analytical process ."

original sentence,This is where you can get AND change express train tickets .
wrong word,where 3
mutation sentence,This is where sometimes you can get AND change express train tickets .
mutation sentence,This is where you too can get AND change express train tickets .
mutation sentence,This is where you can also get AND change express train tickets .
mutation sentence,This is where you can both get AND change express train tickets .
mutation sentence,This is where you can easily get AND change express train tickets .
mutation sentence,This is where you can always get AND change express train tickets .
mutation sentence,This is where you can now get AND change express train tickets .
mutation sentence,This is where you can still get AND change express train tickets .

original sentence,In your experience how long do cats do cats typically live ?
wrong word,how 4
mutation sentence,In your experience how very long do cats do cats typically live ?

original sentence,I would like maybe 5 stalls per barn so make sure the stalls are not that big so it can fit .
wrong word,that 16
mutation sentence,I would like maybe 5 stalls per barn so make sure the stalls are not that really big so it can fit .

original sentence,"So , can rabbits and chickens live together as long as they have separate places for their food and water ?"
wrong word,as 9
mutation sentence,"So , can rabbits and chickens live together as so long as they have separate places for their food and water ?"

original sentence,As long as that was done you can send for it at any time .
wrong word,As 1
mutation sentence,As as long as that was done you can send for it at any time .
mutation sentence,As so long as that was done you can send for it at any time .

original sentence,Does your budget limit you to how long you can stay in each place ?
wrong word,how 7
mutation sentence,Does your budget limit you to how very long you can stay in each place ?
mutation sentence,Does your budget limit you to how damn long you can stay in each place ?

original sentence,When you feed him how many pinkies do you feed him ?
wrong word,how 5
mutation sentence,When you feed him how very many pinkies do you feed him ?

original sentence,Autumn is from mid August onwards as far as the weather goes if not officially according to the calender .
wrong word,as 7
mutation sentence,Autumn is from mid August onwards as so far as the weather goes if not officially according to the calender .

original sentence,"As far as being treated like a drug seeker , that has not been my experience ."
wrong word,As 1
mutation sentence,"As so far as being treated like a drug seeker , that has not been my experience ."
mutation sentence,"As in far as being treated like a drug seeker , that has not been my experience ."

original sentence,STAY AWAY AS FAR AS POSSIBLE .
wrong word,AS 3
mutation sentence,STAY AWAY AS IN FAR AS POSSIBLE .

original sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing around waiting ."
wrong word,around 21
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time there standing around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time here standing around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing all around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing there around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing quietly around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing awkwardly around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing here around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing alone around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing around waiting outside ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing around waiting there ."



"pos from 副词 to 符号
"


"pos from 副词 to 动词
"
original sentence,Can not wait to go gain .
wrong word,gain 6
mutation sentence,Can not wait now to go gain .
mutation sentence,Can not wait anymore to go gain .
mutation sentence,Can not wait here to go gain .
mutation sentence,Can not wait yet to go gain .



"pos from 副词 to 其他
"


"pos from 助词 to 形容
"


"pos from 助词 to 介词
"


"pos from 助词 to 副词
"


"pos from 助词 to 助词
"


"pos from 助词 to 并列连词
"


"pos from 助词 to 定冠
"


"pos from 助词 to 感叹
"


"pos from 助词 to 名词
"


"pos from 助词 to 数字
"


"pos from 助词 to 功能
"


"pos from 助词 to 代词
"


"pos from 助词 to 特指名词
"


"pos from 助词 to 标点
"


"pos from 助词 to 从句连词
"


"pos from 助词 to 符号
"


"pos from 助词 to 动词
"
original sentence,"Israel 's security interests are best served by peace with its neighbors , which can only be achieved by trading land for peace with the Palestinians ."
wrong word,are 5
mutation sentence,"Israel 's security interests there are best served by peace with its neighbors , which can only be achieved by trading land for peace with the Palestinians ."

original sentence,"They trust you and me to be befuddled by their actions , while they "" do as they wilt "" ."
wrong word,wilt 19
mutation sentence,"They trust you and me to be befuddled by their actions , while they "" do as they always wilt "" ."
mutation sentence,"They trust you and me to be befuddled by their actions , while they "" do as they normally wilt "" ."
mutation sentence,"They trust you and me to be befuddled by their actions , while they "" do as they usually wilt "" ."

original sentence,"Everything they claim is a lie , and this above all ."
wrong word,is 4
mutation sentence,"Everything they claim there is a lie , and this above all ."

original sentence,"They trust you and me to be befuddled by their actions , while they "" do as they wilt . """
wrong word,wilt 19
mutation sentence,"They trust you and me to be befuddled by their actions , while they "" do as they always wilt . """
mutation sentence,"They trust you and me to be befuddled by their actions , while they "" do as they normally wilt . """

original sentence,The only difference we had was for package V02 .
wrong word,was 6
mutation sentence,The only difference we had there was for package V02 .
mutation sentence,The only difference we had there was for package V02 .
mutation sentence,The only difference we had there was for package V02 .

original sentence,"As you can tell from the time of my e-mail , I am getting crushed ."
wrong word,getting 14
mutation sentence,"As you can tell from the time of my e-mail , I am getting quite crushed ."
mutation sentence,"As you can tell from the time of my e-mail , I am getting utterly crushed ."
mutation sentence,"As you can tell from the time of my e-mail , I am getting very crushed ."

original sentence,Never before has such a convenient method been available for consuming nutritional products .
wrong word,has 3
mutation sentence,Never before has such purely a convenient method been available for consuming nutritional products .
mutation sentence,Never before has such a more convenient method been available for consuming nutritional products .
mutation sentence,Never before has such a very convenient method been available for consuming nutritional products .
mutation sentence,Never before has such a highly convenient method been available for consuming nutritional products .
mutation sentence,Never before has such a relatively convenient method been available for consuming nutritional products .
mutation sentence,Never before has such a comparatively convenient method been available for consuming nutritional products .
mutation sentence,Never before has such a easily convenient method been available for consuming nutritional products .

original sentence,"Unfortunately , all the dangers in the world are no match for the self - assurance of a bubble - encased zealot ."
wrong word,are 9
mutation sentence,"Unfortunately , all the dangers in the world today are no match for the self - assurance of a bubble - encased zealot ."

original sentence,I got a riding lesson today on one of my boss 's fino horses and it made me realize just how unsteady my left leg is .
wrong word,is 26
mutation sentence,I got a riding lesson today on one of my boss 's fino horses and it made me realize just how unsteady my left leg already is .
mutation sentence,I got a riding lesson today on one of my boss 's fino horses and it made me realize just how unsteady my left leg currently is .

original sentence,"The program is well established and we have been extremely satisfied with the teachers , the programs and the director ."
wrong word,is 3
mutation sentence,"The program there is well established and we have been extremely satisfied with the teachers , the programs and the director ."

original sentence,The landlord is not nice nor helpful
wrong word,is 3
mutation sentence,The landlord there is not nice nor helpful

original sentence,"Very disappointed in Kitchen Aid as well , I thought that they pre-screened their vendors for price and quality of work , obviously they do not !"
wrong word,do 25
mutation sentence,"Very disappointed in Kitchen Aid as well , I thought that they pre-screened their vendors for price and quality of work , obviously they usually do not !"

original sentence,You 'd think they would do a good job but they do n't care unless they are getting paid full price .
wrong word,getting 18
mutation sentence,You 'd think they would do a good job but they do n't care unless they are getting well paid full price .

original sentence,We were looking for a company with decent rates as our company was just getting started .
wrong word,getting 15
mutation sentence,We were looking for a company with decent rates as our company was just getting well started .



"pos from 助词 to 其他
"


"pos from 并列连词 to 形容
"


"pos from 并列连词 to 介词
"


"pos from 并列连词 to 副词
"
original sentence,I finally called Matt from Bonafide and he made the project both easy for us and reasonable .
wrong word,both 12
mutation sentence,I finally called Matt from Bonafide and again he made the project both easy for us and reasonable .
mutation sentence,I finally called Matt from Bonafide and he made the project both easy for us and more reasonable .
mutation sentence,I finally called Matt from Bonafide and he made the project both easy for us and reasonable too .
mutation sentence,I finally called Matt from Bonafide and he made the project both easy for us and reasonable financially .
mutation sentence,I finally called Matt from Bonafide and he made the project both easy for us and reasonable again .
mutation sentence,I finally called Matt from Bonafide and he made the project both easy for us and reasonable somehow .

original sentence,There was a change of ownership a couple of years ago and service is both quick and extremely friendly .
wrong word,both 15
mutation sentence,There really was a change of ownership a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There recently was a change of ownership a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There just was a change of ownership a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There probably was a change of ownership a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There too was a change of ownership a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There was just a change of ownership a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There was recently a change of ownership a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There was however a change of ownership a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There was only a change of ownership a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There was even a change of ownership a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There was then a change of ownership a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There was a slight change of ownership a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There was a quick change of ownership a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There was a little change of ownership a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There was a change of ownership there a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There was a change of ownership a few couple of years ago and service is both quick and extremely friendly .
mutation sentence,There was a change of ownership a nice couple of years ago and service is both quick and extremely friendly .
mutation sentence,There was a change of ownership a couple of years time ago and service is both quick and extremely friendly .
mutation sentence,There was a change of ownership a couple of years long ago and service is both quick and extremely friendly .
mutation sentence,There was a change of ownership a couple of years ago and service always is both quick and extremely friendly .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and generally extremely friendly .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and often extremely friendly .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and usually extremely friendly .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and always extremely friendly .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and still extremely friendly .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and sometimes extremely friendly .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and also extremely friendly .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and not extremely friendly .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and therefore extremely friendly .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and extremely friendly now .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and extremely friendly today .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and extremely friendly nowadays .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and extremely friendly indeed .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and extremely friendly everywhere .
mutation sentence,There was a change of ownership a couple of years ago and service is both quick and extremely friendly still .



"pos from 并列连词 to 助词
"


"pos from 并列连词 to 并列连词
"


"pos from 并列连词 to 定冠
"
original sentence,Friendliness of staff The Liberty and Mariner of the Seas both get high grades .
wrong word,both 11
mutation sentence,Friendliness of staff The Liberty and Mariner of the Seas also both get high grades .
mutation sentence,Friendliness of staff The Liberty and Mariner of the Seas both get very high grades .
mutation sentence,Friendliness of staff The Liberty and Mariner of the Seas both get extremely high grades .
mutation sentence,Friendliness of staff The Liberty and Mariner of the Seas both get fairly high grades .

original sentence,it wase nt going an had a gear box problem ....
wrong word,an 5
mutation sentence,it never wase nt going an had a gear box problem ....
mutation sentence,it always wase nt going an had a gear box problem ....
mutation sentence,it still wase nt going an had a gear box problem ....
mutation sentence,it wase nt going fast an had a gear box problem ....
mutation sentence,it wase nt going nowhere an had a gear box problem ....
mutation sentence,it wase nt going down an had a gear box problem ....
mutation sentence,it wase nt going straight an had a gear box problem ....
mutation sentence,it wase nt going faster an had a gear box problem ....
mutation sentence,it wase nt going south an had a gear box problem ....
mutation sentence,it wase nt going slow an had a gear box problem ....
mutation sentence,it wase nt going an had a big gear box problem ....
mutation sentence,it wase nt going an had a slight gear box problem ....
mutation sentence,it wase nt going an had a minor gear box problem ....
mutation sentence,it wase nt going an had a small gear box problem ....
mutation sentence,it wase nt going an had a bad gear box problem ....
mutation sentence,it wase nt going an had a serious gear box problem ....
mutation sentence,it wase nt going an had a huge gear box problem ....
mutation sentence,it wase nt going an had a major gear box problem ....



"pos from 并列连词 to 感叹
"


"pos from 并列连词 to 名词
"


"pos from 并列连词 to 数字
"


"pos from 并列连词 to 功能
"


"pos from 并列连词 to 代词
"


"pos from 并列连词 to 特指名词
"


"pos from 并列连词 to 标点
"


"pos from 并列连词 to 从句连词
"


"pos from 并列连词 to 符号
"


"pos from 并列连词 to 动词
"


"pos from 并列连词 to 其他
"


"pos from 定冠 to 形容
"


"pos from 定冠 to 介词
"
original sentence,Skip te rest - this is the best
wrong word,te 2
mutation sentence,Skip back te rest - this is the best



"pos from 定冠 to 副词
"
original sentence,They are both excellent and speed up the phone quite a bit .
wrong word,quite 10
mutation sentence,They are both excellent and speed up the phone quite just a bit .

original sentence,"When we called the front desk about an extremely boisterous crowd in the hall outside our door quite late at night , it seemed to take the hotel staff quite a while to quiet them down ."
wrong word,quite 30
mutation sentence,"When we called the front desk about an extremely boisterous crowd in the hall outside our door quite late at night , it seemed to take the hotel staff quite obviously a while to quiet them down ."
mutation sentence,"When we called the front desk about an extremely boisterous crowd in the hall outside our door quite late at night , it seemed to take the hotel staff quite possibly a while to quiet them down ."



"pos from 定冠 to 助词
"


"pos from 定冠 to 并列连词
"
original sentence,"While India is ready to enter into a "" defense cooperation agreement "" with Sri Lanka , it is wary of being drawn into any military involvement in the island nation 's two decades - old civil war that has seen violent strife between ethnic Tamils and the Sinhalese majority - leaving over 60,000 dead on both sides ."
wrong word,both 57
mutation sentence,"While India is ready to enter into a "" defense cooperation agreement "" with Sri Lanka , it is wary of being drawn into any military involvement in the island nation 's two decades - old civil war that has seen violent strife between ethnic Tamils and the Sinhalese majority - leaving over 60,000 dead on both opposing sides ."
mutation sentence,"While India is ready to enter into a "" defense cooperation agreement "" with Sri Lanka , it is wary of being drawn into any military involvement in the island nation 's two decades - old civil war that has seen violent strife between ethnic Tamils and the Sinhalese majority - leaving over 60,000 dead on both political sides ."
mutation sentence,"While India is ready to enter into a "" defense cooperation agreement "" with Sri Lanka , it is wary of being drawn into any military involvement in the island nation 's two decades - old civil war that has seen violent strife between ethnic Tamils and the Sinhalese majority - leaving over 60,000 dead on both ethnic sides ."
mutation sentence,"While India is ready to enter into a "" defense cooperation agreement "" with Sri Lanka , it is wary of being drawn into any military involvement in the island nation 's two decades - old civil war that has seen violent strife between ethnic Tamils and the Sinhalese majority - leaving over 60,000 dead on both national sides ."
mutation sentence,"While India is ready to enter into a "" defense cooperation agreement "" with Sri Lanka , it is wary of being drawn into any military involvement in the island nation 's two decades - old civil war that has seen violent strife between ethnic Tamils and the Sinhalese majority - leaving over 60,000 dead on both armed sides ."
mutation sentence,"While India is ready to enter into a "" defense cooperation agreement "" with Sri Lanka , it is wary of being drawn into any military involvement in the island nation 's two decades - old civil war that has seen violent strife between ethnic Tamils and the Sinhalese majority - leaving over 60,000 dead on both rebel sides ."

original sentence,"He complained about the "" visible lack of progress "" and reaching an impasse in talks with both sides ."
wrong word,both 18
mutation sentence,"He complained about the "" visible lack of progress "" and reaching an impasse in talks with both opposing sides ."
mutation sentence,"He complained about the "" visible lack of progress "" and reaching an impasse in talks with both political sides ."
mutation sentence,"He complained about the "" visible lack of progress "" and reaching an impasse in talks with both rebel sides ."
mutation sentence,"He complained about the "" visible lack of progress "" and reaching an impasse in talks with both Chinese sides ."
mutation sentence,"He complained about the "" visible lack of progress "" and reaching an impasse in talks with both rival sides ."
mutation sentence,"He complained about the "" visible lack of progress "" and reaching an impasse in talks with both other sides ."

original sentence,"‘’ There is much better tactical cooperation between our forces on both sides of the border , but the movement of Taliban still goes on both ways , ’’ he adds ."
wrong word,both 12
mutation sentence,"‘’ There is much better tactical cooperation between our forces on both Afghan sides of the border , but the movement of Taliban still goes on both ways , ’’ he adds ."
mutation sentence,"‘’ There is much better tactical cooperation between our forces on both Pakistani sides of the border , but the movement of Taliban still goes on both ways , ’’ he adds ."
mutation sentence,"‘’ There is much better tactical cooperation between our forces on both Iraqi sides of the border , but the movement of Taliban still goes on both ways , ’’ he adds ."
mutation sentence,"‘’ There is much better tactical cooperation between our forces on both Chinese sides of the border , but the movement of Taliban still goes on both ways , ’’ he adds ."
mutation sentence,"‘’ There is much better tactical cooperation between our forces on both American sides of the border , but the movement of Taliban still goes on both ways , ’’ he adds ."
wrong word,both 26
mutation sentence,"‘’ There is much better tactical cooperation between our forces on both sides of the border , but the movement of Taliban still goes on both different ways , ’’ he adds ."

original sentence,I shall be available on both days .
wrong word,both 6
mutation sentence,I shall be available on both visiting days .

original sentence,Fair give and take on both sides until we agreed on a deal that was within my parameters and was fair to both sides .
wrong word,both 23
mutation sentence,Fair give and take on both sides until we agreed on a deal that was within my parameters and was fair to both opposing sides .



"pos from 定冠 to 定冠
"


"pos from 定冠 to 感叹
"


"pos from 定冠 to 名词
"


"pos from 定冠 to 数字
"


"pos from 定冠 to 功能
"


"pos from 定冠 to 代词
"


"pos from 定冠 to 特指名词
"


"pos from 定冠 to 标点
"


"pos from 定冠 to 从句连词
"


"pos from 定冠 to 符号
"


"pos from 定冠 to 动词
"


"pos from 定冠 to 其他
"


"pos from 感叹 to 形容
"
original sentence,"Lo and behold , the Mormons were there with a booth ."
wrong word,behold 3
mutation sentence,"Lo and very behold , the Mormons were there with a booth ."

original sentence,"Sure , some will return , but I have a feeling that once many begin to get jobs and temporary housing , they may be shy about returning ."
wrong word,Sure 1
