all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,570546,795696,6663,5883,2674,224904


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,"There is an e-mail by Moussaoui , however , dated July 31 , 2001 indicating that he sought to take a crop dusting course that reportedly was to last up to 6 months ."
mutation sentence,"There is an e-mail by Moussaoui , however , dated July 31 , 2001 indicating that he sought to take a crop dusting course that allegedly was to last up to 6 months ."
mutation sentence,"There is an e-mail by Moussaoui , however , dated July 31 , 2001 indicating that he sought to take a crop dusting course that supposedly was to last up to 6 months ."
mutation sentence,"There is an e-mail by Moussaoui , however , dated July 31 , 2001 indicating that he sought to take a crop dusting course that was to eventually last up to 6 months ."
mutation sentence,"There is an e-mail by Moussaoui , however , dated July 31 , 2001 indicating that he sought to take a crop dusting course that was to last him up to 6 months ."
mutation sentence,"There is an e-mail by Moussaoui , however , dated July 31 , 2001 indicating that he sought to take a crop dusting course that was to last up to another 6 months ."
mutation sentence,"There is an e-mail by Moussaoui , however , dated July 31 , 2001 indicating that he sought to take a crop dusting course that was to last up to approximately 6 months ."
mutation sentence,"There is an e-mail by Moussaoui , however , dated July 31 , 2001 indicating that he sought to take a crop dusting course that was to last up to around 6 months ."
mutation sentence,"There is an e-mail by Moussaoui , however , dated July 31 , 2001 indicating that he sought to take a crop dusting course that was to last up to roughly 6 months ."

original sentence,Senior officials have been quoted in the press as saying that the searches were for the purpose of excluding him as much as including him .
wrong word,were
mutation sentence,Senior officials have been quoted in the press as saying that the searches there were for the purpose of excluding him as much as including him .

original sentence,Here it is -- we printed this 2 - sided and laminated it .
wrong word,is
mutation sentence,Here it really is -- we printed this 2 - sided and laminated it .
mutation sentence,Here it just is -- we printed this 2 - sided and laminated it .
mutation sentence,Here it is -- how we printed this 2 - sided and laminated it .
mutation sentence,Here it is -- we had printed this 2 - sided and laminated it .
mutation sentence,Here it is -- we have printed this 2 - sided and laminated it .
mutation sentence,Here it is -- we just printed this 2 - sided and laminated it .
mutation sentence,Here it is -- we also printed this 2 - sided and laminated it .
mutation sentence,Here it is -- we all printed this 2 - sided and laminated it .
mutation sentence,Here it is -- we both printed this 2 - sided and laminated it .

original sentence,"If Iran and Syria - with their significant armaments , missile technologies and suspected chemical weapons capabilities - decide to engage with the relatively undersized US force in Iraq , our troops there will be fish in a barrel ."
wrong word,be
mutation sentence,"If Iran and Syria - with their significant armaments , missile technologies and suspected chemical weapons capabilities - decide to engage with the relatively undersized US force in Iraq , our troops there will be the fish in a barrel ."
mutation sentence,"If Iran and Syria - with their significant armaments , missile technologies and suspected chemical weapons capabilities - decide to engage with the relatively undersized US force in Iraq , our troops there will be a fish in a barrel ."

original sentence,If in dongle you mean USB stick then yes USB sticks are the same any were you go :) hope that answered your question .
wrong word,were
mutation sentence,If in dongle you mean USB stick then yes USB sticks are not the same any were you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are all the same any were you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are always the same any were you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are just the same any were you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are never the same any were you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are much the same any were you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are still the same any were you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the exact same any were you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the very same any were you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the exactly same any were you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the absolute same any were you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the basic same any were you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the whole same any were you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the same any were as you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the same any were before you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the same any were if you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the same any were when you go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the same any were you could go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the same any were you would go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the same any were you do go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the same any were you can go :) hope that answered your question .
mutation sentence,If in dongle you mean USB stick then yes USB sticks are the same any were you have go :) hope that answered your question .

original sentence,You do n't think is was because of female nudes considering the nearly naked girls / women seen at pools and beaches and the completely naked manikins that show up in store windows in malls during changes in display ?
wrong word,was
mutation sentence,You do n't think is was because of any female nudes considering the nearly naked girls / women seen at pools and beaches and the completely naked manikins that show up in store windows in malls during changes in display ?
mutation sentence,You do n't think is was because of more female nudes considering the nearly naked girls / women seen at pools and beaches and the completely naked manikins that show up in store windows in malls during changes in display ?
mutation sentence,You do n't think is was because of other female nudes considering the nearly naked girls / women seen at pools and beaches and the completely naked manikins that show up in store windows in malls during changes in display ?
mutation sentence,You do n't think is was because of female nudes considering all the nearly naked girls / women seen at pools and beaches and the completely naked manikins that show up in store windows in malls during changes in display ?
mutation sentence,You do n't think is was because of female nudes considering both the nearly naked girls / women seen at pools and beaches and the completely naked manikins that show up in store windows in malls during changes in display ?

original sentence,Budgies are breast feeding birds and it may be the male is bisexual .
wrong word,be
mutation sentence,Budgies are breast feeding birds and it may be that the male is bisexual .

original sentence,"So , the Bay Area has been fairly mixed ethnically for a long time -- caucasians may have seemed to be a large populous but that 's because most tourists back then were caucasian and many of the hippies were caucasians so that 's who the photographers took pictures of ."
wrong word,'s
mutation sentence,"So , the Bay Area has been fairly mixed ethnically for a long time -- caucasians may have seemed to be a large populous but that was 's because most tourists back then were caucasian and many of the hippies were caucasians so that 's who the photographers took pictures of ."
mutation sentence,"So , the Bay Area has been fairly mixed ethnically for a long time -- caucasians may have seemed to be a large populous but that probably 's because most tourists back then were caucasian and many of the hippies were caucasians so that 's who the photographers took pictures of ."
mutation sentence,"So , the Bay Area has been fairly mixed ethnically for a long time -- caucasians may have seemed to be a large populous but that really 's because most tourists back then were caucasian and many of the hippies were caucasians so that 's who the photographers took pictures of ."

original sentence,i have never tried feeding him a pinky that was bigger around than he is .
wrong word,is
mutation sentence,i have never tried feeding him a pinky that was bigger around than he now is .

original sentence,All he had to do for a complete victory was allow the military to go into Laos and Cambodia and finish off the shattered Communist forces .
wrong word,was
mutation sentence,All he had to do for a complete victory there was allow the military to go into Laos and Cambodia and finish off the shattered Communist forces .

original sentence,( the first couple of times they will fly all over the cage but as long as you do nt jump back or screem they will get used to you ) They will have no choice but to go on your finger .
wrong word,get
mutation sentence,( the first couple of times they will fly all over the cage but as long as you do nt jump back or screem they will get very used to you ) They will have no choice but to go on your finger .
mutation sentence,( the first couple of times they will fly all over the cage but as long as you do nt jump back or screem they will get quite used to you ) They will have no choice but to go on your finger .
mutation sentence,( the first couple of times they will fly all over the cage but as long as you do nt jump back or screem they will get more used to you ) They will have no choice but to go on your finger .
mutation sentence,( the first couple of times they will fly all over the cage but as long as you do nt jump back or screem they will get pretty used to you ) They will have no choice but to go on your finger .
mutation sentence,( the first couple of times they will fly all over the cage but as long as you do nt jump back or screem they will get too used to you ) They will have no choice but to go on your finger .
mutation sentence,( the first couple of times they will fly all over the cage but as long as you do nt jump back or screem they will get right used to you ) They will have no choice but to go on your finger .

original sentence,"We do n't want it to be too cold ( not sure when exactly there fall is ... or what the weather is really like there during our autumn months ) , but we do n't feel like we need to go right in the middle of summer either ."
wrong word,is
mutation sentence,"We do n't want it to be too cold ( we not sure when exactly there fall is ... or what the weather is really like there during our autumn months ) , but we do n't feel like we need to go right in the middle of summer either ."
mutation sentence,"We do n't want it to be too cold ( I not sure when exactly there fall is ... or what the weather is really like there during our autumn months ) , but we do n't feel like we need to go right in the middle of summer either ."
mutation sentence,"We do n't want it to be too cold ( not sure when exactly the there fall is ... or what the weather is really like there during our autumn months ) , but we do n't feel like we need to go right in the middle of summer either ."
mutation sentence,"We do n't want it to be too cold ( not sure when exactly there fall is ... . or what the weather is really like there during our autumn months ) , but we do n't feel like we need to go right in the middle of summer either ."
mutation sentence,"We do n't want it to be too cold ( not sure when exactly there fall is ... or what else the weather is really like there during our autumn months ) , but we do n't feel like we need to go right in the middle of summer either ."
mutation sentence,"We do n't want it to be too cold ( not sure when exactly there fall is ... or what the weather is its really like there during our autumn months ) , but we do n't feel like we need to go right in the middle of summer either ."

original sentence,Their seasons are the same as all the countries in the Northern Hemisphere but I would suggest fall .
wrong word,are
mutation sentence,Their seasons there are the same as all the countries in the Northern Hemisphere but I would suggest fall .

original sentence,"Cute or not , I 'd call a different bloke because he 's doing a sub-par job at something he needs to be doing his best at , whether he 's flirting or trying to ask you out or not , he ought to put quality first ."
wrong word,ought
mutation sentence,"Cute or not , I 'd call a different bloke because he 's doing a sub-par job at something he needs to be doing his best at , whether he 's flirting or trying to ask you out or not , he just ought to put quality first ."
mutation sentence,"Cute or not , I 'd call a different bloke because he 's doing a sub-par job at something he needs to be doing his best at , whether he 's flirting or trying to ask you out or not , he definitely ought to put quality first ."
mutation sentence,"Cute or not , I 'd call a different bloke because he 's doing a sub-par job at something he needs to be doing his best at , whether he 's flirting or trying to ask you out or not , he always ought to put quality first ."
mutation sentence,"Cute or not , I 'd call a different bloke because he 's doing a sub-par job at something he needs to be doing his best at , whether he 's flirting or trying to ask you out or not , he still ought to put quality first ."

original sentence,Pretty much every large stable has here .
wrong word,has
mutation sentence,Pretty much every large horse stable has here .
mutation sentence,Pretty much every large riding stable has here .
mutation sentence,Pretty much every large country stable has here .
mutation sentence,Pretty much every large farm stable has here .
mutation sentence,Pretty much every large animal stable has here .
mutation sentence,Pretty much every large stable he has here .
mutation sentence,Pretty much every large stable she has here .
mutation sentence,Pretty much every large stable you has here .
mutation sentence,Pretty much every large stable they has here .
mutation sentence,Pretty much every large stable has one here .
mutation sentence,Pretty much every large stable has here too .
mutation sentence,Pretty much every large stable has here somewhere .

original sentence,The real testament is not in how much she likes your animals but how much they like her .
wrong word,is
mutation sentence,The real testament is there not in how much she likes your animals but how much they like her .

original sentence,What you get is a $ 13 / day charge to access the internet through a slow 512 / 512 kb / s that you can only use to check email etc ( Read : No downloading ) .
wrong word,is
mutation sentence,What you get there is a $ 13 / day charge to access the internet through a slow 512 / 512 kb / s that you can only use to check email etc ( Read : No downloading ) .

original sentence,"I also had a pedicure , and they cut my nails too short , one of my big toes looks like it s getting infected ."
wrong word,getting
mutation sentence,"I also had a pedicure , and they cut my nails too short , one of my big toes looks like it s getting really infected ."
mutation sentence,"I also had a pedicure , and they cut my nails too short , one of my big toes looks like it s getting pretty infected ."
mutation sentence,"I also had a pedicure , and they cut my nails too short , one of my big toes looks like it s getting seriously infected ."
mutation sentence,"I also had a pedicure , and they cut my nails too short , one of my big toes looks like it s getting completely infected ."
mutation sentence,"I also had a pedicure , and they cut my nails too short , one of my big toes looks like it s getting very infected ."
mutation sentence,"I also had a pedicure , and they cut my nails too short , one of my big toes looks like it s getting slightly infected ."
mutation sentence,"I also had a pedicure , and they cut my nails too short , one of my big toes looks like it s getting permanently infected ."

original sentence,Bea was really nice and asked how the food was .
wrong word,was
mutation sentence,Bea was really nice and asked how the Chinese food was .
mutation sentence,Bea was really nice and asked how the good food was .
mutation sentence,Bea was really nice and asked how the Indian food was .
mutation sentence,Bea was really nice and asked how the Thai food was .
mutation sentence,Bea was really nice and asked how the party food was .
mutation sentence,Bea was really nice and asked how the hot food was .
mutation sentence,Bea was really nice and asked how the cafeteria food was .
mutation sentence,Bea was really nice and asked how the Mexican food was .
mutation sentence,Bea was really nice and asked how the food there was .
mutation sentence,Bea was really nice and asked how the food here was .
mutation sentence,Bea was really nice and asked how the food going was .
mutation sentence,Bea was really nice and asked how the food always was .

original sentence,"While I hope I do n't have any need for a lawyer anytime soon , if I do I 'll definitely use this firm again ."
wrong word,do
mutation sentence,"While I hope I do n't have any need for a lawyer anytime soon , if I ever do I 'll definitely use this firm again ."
mutation sentence,"While I hope I do n't have any need for a lawyer anytime soon , if I never do I 'll definitely use this firm again ."
mutation sentence,"While I hope I do n't have any need for a lawyer anytime soon , if I do then I 'll definitely use this firm again ."
mutation sentence,"While I hope I do n't have any need for a lawyer anytime soon , if I do I we 'll definitely use this firm again ."

original sentence,"Whether they pay me or not , if their parents get into an accident , stuck in traffic , etc. THE LAST THING I WOULD DO IS LET A CHILD GET RAPED BECAUSE I WAS N'T PAID ."
wrong word,IS
mutation sentence,"Whether they pay me or not , if their parents get into an accident , stuck in traffic , etc. THE LAST THING I WOULD DO IS TO LET A CHILD GET RAPED BECAUSE I WAS N'T PAID ."
mutation sentence,"Whether they pay me or not , if their parents get into an accident , stuck in traffic , etc. THE LAST THING I WOULD DO IS To LET A CHILD GET RAPED BECAUSE I WAS N'T PAID ."
mutation sentence,"Whether they pay me or not , if their parents get into an accident , stuck in traffic , etc. THE LAST THING I WOULD DO IS I LET A CHILD GET RAPED BECAUSE I WAS N'T PAID ."

original sentence,You have to bring in your own models and they have to pay for you to use them if you do nt then you can graduate !
wrong word,do
mutation sentence,You have to bring in your own models and they have to pay for you to use them if you do this nt then you can graduate !
mutation sentence,You have to bring in your own models and they have to pay for you to use them if you do it nt then you can graduate !

original sentence,The second vendor charged $ 55 ( less than half of what A&E charges ) to come and applied that to the price of the repair service ( which A&E does not ) .
wrong word,does
mutation sentence,The second vendor charged $ 55 ( less than half of what A&E charges ) to come and applied that to the price of the repair service ( which A&E does but not ) .

original sentence,"In some cases the result is because of understaffing , in some cases the staff just does n't care / know better ."
wrong word,is
mutation sentence,"In some cases the main result is because of understaffing , in some cases the staff just does n't care / know better ."
mutation sentence,"In some cases the worst result is because of understaffing , in some cases the staff just does n't care / know better ."
mutation sentence,"In some cases the result usually is because of understaffing , in some cases the staff just does n't care / know better ."
mutation sentence,"In some cases the result there is because of understaffing , in some cases the staff just does n't care / know better ."
mutation sentence,"In some cases the result however is because of understaffing , in some cases the staff just does n't care / know better ."
mutation sentence,"In some cases the result is because of this understaffing , in some cases the staff just does n't care / know better ."
mutation sentence,"In some cases the result is because of understaffing , in other some cases the staff just does n't care / know better ."

original sentence,"That being said , I do n't know how their delivery service is ."
wrong word,is
mutation sentence,"That being said , I do n't know how their delivery service even is ."
mutation sentence,"That being said , I do n't know how their delivery service still is ."
mutation sentence,"That being said , I do n't know how their delivery service here is ."
mutation sentence,"That being said , I do n't know how their delivery service usually is ."



"pos from 助词 to 其他
"


"pos from 并列连词 to 形容
"


"pos from 并列连词 to 介词
"
original sentence,I would have had to because with the economy the way it is i ai nt haves much monies fo repairs round the House ....
wrong word,fo
mutation sentence,I would have had to because with the economy the way it is i d ai nt haves much monies fo repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i n ai nt haves much monies fo repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i s ai nt haves much monies fo repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i ai a nt haves much monies fo repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i ai nt he haves much monies fo repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i ai nt it haves much monies fo repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i ai nt nobody haves much monies fo repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i ai nt haves much monies fo the repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i ai nt haves much monies fo many repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i ai nt haves much monies fo little repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i ai nt haves much monies fo other repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i ai nt haves much monies fo great repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i ai nt haves much monies fo big repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i ai nt haves much monies fo small repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i ai nt haves much monies fo some repairs round the House ....



"pos from 并列连词 to 副词
"
original sentence,"One of my most cherished dualities is the understanding that we are both autonomous individuals with the power to shape our personal destinies and at the same time we are all one , that there is no separation between you and I , we are all together in this thing called life , we human beings , the birds and the tress , the rocks and the sky , all of it ."
wrong word,both
mutation sentence,"One of my most cherished dualities is the understanding that we are both completely autonomous individuals with the power to shape our personal destinies and at the same time we are all one , that there is no separation between you and I , we are all together in this thing called life , we human beings , the birds and the tress , the rocks and the sky , all of it ."
mutation sentence,"One of my most cherished dualities is the understanding that we are both totally autonomous individuals with the power to shape our personal destinies and at the same time we are all one , that there is no separation between you and I , we are all together in this thing called life , we human beings , the birds and the tress , the rocks and the sky , all of it ."
mutation sentence,"One of my most cherished dualities is the understanding that we are both perfectly autonomous individuals with the power to shape our personal destinies and at the same time we are all one , that there is no separation between you and I , we are all together in this thing called life , we human beings , the birds and the tress , the rocks and the sky , all of it ."
mutation sentence,"One of my most cherished dualities is the understanding that we are both truly autonomous individuals with the power to shape our personal destinies and at the same time we are all one , that there is no separation between you and I , we are all together in this thing called life , we human beings , the birds and the tress , the rocks and the sky , all of it ."
mutation sentence,"One of my most cherished dualities is the understanding that we are both highly autonomous individuals with the power to shape our personal destinies and at the same time we are all one , that there is no separation between you and I , we are all together in this thing called life , we human beings , the birds and the tress , the rocks and the sky , all of it ."
mutation sentence,"One of my most cherished dualities is the understanding that we are both essentially autonomous individuals with the power to shape our personal destinies and at the same time we are all one , that there is no separation between you and I , we are all together in this thing called life , we human beings , the birds and the tress , the rocks and the sky , all of it ."



"pos from 并列连词 to 助词
"


"pos from 并列连词 to 并列连词
"


"pos from 并列连词 to 定冠
"
original sentence,Until now Pakistan has not facilitated such a return and clearly it can not happen until there is both a pull from Kabul and a push from Islamabad .
wrong word,both
mutation sentence,Until till now Pakistan has not facilitated such a return and clearly it can not happen until there is both a pull from Kabul and a push from Islamabad .
mutation sentence,Until the now Pakistan has not facilitated such a return and clearly it can not happen until there is both a pull from Kabul and a push from Islamabad .
mutation sentence,Until now Pakistan has not facilitated such easy a return and clearly it can not happen until there is both a pull from Kabul and a push from Islamabad .
mutation sentence,Until now Pakistan has not facilitated such a return and clearly it just can not happen until there is both a pull from Kabul and a push from Islamabad .
mutation sentence,Until now Pakistan has not facilitated such a return and clearly it now can not happen until there is both a pull from Kabul and a push from Islamabad .
mutation sentence,Until now Pakistan has not facilitated such a return and clearly it can not happen until if there is both a pull from Kabul and a push from Islamabad .
mutation sentence,Until now Pakistan has not facilitated such a return and clearly it can not happen until there is clearly both a pull from Kabul and a push from Islamabad .
mutation sentence,Until now Pakistan has not facilitated such a return and clearly it can not happen until there is definitely both a pull from Kabul and a push from Islamabad .
mutation sentence,Until now Pakistan has not facilitated such a return and clearly it can not happen until there is still both a pull from Kabul and a push from Islamabad .
mutation sentence,Until now Pakistan has not facilitated such a return and clearly it can not happen until there is both such a pull from Kabul and a push from Islamabad .
mutation sentence,Until now Pakistan has not facilitated such a return and clearly it can not happen until there is both a pull out from Kabul and a push from Islamabad .
mutation sentence,Until now Pakistan has not facilitated such a return and clearly it can not happen until there is both a pull forward from Kabul and a push from Islamabad .
mutation sentence,Until now Pakistan has not facilitated such a return and clearly it can not happen until there is both a pull from Kabul and a push out from Islamabad .
mutation sentence,Until now Pakistan has not facilitated such a return and clearly it can not happen until there is both a pull from Kabul and a push off from Islamabad .
mutation sentence,Until now Pakistan has not facilitated such a return and clearly it can not happen until there is both a pull from Kabul and a push from Islamabad too .
mutation sentence,Until now Pakistan has not facilitated such a return and clearly it can not happen until there is both a pull from Kabul and a push from Islamabad either .

original sentence,"But word of advice if you 're get your girlfriend a laptop make sure it s a good brand a not something like DELL , Acer , Asus , eMachines etc ."
wrong word,a
mutation sentence,"But word of advice if you 're get your girlfriend a laptop make sure it s a good PC brand a not something like DELL , Acer , Asus , eMachines etc ."
mutation sentence,"But word of advice if you 're get your girlfriend a laptop make sure it s a good name brand a not something like DELL , Acer , Asus , eMachines etc ."
mutation sentence,"But word of advice if you 're get your girlfriend a laptop make sure it s a good one brand a not something like DELL , Acer , Asus , eMachines etc ."
mutation sentence,"But word of advice if you 're get your girlfriend a laptop make sure it s a good brand e a not something like DELL , Acer , Asus , eMachines etc ."
mutation sentence,"But word of advice if you 're get your girlfriend a laptop make sure it s a good brand it a not something like DELL , Acer , Asus , eMachines etc ."
mutation sentence,"But word of advice if you 're get your girlfriend a laptop make sure it s a good brand as a not something like DELL , Acer , Asus , eMachines etc ."



"pos from 并列连词 to 感叹
"
original sentence,"Thirdly , just put your hand in his cge ans leave it their ."
wrong word,ans
mutation sentence,"Thirdly , just put your hand in his cge . ans leave it their ."



"pos from 并列连词 to 名词
"
original sentence,I would have had to because with the economy the way it is i ai nt haves much monies fo repairs round the House ....
wrong word,fo
mutation sentence,I would have had to because with the economy the way it is i t ai nt haves much monies fo repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i ai nt haves much extra monies fo repairs round the House ....
mutation sentence,I would have had to because with the economy the way it is i ai nt haves much monies in fo repairs round the House ....



"pos from 并列连词 to 数字
"


"pos from 并列连词 to 功能
"
original sentence,"But word of advice if you 're get your girlfriend a laptop make sure it s a good brand a not something like DELL , Acer , Asus , eMachines etc ."
wrong word,a
mutation sentence,"But word of advice if you 're get your girlfriend a laptop make sure it s a good brand a not be something like DELL , Acer , Asus , eMachines etc ."

original sentence,"Thirdly , just put your hand in his cge ans leave it their ."
wrong word,ans
mutation sentence,"Thirdly , you just put your hand in his cge ans leave it their ."
mutation sentence,"Thirdly , just you put your hand in his cge ans leave it their ."
mutation sentence,"Thirdly , just put your hand in his right cge ans leave it their ."
mutation sentence,"Thirdly , just put your hand in his hand cge ans leave it their ."
mutation sentence,"Thirdly , just put your hand in his . cge ans leave it their ."
mutation sentence,"Thirdly , just put your hand in his left cge ans leave it their ."
mutation sentence,"Thirdly , just put your hand in his pocket cge ans leave it their ."
mutation sentence,"Thirdly , just put your hand in his cge ans leave in it their ."
mutation sentence,"Thirdly , just put your hand in his cge ans leave with it their ."
mutation sentence,"Thirdly , just put your hand in his cge ans leave on it their ."
mutation sentence,"Thirdly , just put your hand in his cge ans leave where it their ."
mutation sentence,"Thirdly , just put your hand in his cge ans leave that it their ."



"pos from 并列连词 to 代词
"


"pos from 并列连词 to 特指名词
"


"pos from 并列连词 to 标点
"


"pos from 并列连词 to 从句连词
"


"pos from 并列连词 to 符号
"


"pos from 并列连词 to 动词
"


"pos from 并列连词 to 其他
"


"pos from 定冠 to 形容
"
original sentence,I should let you know though that she was very offended this morning that you did n't spell her name right in the email - I mean it 's such a common spelling .
wrong word,such
mutation sentence,I should let you know though that she was very offended this morning that you did n't spell her name right in the email - I mean it 's such obviously a common spelling .
mutation sentence,I should let you know though that she was very offended this morning that you did n't spell her name right in the email - I mean it 's such not a common spelling .
mutation sentence,I should let you know though that she was very offended this morning that you did n't spell her name right in the email - I mean it 's such just a common spelling .
mutation sentence,I should let you know though that she was very offended this morning that you did n't spell her name right in the email - I mean it 's such clearly a common spelling .

original sentence,"These three little ones do n't realize how lucky they are to have such a nice Dad , but I 'm sure they 'll find out soon ."
wrong word,such
mutation sentence,"These three little ones do n't realize how lucky they are to have such as a nice Dad , but I 'm sure they 'll find out soon ."

original sentence,"( I just thought he wanted me to see one of those chain letter things again ) so I fineally checked it , and it was an e mail from southwest airlines telling me the flight dates for out family trip to Florida !!!"
wrong word,out
mutation sentence,"( I just thought he wanted me to see one of those chain letter things again ) so I fineally checked it , and it was an e mail from southwest airlines telling me the flight dates for an out family trip to Florida !!!"
mutation sentence,"( I just thought he wanted me to see one of those chain letter things again ) so I fineally checked it , and it was an e mail from southwest airlines telling me the flight dates for the out family trip to Florida !!!"
mutation sentence,"( I just thought he wanted me to see one of those chain letter things again ) so I fineally checked it , and it was an e mail from southwest airlines telling me the flight dates for my out family trip to Florida !!!"
mutation sentence,"( I just thought he wanted me to see one of those chain letter things again ) so I fineally checked it , and it was an e mail from southwest airlines telling me the flight dates for their out family trip to Florida !!!"
mutation sentence,"( I just thought he wanted me to see one of those chain letter things again ) so I fineally checked it , and it was an e mail from southwest airlines telling me the flight dates for his out family trip to Florida !!!"
mutation sentence,"( I just thought he wanted me to see one of those chain letter things again ) so I fineally checked it , and it was an e mail from southwest airlines telling me the flight dates for our out family trip to Florida !!!"

original sentence,I really like you're answer .
wrong word,you're
mutation sentence,I really like that you're answer .
mutation sentence,I really like how you're answer .

original sentence,Such a convenient location as well with coffee shop and bradley food and beverage right around corner .
wrong word,Such
mutation sentence,Such is a convenient location as well with coffee shop and bradley food and beverage right around corner .

original sentence,I 'm sure it s not every day that a funeral director sees the same family in such a short time .
wrong word,such
mutation sentence,I 'm sure it s not every day that a funeral director sees the same family in such just a short time .



"pos from 定冠 to 介词
"
original sentence,"( I just thought he wanted me to see one of those chain letter things again ) so I fineally checked it , and it was an e mail from southwest airlines telling me the flight dates for out family trip to Florida !!!"
wrong word,out
mutation sentence,"( I just thought he wanted me to see one of those chain letter things again ) so I fineally checked it , and it was an e mail from southwest airlines telling me the flight dates for out a family trip to Florida !!!"
mutation sentence,"( I just thought he wanted me to see one of those chain letter things again ) so I fineally checked it , and it was an e mail from southwest airlines telling me the flight dates for out the family trip to Florida !!!"
mutation sentence,"( I just thought he wanted me to see one of those chain letter things again ) so I fineally checked it , and it was an e mail from southwest airlines telling me the flight dates for out on family trip to Florida !!!"



"pos from 定冠 to 副词
"
original sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never know where you might get stuck ."
wrong word,any
mutation sentence,"Baghdadis generally do n't venture much out of their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis always do n't venture much out of their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis usually do n't venture much out of their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis also do n't venture much out of their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis really do n't venture much out of their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't hardly venture much out of their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't ever venture much out of their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't never venture much out of their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't even venture much out of their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't not venture much out of their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't really venture much out of their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture too much out of their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture so much out of their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of in their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of either their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of outside their neighbourhoods any more , you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any much more , you never know where you might get stuck ."
