all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,60699,213002,728,5623,871,219287


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,The purpose of this pilot study was to assess the effects of one different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was to assess the effects of different written interpretation on the overall visual exploration of artworks .
mutation sentence,The purpose of this pilot study was to assess the effects of different written interpretation on the actual visual exploration of artworks .
mutation sentence,The purpose of this pilot study was to assess the effects of different written interpretation on the critical visual exploration of artworks .
mutation sentence,The purpose of this pilot study was to assess the effects of different written interpretation on the visual exploration of artworks online .
mutation sentence,The purpose of this pilot study was to assess the effects of different written interpretation on the visual exploration of artworks today .

original sentence,"This fact , together with the fact that such deception is widely known to occur , reduces ordinary people ’s trust in expert authority and diminishes their capacity to distinguish reliable from unreliable sources ."
wrong word,expert 23
mutation sentence,"This fact , together with the fact that such deception is widely known to occur , reduces ordinary people ’s trust in expert moral authority and diminishes their capacity to distinguish reliable from unreliable sources ."
mutation sentence,"This fact , together with the fact that such deception is widely known to occur , reduces ordinary people ’s trust in expert scientific authority and diminishes their capacity to distinguish reliable from unreliable sources ."
mutation sentence,"This fact , together with the fact that such deception is widely known to occur , reduces ordinary people ’s trust in expert political authority and diminishes their capacity to distinguish reliable from unreliable sources ."
mutation sentence,"This fact , together with the fact that such deception is widely known to occur , reduces ordinary people ’s trust in expert authoritative authority and diminishes their capacity to distinguish reliable from unreliable sources ."
mutation sentence,"This fact , together with the fact that such deception is widely known to occur , reduces ordinary people ’s trust in expert public authority and diminishes their capacity to distinguish reliable from unreliable sources ."
mutation sentence,"This fact , together with the fact that such deception is widely known to occur , reduces ordinary people ’s trust in expert legal authority and diminishes their capacity to distinguish reliable from unreliable sources ."
mutation sentence,"This fact , together with the fact that such deception is widely known to occur , reduces ordinary people ’s trust in expert religious authority and diminishes their capacity to distinguish reliable from unreliable sources ."

original sentence,"Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and cognition , for the improvement of cognitive functions ."
wrong word,fun 25
mutation sentence,"Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and rational cognition , for the improvement of cognitive functions ."

original sentence,"However , substantial differences in hindlimb morphology between these groups make difficult to assess the validity of inferences obtained from such studies ."
wrong word,hindlimb 6
mutation sentence,"However , substantial differences in ventral hindlimb morphology between these groups make difficult to assess the validity of inferences obtained from such studies ."
mutation sentence,"However , substantial differences in lateral hindlimb morphology between these groups make difficult to assess the validity of inferences obtained from such studies ."
mutation sentence,"However , substantial differences in posterior hindlimb morphology between these groups make difficult to assess the validity of inferences obtained from such studies ."
mutation sentence,"However , substantial differences in hindlimb skeletal morphology between these groups make difficult to assess the validity of inferences obtained from such studies ."
mutation sentence,"However , substantial differences in hindlimb joint morphology between these groups make difficult to assess the validity of inferences obtained from such studies ."

original sentence,"Now spanning six seasons and 60 episodes , with an average global viewership ( from its most recent season ) of 25.1 million viewers per episode ( Shepherd , 2016 ) , it has spawned five video games , a graphic novel adaptation , several companion books , two rap albums , a 28-city orchestral tour , a wide variety of tabletop games , toys , merchandise and mobile apps , and countless podcasts , fanfics and other fan-based creations ."
wrong word,28-city 54
mutation sentence,"Now spanning six seasons and 60 episodes , with an average global viewership ( from its most recent season ) of 25.1 million viewers per episode ( Shepherd , 2016 ) , it has spawned five video games , a graphic novel adaptation , several companion books , two rap albums , a 28-city international orchestral tour , a wide variety of tabletop games , toys , merchandise and mobile apps , and countless podcasts , fanfics and other fan-based creations ."

original sentence,"Several of her trademark themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."
wrong word,trademark 4
mutation sentence,"Several of her most trademark themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."

original sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a hit ."
wrong word,warning 11
mutation sentence,"He immediately impressed , making a sensational catch on the warning track just to rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to almost rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to nearly rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to effectively rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to successfully rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to virtually rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to finally rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to temporarily rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to potentially rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler completely of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler temporarily of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a potential hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a big hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a possible hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a major hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a cheap hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a huge hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a scoring hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a late hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a crucial hit ."

original sentence,I do wear a lot of black .
wrong word,black 7
mutation sentence,I do wear a lot of black tonight .

original sentence,"We hire the opposite of what you 'd think we would hire , what the average person would think we would hire ."
wrong word,opposite 4
mutation sentence,"We hire just the opposite of what you 'd think we would hire , what the average person would think we would hire ."
mutation sentence,"We hire exactly the opposite of what you 'd think we would hire , what the average person would think we would hire ."
mutation sentence,"We hire the exact opposite of what you 'd think we would hire , what the average person would think we would hire ."
mutation sentence,"We hire the very opposite of what you 'd think we would hire , what the average person would think we would hire ."

original sentence,"The primary science goal of the mission was to collect a sample from a known primitive solar-system body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."
wrong word,solar-system 17
mutation sentence,"The primary science goal of the mission was to collect a sample from a little known primitive solar-system body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."
mutation sentence,"The primary science goal of the mission was to collect a sample from a first known primitive solar-system body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."
mutation sentence,"The primary science goal of the mission was to collect a sample from a known primitive inner solar-system body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."
mutation sentence,"The primary science goal of the mission was to collect a sample from a known primitive outer solar-system body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."
mutation sentence,"The primary science goal of the mission was to collect a sample from a known primitive early solar-system body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."
mutation sentence,"The primary science goal of the mission was to collect a sample from a known primitive low solar-system body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."
mutation sentence,"The primary science goal of the mission was to collect a sample from a known primitive cold solar-system body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."
mutation sentence,"The primary science goal of the mission was to collect a sample from a known primitive solar-system astronomical body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."
mutation sentence,"The primary science goal of the mission was to collect a sample from a known primitive solar-system compact body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."
mutation sentence,"The primary science goal of the mission was to collect a sample from a known primitive solar-system planetary body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."

original sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
wrong word,light 22
mutation sentence,"The main centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The grand centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The physical centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The overall centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The artistic centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The central centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The technical centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The complete centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this live rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this outdoor rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this traditional rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this modern rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like live performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like musical performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like outdoor performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like theatrical performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is usually a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is often a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is typically a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is always a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is essentially a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a rotating 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating giant pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating flying pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating mechanical pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating electric pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating robotic pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating wooden pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped onstage with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped only with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped backstage with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a rotating fog machine , laser light show and theme music ."

original sentence,The secularist magazine MicroMega describe the court 's judgement as historic .
wrong word,secularist 2
mutation sentence,The secularist online magazine MicroMega describe the court 's judgement as historic .
mutation sentence,The secularist weekly magazine MicroMega describe the court 's judgement as historic .
mutation sentence,The secularist monthly magazine MicroMega describe the court 's judgement as historic .
mutation sentence,The secularist Indonesian magazine MicroMega describe the court 's judgement as historic .
mutation sentence,The secularist political magazine MicroMega describe the court 's judgement as historic .
mutation sentence,The secularist Dutch magazine MicroMega describe the court 's judgement as historic .

original sentence,Warhol 's photo legacy spread by university exhibits
wrong word,photo 3
mutation sentence,Warhol 's photo artistic legacy spread by university exhibits

original sentence,"Thanks to urban planning , the major city streets are placed in a grid layout ."
wrong word,grid 14
mutation sentence,"Thanks to urban planning , the major city streets are placed in a roughly grid layout ."

original sentence,"If you do not have any religious beliefs , or are for another reason unwilling to appeal to your patron deity , skip this step ."
wrong word,patron 20
mutation sentence,"If you do not truly have any religious beliefs , or are for another reason unwilling to appeal to your patron deity , skip this step ."
mutation sentence,"If you do not have any religious beliefs , or are for another simple reason unwilling to appeal to your patron deity , skip this step ."
mutation sentence,"If you do not have any religious beliefs , or are for another reason unwilling to appeal to even your patron deity , skip this step ."
mutation sentence,"If you do not have any religious beliefs , or are for another reason unwilling to appeal to your patron deity here , skip this step ."
mutation sentence,"If you do not have any religious beliefs , or are for another reason unwilling to appeal to your patron deity , skip this whole step ."
mutation sentence,"If you do not have any religious beliefs , or are for another reason unwilling to appeal to your patron deity , skip this entire step ."



"pos from 名词 to 介词
"


"pos from 名词 to 副词
"


"pos from 名词 to 助词
"


"pos from 名词 to 并列连词
"


"pos from 名词 to 定冠
"


"pos from 名词 to 感叹
"


"pos from 名词 to 名词
"


"pos from 名词 to 数字
"


"pos from 名词 to 功能
"


"pos from 名词 to 代词
"


"pos from 名词 to 特指名词
"


"pos from 名词 to 标点
"


"pos from 名词 to 从句连词
"


"pos from 名词 to 符号
"


"pos from 名词 to 动词
"
original sentence,"We were n’t going to touch on her dress , or who she was dating ."
wrong word,dress 9
mutation sentence,"We were n’t going to touch on how her dress , or who she was dating ."
mutation sentence,"We were n’t going to touch on why her dress , or who she was dating ."

original sentence,"Fort Lee 's Public School 4 , a daily activity for the elementary school set"
wrong word,set 15
mutation sentence,"Fort Lee 's Public School 4 , a mandatory daily activity for the elementary school set"
mutation sentence,"Fort Lee 's Public School 4 , a daily activity for the community elementary school set"
mutation sentence,"Fort Lee 's Public School 4 , a daily activity for the area elementary school set"
mutation sentence,"Fort Lee 's Public School 4 , a daily activity for the neighborhood elementary school set"



"pos from 名词 to 其他
"
original sentence,"We translated "" lexical enjambment "" from Quilis ’s terms "" encabalgamiento léxico "" or "" tmesis "" ."
wrong word,enjambment 5
mutation sentence,"We translated "" lexical enjambment "" from Quilis ’s earlier terms "" encabalgamiento léxico "" or "" tmesis "" ."
mutation sentence,"We translated "" lexical enjambment "" from Quilis ’s French terms "" encabalgamiento léxico "" or "" tmesis "" ."
mutation sentence,"We translated "" lexical enjambment "" from Quilis ’s terms "" encabalgamiento léxico "" or "" la tmesis "" ."
mutation sentence,"We translated "" lexical enjambment "" from Quilis ’s terms "" encabalgamiento léxico "" or "" le tmesis "" ."

original sentence,"The santorum neologism has inspired satirical forms of parody , including this political cartoon by Saturday Morning Breakfast Cereal webcomic artist Zach Weiner ."
wrong word,santorum 2
mutation sentence,"The Latin santorum neologism has inspired satirical forms of parody , including this political cartoon by Saturday Morning Breakfast Cereal webcomic artist Zach Weiner ."
mutation sentence,"The ad santorum neologism has inspired satirical forms of parody , including this political cartoon by Saturday Morning Breakfast Cereal webcomic artist Zach Weiner ."
mutation sentence,"The santorum neologism has often inspired satirical forms of parody , including this political cartoon by Saturday Morning Breakfast Cereal webcomic artist Zach Weiner ."
mutation sentence,"The santorum neologism has inspired satirical literary forms of parody , including this political cartoon by Saturday Morning Breakfast Cereal webcomic artist Zach Weiner ."
mutation sentence,"The santorum neologism has inspired satirical artistic forms of parody , including this political cartoon by Saturday Morning Breakfast Cereal webcomic artist Zach Weiner ."
mutation sentence,"The santorum neologism has inspired satirical English forms of parody , including this political cartoon by Saturday Morning Breakfast Cereal webcomic artist Zach Weiner ."



"pos from 数字 to 形容
"


"pos from 数字 to 介词
"


"pos from 数字 to 副词
"


"pos from 数字 to 助词
"


"pos from 数字 to 并列连词
"


"pos from 数字 to 定冠
"


"pos from 数字 to 感叹
"


"pos from 数字 to 名词
"
original sentence,"On Tuesday , the New Zealand government announced the start of a public process to suggest designs for a new national flag , and determine whether their citizens would prefer a different national flag over the current one ."
wrong word,one 38
mutation sentence,"On Tuesday , the New Zealand government announced the start of a public process to suggest designs for a new national flag , and determine whether their citizens would prefer a different national flag over the current national one ."
mutation sentence,"On Tuesday , the New Zealand government announced the start of a public process to suggest designs for a new national flag , and determine whether their citizens would prefer a different national flag over the current British one ."
mutation sentence,"On Tuesday , the New Zealand government announced the start of a public process to suggest designs for a new national flag , and determine whether their citizens would prefer a different national flag over the current Australian one ."



"pos from 数字 to 数字
"


"pos from 数字 to 功能
"


"pos from 数字 to 代词
"


"pos from 数字 to 特指名词
"


"pos from 数字 to 标点
"


"pos from 数字 to 从句连词
"


"pos from 数字 to 符号
"


"pos from 数字 to 动词
"


"pos from 数字 to 其他
"


"pos from 功能 to 形容
"


"pos from 功能 to 介词
"


"pos from 功能 to 副词
"


"pos from 功能 to 助词
"


"pos from 功能 to 并列连词
"


"pos from 功能 to 定冠
"


"pos from 功能 to 感叹
"


"pos from 功能 to 名词
"


"pos from 功能 to 数字
"


"pos from 功能 to 功能
"


"pos from 功能 to 代词
"


"pos from 功能 to 特指名词
"


"pos from 功能 to 标点
"


"pos from 功能 to 从句连词
"


"pos from 功能 to 符号
"


"pos from 功能 to 动词
"


"pos from 功能 to 其他
"


"pos from 代词 to 形容
"


"pos from 代词 to 介词
"


"pos from 代词 to 副词
"


"pos from 代词 to 助词
"


"pos from 代词 to 并列连词
"


"pos from 代词 to 定冠
"


"pos from 代词 to 感叹
"


"pos from 代词 to 名词
"


"pos from 代词 to 数字
"


"pos from 代词 to 功能
"


"pos from 代词 to 代词
"


"pos from 代词 to 特指名词
"


"pos from 代词 to 标点
"


"pos from 代词 to 从句连词
"


"pos from 代词 to 符号
"


"pos from 代词 to 动词
"


"pos from 代词 to 其他
"


"pos from 特指名词 to 形容
"
original sentence,"His earliest mathematical work was the Exercitationes ( Mathematical Exercises ) , published in 1724 with the help of Goldbach ."
wrong word,Mathematical 9
mutation sentence,"His earliest mathematical work was the Exercitationes ( Mathematical Exercises ) II , published in 1724 with the help of Goldbach ."

original sentence,L'Enfant was recruited by Pierre Augustin Caron de Beaumarchais to serve in the American Revolutionary War in the United States .
wrong word,American 14
mutation sentence,L'Enfant was recruited by Pierre Augustin Caron de Beaumarchais to serve in the early American Revolutionary War in the United States .
mutation sentence,L'Enfant was recruited by Pierre Augustin Caron de Beaumarchais to serve in the first American Revolutionary War in the United States .

original sentence,He was exchanged in November 1780 and served on General George Washington 's staff for the remainder of the American Revolution .
wrong word,American 20
mutation sentence,He was exchanged in November 1780 and served on General George Washington 's staff for the remainder of the early American Revolution .

original sentence,"After the war , L'Enfant designed the badge of the Society of the Cincinnati , an organization of former officers of the Continental Army , shaped as an eagle , at the request of Washington ."
wrong word,Continental 23
mutation sentence,"After the war , L'Enfant designed the badge of the Society of the Cincinnati , an organization of former officers of the early Continental Army , shaped as an eagle , at the request of Washington ."

original sentence,"Following the American Revolutionary War , L'Enfant established a successful and highly profitable civil engineering firm in New York City ."
wrong word,American 3
mutation sentence,"Following the American Revolutionary War , L'Enfant later established a successful and highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant eventually established a successful and highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant soon established a successful and highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant subsequently established a successful and highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant established first a successful and highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant established a highly successful and highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant established a financially successful and highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant established a commercially successful and highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant established a successful and often highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant established a successful and later highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant established a successful and ultimately highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant established a successful and sometimes highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant established a successful and eventually highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant established a successful and now highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant established a successful and subsequently highly profitable civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant established a successful and highly profitable private civil engineering firm in New York City ."
mutation sentence,"Following the American Revolutionary War , L'Enfant established a successful and highly profitable civil engineering firm in early New York City ."

original sentence,He made his screen debut in 2002 with ABC 's TV film feature Confessions of an Ugly Stepsister .
wrong word,Ugly 17
mutation sentence,He made his screen debut in 2002 with ABC 's TV film feature Confessions of an Really Ugly Stepsister .
mutation sentence,He made his screen debut in 2002 with ABC 's TV film feature Confessions of an equally Ugly Stepsister .
mutation sentence,He made his screen debut in 2002 with ABC 's TV film feature Confessions of an extremely Ugly Stepsister .
mutation sentence,He made his screen debut in 2002 with ABC 's TV film feature Confessions of an Ugly American Stepsister .

original sentence,"His most notable television roles include Henry Talbot in the final season of historical period drama Downton Abbey , and Finley "" Finn "" Polmar in the CBS legal drama The Good Wife ."
wrong word,Good 32
mutation sentence,"His most notable television roles include Henry Talbot in the final season of historical period drama Downton Abbey , and Finley "" Finn "" Polmar in the CBS legal drama The Very Good Wife ."

original sentence,"Goode played Peter Lynley , the brother of Inspector Lynley in the BBC production Inspector Lynley Mysteries : A Suitable Vengeance and co-starred in the TV film Confessions of an Ugly Stepsister , based on the Gregory Maguire novel of the same name and William Shakespeare 's play The Tempest ."
wrong word,Suitable 20
mutation sentence,"Goode played Peter Lynley , the brother of Inspector Lynley in the BBC production Inspector Lynley Mysteries : A Most Suitable Vengeance and co-starred in the TV film Confessions of an Ugly Stepsister , based on the Gregory Maguire novel of the same name and William Shakespeare 's play The Tempest ."
mutation sentence,"Goode played Peter Lynley , the brother of Inspector Lynley in the BBC production Inspector Lynley Mysteries : A Very Suitable Vengeance and co-starred in the TV film Confessions of an Ugly Stepsister , based on the Gregory Maguire novel of the same name and William Shakespeare 's play The Tempest ."
mutation sentence,"Goode played Peter Lynley , the brother of Inspector Lynley in the BBC production Inspector Lynley Mysteries : A More Suitable Vengeance and co-starred in the TV film Confessions of an Ugly Stepsister , based on the Gregory Maguire novel of the same name and William Shakespeare 's play The Tempest ."
mutation sentence,"Goode played Peter Lynley , the brother of Inspector Lynley in the BBC production Inspector Lynley Mysteries : A Suitable Personal Vengeance and co-starred in the TV film Confessions of an Ugly Stepsister , based on the Gregory Maguire novel of the same name and William Shakespeare 's play The Tempest ."
mutation sentence,"Goode played Peter Lynley , the brother of Inspector Lynley in the BBC production Inspector Lynley Mysteries : A Suitable Private Vengeance and co-starred in the TV film Confessions of an Ugly Stepsister , based on the Gregory Maguire novel of the same name and William Shakespeare 's play The Tempest ."
mutation sentence,"Goode played Peter Lynley , the brother of Inspector Lynley in the BBC production Inspector Lynley Mysteries : A Suitable New Vengeance and co-starred in the TV film Confessions of an Ugly Stepsister , based on the Gregory Maguire novel of the same name and William Shakespeare 's play The Tempest ."
mutation sentence,"Goode played Peter Lynley , the brother of Inspector Lynley in the BBC production Inspector Lynley Mysteries : A Suitable Public Vengeance and co-starred in the TV film Confessions of an Ugly Stepsister , based on the Gregory Maguire novel of the same name and William Shakespeare 's play The Tempest ."
wrong word,Ugly 31
mutation sentence,"Goode played Peter Lynley , the brother of Inspector Lynley in the BBC production Inspector Lynley Mysteries : A Suitable Vengeance and co-starred in the TV film Confessions of an Really Ugly Stepsister , based on the Gregory Maguire novel of the same name and William Shakespeare 's play The Tempest ."
mutation sentence,"Goode played Peter Lynley , the brother of Inspector Lynley in the BBC production Inspector Lynley Mysteries : A Suitable Vengeance and co-starred in the TV film Confessions of an equally Ugly Stepsister , based on the Gregory Maguire novel of the same name and William Shakespeare 's play The Tempest ."
mutation sentence,"Goode played Peter Lynley , the brother of Inspector Lynley in the BBC production Inspector Lynley Mysteries : A Suitable Vengeance and co-starred in the TV film Confessions of an extremely Ugly Stepsister , based on the Gregory Maguire novel of the same name and William Shakespeare 's play The Tempest ."

original sentence,"As a result of his distinguished service for Sweden , Poland and Russia he rose in ranks from trooper to full general , and became principal advisor and close friend of Tsar Peter the Great ."
wrong word,Great 35
mutation sentence,"As a result of his distinguished service for Sweden , Poland and Russia he rose in ranks from trooper to full general , and became principal advisor and close friend of Tsar Peter the Very Great ."

original sentence,"Later in 1689 a revolution broke out in Moscow , and with the troops under his command Gordon virtually decided events in favour of Peter the Great , [ 3 ] and against the Regent , Tsarevna Sophia Alekseyevna ."
wrong word,Great 27
mutation sentence,"Later in 1689 a revolution broke out in Moscow , and with the troops under his command Gordon virtually decided events in favour of Peter the Very Great , [ 3 ] and against the Regent , Tsarevna Sophia Alekseyevna ."
mutation sentence,"Later in 1689 a revolution broke out in Moscow , and with the troops under his command Gordon virtually decided events in favour of Peter the First Great , [ 3 ] and against the Regent , Tsarevna Sophia Alekseyevna ."

original sentence,The Chemical Wedding by Christian Rosencreutz
wrong word,Chemical 2
mutation sentence,The Great Chemical Wedding by Christian Rosencreutz
mutation sentence,The First Chemical Wedding by Christian Rosencreutz
mutation sentence,The Last Chemical Wedding by Christian Rosencreutz
mutation sentence,The Secret Chemical Wedding by Christian Rosencreutz
mutation sentence,The Big Chemical Wedding by Christian Rosencreutz
mutation sentence,The Second Chemical Wedding by Christian Rosencreutz
mutation sentence,The Very Chemical Wedding by Christian Rosencreutz

original sentence,It ’s not ; Christian Rosencreutz is the purported author of a book called The Chemical Wedding .
wrong word,Chemical 16
mutation sentence,It ’s not ; Christian Rosencreutz is the purported author of a book called The Great Chemical Wedding .
mutation sentence,It ’s not ; Christian Rosencreutz is the purported author of a book called The First Chemical Wedding .
mutation sentence,It ’s not ; Christian Rosencreutz is the purported author of a book called The Next Chemical Wedding .

original sentence,Using the Virtual Microscope volunteers can search over the collector for the tracks of the interstellar dust particles .
wrong word,Virtual 3
mutation sentence,Using just the Virtual Microscope volunteers can search over the collector for the tracks of the interstellar dust particles .

original sentence,"Also , an independent who does not claim to belong to either camp , Edward Yiu of the Architectural , Surveying , Planning and Landscape constituency , defeated his opponents and was elected ."
wrong word,Architectural 19
