all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,60699,213001,728,5623,870,219287


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"


"pos from 形容 to 副词
"
mutation sentence,"Even if you ca n't wait to live in your new house , curb your enthusiasm and resist the urge to cram all your possessions any which way into boxes again ."
mutation sentence,"Even if you ca n't wait to live in your new house , curb your enthusiasm and resist the urge to cram all your possessions any which way into boxes first ."
mutation sentence,"Even if you ca n't wait to live in your new house , curb your enthusiasm and resist the urge to cram all your possessions any which way into boxes later ."
mutation sentence,"Even if you ca n't wait to live in your new house , curb your enthusiasm and resist the urge to cram all your possessions any which way into boxes soon ."
mutation sentence,"Even if you ca n't wait to live in your new house , curb your enthusiasm and resist the urge to cram all your possessions any which way into boxes quickly ."



"pos from 副词 to 感叹
"
original sentence,"“ Well , that ’s karma for you ."
wrong word,Well 2
mutation sentence,"“ Well , apparently that ’s karma for you ."
mutation sentence,"“ Well , obviously that ’s karma for you ."

original sentence,"Now it is remarkable in the light of history , the history of the past century , Germany alone had virtually destroyed Russia , twice , and Germany backed by a hostile military alliance , centered in the most phenomenal military power in history , that ’s a real threat ."
wrong word,Now 1
mutation sentence,"Now it is remarkable in the light of history here , the history of the past century , Germany alone had virtually destroyed Russia , twice , and Germany backed by a hostile military alliance , centered in the most phenomenal military power in history , that ’s a real threat ."
mutation sentence,"Now it is remarkable in the light of history , the history of the past century , Germany alone had virtually destroyed Russia , twice , and Germany backed by a very hostile military alliance , centered in the most phenomenal military power in history , that ’s a real threat ."



"pos from 副词 to 名词
"
original sentence,"One of only two National Historic Scenic Reserves in New Zealand ( the other is the Waitangi Treaty Grounds ) , Hapupu is a special place , and somewhere that you will want to tell others about ."
wrong word,somewhere 29
mutation sentence,"One of only two designated National Historic Scenic Reserves in New Zealand ( the other is the Waitangi Treaty Grounds ) , Hapupu is a special place , and somewhere that you will want to tell others about ."
mutation sentence,"One of only two official National Historic Scenic Reserves in New Zealand ( the other is the Waitangi Treaty Grounds ) , Hapupu is a special place , and somewhere that you will want to tell others about ."
mutation sentence,"One of only two National Historic Scenic Reserves in New Zealand ( the only other is the Waitangi Treaty Grounds ) , Hapupu is a special place , and somewhere that you will want to tell others about ."
mutation sentence,"One of only two National Historic Scenic Reserves in New Zealand ( the other is the Waitangi Treaty Grounds ) today , Hapupu is a special place , and somewhere that you will want to tell others about ."
mutation sentence,"One of only two National Historic Scenic Reserves in New Zealand ( the other is the Waitangi Treaty Grounds ) , Hapupu is also a special place , and somewhere that you will want to tell others about ."
mutation sentence,"One of only two National Historic Scenic Reserves in New Zealand ( the other is the Waitangi Treaty Grounds ) , Hapupu is now a special place , and somewhere that you will want to tell others about ."
mutation sentence,"One of only two National Historic Scenic Reserves in New Zealand ( the other is the Waitangi Treaty Grounds ) , Hapupu is indeed a special place , and somewhere that you will want to tell others about ."
mutation sentence,"One of only two National Historic Scenic Reserves in New Zealand ( the other is the Waitangi Treaty Grounds ) , Hapupu is a special historical place , and somewhere that you will want to tell others about ."
mutation sentence,"One of only two National Historic Scenic Reserves in New Zealand ( the other is the Waitangi Treaty Grounds ) , Hapupu is a special cultural place , and somewhere that you will want to tell others about ."

original sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
wrong word,north 26
mutation sentence,"European-American agricultural settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American early settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American commercial settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American economic settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American permanent settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement here of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area first commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area likely commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area probably commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area officially commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced early in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced sometime in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced already in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced late in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced there in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced again in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced later in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced gradually in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in about the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in approximately the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in late the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in roughly the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the late 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the early 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s however , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and only in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and then in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and later in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and finally in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and early in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in about 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in late 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in early 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in approximately 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the successful completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the 1913 completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the 1910 completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the 1916 completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the 1912 completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the 1908 completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the 1907 completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the 1901 completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the early completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the 1906 completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion there of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion here of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of only the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of just the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the very first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the then first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the historic first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the nearby first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several very large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several relatively large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several new large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several successive large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several such large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several extremely large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large irrigation reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large artificial reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large natural reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the high mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the rugged mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the low mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the central mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the surrounding mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the forested mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the arid mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the western mountains north and east of Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of modern Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of central Phoenix insured its success as a center for irrigation-based agriculture ."
mutation sentence,"European-American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation-based urban agriculture ."

original sentence,York was home first to the Ninth Legion and later the Sixth .
wrong word,home 3
mutation sentence,York was home first exclusively to the Ninth Legion and later the Sixth .
mutation sentence,York was home first to only the Ninth Legion and later the Sixth .
mutation sentence,York was home first to the Ninth Legion and later the British Sixth .
mutation sentence,York was home first to the Ninth Legion and later the Canadian Sixth .
mutation sentence,York was home first to the Ninth Legion and later the American Sixth .

original sentence,"For example we write it from left to right , in Arabic it 's right to left , Chinese is in columns , and so on ."
wrong word,left 17
mutation sentence,"For example we write it from left down to right , in Arabic it 's right to left , Chinese is in columns , and so on ."
mutation sentence,"For example we write it from left right to right , in Arabic it 's right to left , Chinese is in columns , and so on ."
mutation sentence,"For example we write it from left first to right , in Arabic it 's right to left , Chinese is in columns , and so on ."
mutation sentence,"For example we write it from left to extreme right , in Arabic it 's right to left , Chinese is in columns , and so on ."
mutation sentence,"For example we write it from left to right horizontally , in Arabic it 's right to left , Chinese is in columns , and so on ."
mutation sentence,"For example we write it from left to right everywhere , in Arabic it 's right to left , Chinese is in columns , and so on ."
mutation sentence,"For example we write it from left to right vertically , in Arabic it 's right to left , Chinese is in columns , and so on ."
mutation sentence,"For example we write it from left to right , in written Arabic it 's right to left , Chinese is in columns , and so on ."



"pos from 副词 to 数字
"


"pos from 副词 to 功能
"


"pos from 副词 to 代词
"
original sentence,Here and there were bits of charred debris in the gutters .
wrong word,there 3
mutation sentence,Here and there were still bits of charred debris in the gutters .
mutation sentence,Here and there were more bits of charred debris in the gutters .
mutation sentence,Here and there were also bits of charred debris in the gutters .
mutation sentence,Here and there were bits of charred debris in the gutters too .
mutation sentence,Here and there were bits of charred debris in the gutters nearby .
mutation sentence,Here and there were bits of charred debris in the gutters everywhere .
mutation sentence,Here and there were bits of charred debris in the gutters outside .
mutation sentence,Here and there were bits of charred debris in the gutters underneath .

original sentence,"Moments later , his craft was taxied to the catapult and before long he 'd found himself out in space and into the thick of battle ."
wrong word,long 13
mutation sentence,"Moments later , his craft was taxied to the catapult and there before long he 'd found himself out in space and into the thick of battle ."

original sentence,It could look like almost the opposite : literature is kind of arts and mathematics is science but they also see a lot in common and there where mathematician who were writers .
wrong word,there 27
mutation sentence,It could look like almost the opposite : literature is kind of arts and mathematics is science but they also see a lot in common and maybe there where mathematician who were writers .
mutation sentence,It could look like almost the opposite : literature is kind of arts and mathematics is science but they also see a lot in common and surely there where mathematician who were writers .
mutation sentence,It could look like almost the opposite : literature is kind of arts and mathematics is science but they also see a lot in common and there where many mathematician who were writers .
mutation sentence,It could look like almost the opposite : literature is kind of arts and mathematics is science but they also see a lot in common and there where two mathematician who were writers .



"pos from 副词 to 特指名词
"


"pos from 副词 to 标点
"


"pos from 副词 to 从句连词
"
original sentence,"The pressure in this area is lower than that under the wing , so the wing is pushed upwards by the relatively higher pressure under the wing ."
wrong word,so 14
mutation sentence,"The pressure in this area often is lower than that under the wing , so the wing is pushed upwards by the relatively higher pressure under the wing ."
mutation sentence,"The pressure in this area is relatively lower than that under the wing , so the wing is pushed upwards by the relatively higher pressure under the wing ."
mutation sentence,"The pressure in this area is generally lower than that under the wing , so the wing is pushed upwards by the relatively higher pressure under the wing ."
mutation sentence,"The pressure in this area is significantly lower than that under the wing , so the wing is pushed upwards by the relatively higher pressure under the wing ."
mutation sentence,"The pressure in this area is usually lower than that under the wing , so the wing is pushed upwards by the relatively higher pressure under the wing ."
mutation sentence,"The pressure in this area is substantially lower than that under the wing , so the wing is pushed upwards by the relatively higher pressure under the wing ."
mutation sentence,"The pressure in this area is lower than that under the wing , so the wing is effectively pushed upwards by the relatively higher pressure under the wing ."
mutation sentence,"The pressure in this area is lower than that under the wing , so the wing is pushed upwards primarily by the relatively higher pressure under the wing ."

original sentence,"The rocking chair , the watering can , boxes of cuttings , and tied-up newspapers , all floated away as we slammed the kitchen door shut and retreated to the front room we gazed out at the river that the street had become ."
wrong word,out 35
mutation sentence,"The rocking chair , the watering can , boxes of cuttings , and tied-up newspapers , all floated away as we slammed the kitchen door shut and retreated to the front room we just gazed out at the river that the street had become ."

original sentence,"The chimneys washed away , so we scrambled onto the blue-black back encrusted with barnacles and cockles like stars in a night sky and held on tight as he rode the waves , dipping and blowing , dipping and blowing ."
wrong word,so 6
mutation sentence,"The chimneys washed away , so we just scrambled onto the blue-black back encrusted with barnacles and cockles like stars in a night sky and held on tight as he rode the waves , dipping and blowing , dipping and blowing ."

original sentence,"And when I saw that the reef was but the black basalt crown of a shocking eikon whose monstrous forehead now shown in the dim moonlight and whose vile hooves must paw the hellish ooze miles below , I shrieked and shrieked lest the hidden face rise above the waters , and lest the hidden eyes look at me after the slinking away of that leering and treacherous yellow moon ."
wrong word,but 9
mutation sentence,"And when I saw that the reef was now but the black basalt crown of a shocking eikon whose monstrous forehead now shown in the dim moonlight and whose vile hooves must paw the hellish ooze miles below , I shrieked and shrieked lest the hidden face rise above the waters , and lest the hidden eyes look at me after the slinking away of that leering and treacherous yellow moon ."

original sentence,"By the time you get to be a writer for The Onion , though , the odds are you are going to succeed because we make it pretty challenging ."
wrong word,though 14
mutation sentence,"By the time you get to be a writer for The Onion , even though , the odds are you are going to succeed because we make it pretty challenging ."

original sentence,"The new law is not retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
wrong word,so 8
mutation sentence,"The proposed new law is not retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The current new law is not retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The relatively new law is not retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law also is not retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law now is not retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is also not retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is however not retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is thus not retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is technically not retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is itself not retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is generally not retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not directly retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not necessarily retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not entirely retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not strictly retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not yet retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not exactly retroactive , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive however , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive either , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive though , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive enough , so the taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive , so the new taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive , so the additional taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive , so the current taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive , so the other taxes requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive , so the taxes still requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive , so the taxes already requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive , so the taxes currently requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive , so the taxes previously requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive , so the taxes originally requested in arrears from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive , so the taxes requested in arrears annually from 2006 to 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive , so the taxes requested in arrears from 2006 to early 2009 are under the ICI system ."
mutation sentence,"The new law is not retroactive , so the taxes requested in arrears from 2006 to 2009 still are under the ICI system ."
mutation sentence,"The new law is not retroactive , so the taxes requested in arrears from 2006 to 2009 are under the same ICI system ."

original sentence,"With over 40,000 inhabitants , though , it 's not just a nature reserve ."
wrong word,though 6
mutation sentence,"With over 40,000 inhabitants , though smaller , it 's not just a nature reserve ."
mutation sentence,"With over 40,000 inhabitants , though little , it 's not just a nature reserve ."

original sentence,"You will find the people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
wrong word,so 18
mutation sentence,"You also will find the people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You probably will find the people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You too will find the people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You eventually will find the people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will soon find the people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will quickly find the people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will eventually find the people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the young people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the white people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the old people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the nice people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the rich people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the black people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the older people of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people here of Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of southern Tulsa love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa really love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa still love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa truly love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa here love their city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their little city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their big city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their own city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their new city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their beautiful city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their small city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their old city and they have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they still have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they really have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they already have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they too have that southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they always have that southern charm , so they are willing to help you find your way around ."
