all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,20516,29912,366,392,162,8279


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
original sentence,"Same , when I 'm galloping in an open space like that I can just forget everything ."
wrong word,that 12
mutation sentence,"Same , when I 'm galloping in an space like that I can just forget everything ."

original sentence,I add that in because there have been some people who have tried to claim citizenship by sending for their birth certificate when they were never really born in Canada or to Canadian parents .
wrong word,that 3
mutation sentence,I add that because there have been some people who have tried to claim citizenship by sending for their birth certificate when they were never really born in Canada or to Canadian parents .

original sentence,Apart from that in spite of my repeated attempts I could not get in touch with the manager to even lodge an official complaint .
wrong word,that 3
mutation sentence,Apart from that I could not get in touch with the manager to even lodge an official complaint .

original sentence,I found her through a colleague one day when one of my clients was in the midst of a panic attack and needed professional help that I am not qualified to provide .
wrong word,that 26
mutation sentence,I found her through a colleague one day when one of my clients was in the midst of a panic attack and needed help that I am not qualified to provide .



"pos from 代词 to 符号
"


"pos from 代词 to 动词
"


"pos from 代词 to 其他
"


"pos from 特指名词 to 形容
"
original sentence,Pakistani officials claim there are as many as 42 RAW agents based in Kandahar and another 12 in Jalalabad .
wrong word,RAW 10
mutation sentence,Pakistani officials claim there are as many RAW agents based in Kandahar and another 12 in Jalalabad .
mutation sentence,Pakistani officials claim there are as many RAW agents based in Kandahar and another 12 in Jalalabad .

original sentence,"Never in history , not even in the Nazi period , was there such total disregard of all of the above as we observe now ."
wrong word,Nazi 9
mutation sentence,"in history , not even in the Nazi period , was there such total disregard of all of the above as we observe now ."

original sentence,The Internal Revenue Service of the United States of America will function as our trusted intermediary .
wrong word,Internal 2
mutation sentence,The Internal Revenue Service will function as our trusted intermediary .

original sentence,You 'll need to have intermediate French to have a good time in Paris .
wrong word,French 7
mutation sentence,You 'll need to have French to have a good time in Paris .

original sentence,"Atop Spring Mountain , from the decks of the West porch , "" one can see forever "" a scene of unparalleled beauty and grandeur ."
wrong word,West 10
mutation sentence,", from the decks of the West porch , "" one can see forever "" a scene of unparalleled beauty and grandeur ."



"pos from 特指名词 to 介词
"


"pos from 特指名词 to 副词
"


"pos from 特指名词 to 助词
"


"pos from 特指名词 to 并列连词
"


"pos from 特指名词 to 定冠
"


"pos from 特指名词 to 感叹
"


"pos from 特指名词 to 名词
"


"pos from 特指名词 to 数字
"
original sentence,"However , in April 2001 , the IAEA published Fifteen Years after the Chernobyl Accident - Lessons learned . which contradict the earlier reports ."
wrong word,Fifteen 10
mutation sentence,"However , , the IAEA published Fifteen Years after the Chernobyl Accident - Lessons learned . which contradict the earlier reports ."
mutation sentence,"However , in April 2001 , the IAEA published Fifteen Years ."
mutation sentence,"However , in April 2001 , the IAEA published Fifteen Years after the Chernobyl Accident - Lessons learned . which contradict the reports ."



"pos from 特指名词 to 功能
"


"pos from 特指名词 to 代词
"


"pos from 特指名词 to 特指名词
"


"pos from 特指名词 to 标点
"


"pos from 特指名词 to 从句连词
"


"pos from 特指名词 to 符号
"


"pos from 特指名词 to 动词
"


"pos from 特指名词 to 其他
"


"pos from 标点 to 形容
"


"pos from 标点 to 介词
"


"pos from 标点 to 副词
"


"pos from 标点 to 助词
"


"pos from 标点 to 并列连词
"


"pos from 标点 to 定冠
"


"pos from 标点 to 感叹
"


"pos from 标点 to 名词
"


"pos from 标点 to 数字
"


"pos from 标点 to 功能
"


"pos from 标点 to 代词
"


"pos from 标点 to 特指名词
"


"pos from 标点 to 标点
"


"pos from 标点 to 从句连词
"


"pos from 标点 to 符号
"
original sentence,"If possible , can you also give an indication of the rank - 1 through 5 ?"
wrong word,- 13
mutation sentence,"If possible , can you also give an indication of the rank - 1 ?"
mutation sentence,"If possible , can you also give an indication of the rank - 1 ?"

original sentence,I would beseech you to transfer a sum equaling ten to twenty - five percent ( 10 - 25 % ) of your yearly income to our account to aid in this important venture .
wrong word,- 13
mutation sentence,I would beseech you to transfer a sum equaling ten to twenty - five percent ( 10 % ) of your yearly income to our account to aid in this important venture .

original sentence,"1542 LEONARDO , Giovanni ( a.k.a. Il Puttino / the Boy ) born in Calaria ."
wrong word,/ 9
mutation sentence,"1542 LEONARDO , Giovanni ( Il Puttino / the Boy ) born in Calaria ."



"pos from 标点 to 动词
"


"pos from 标点 to 其他
"


"pos from 从句连词 to 形容
"


"pos from 从句连词 to 介词
"
original sentence,""" It is very dangerous for this country to condone the overthrow of democratically elected governments , "" said David Leavy , spokesman for the National Security Council ."
wrong word,for 6
mutation sentence,""" It is dangerous for this country to condone the overthrow of democratically elected governments , "" said David Leavy , spokesman for the National Security Council ."

original sentence,"As the American public gradually wearies of the Iraq crisis , some have begun worrying that the war could blow back on the US by creating the conditions for anti-American terrorism ."
wrong word,As 1
mutation sentence,"As the American public wearies of the Iraq crisis , some have begun worrying that the war could blow back on the US by creating the conditions for anti-American terrorism ."

original sentence,"+ As the implications of the Andaman Islands situation sink in , Indian intelligence has inevitably come under scrutiny ."
wrong word,As 2
mutation sentence,"+ As the implications of the Andaman Islands situation sink , Indian intelligence has inevitably come under scrutiny ."

original sentence,"As the implications of the Andaman Islands situation sink in , Indian intelligence has inevitably come under scrutiny ."
wrong word,As 1
mutation sentence,"As the implications of the Andaman Islands situation sink , Indian intelligence has inevitably come under scrutiny ."

original sentence,Their removal should also provide increased motivation for Pakistan to help the return of moderate Taliban .
wrong word,for 8
mutation sentence,Their removal should also provide motivation for Pakistan to help the return of moderate Taliban .
mutation sentence,Their removal should also provide increased motivation for Pakistan to help the return .

original sentence,"And the Moldovan airline used to transport the shipment was blasted by the UN in 2003 for smuggling arms to Liberia , human rights group Amnesty has discovered ."
wrong word,for 17
mutation sentence,"And the Moldovan airline used to transport the shipment was blasted by the UN in 2003 for smuggling arms , human rights group Amnesty has discovered ."

original sentence,"There are naive old - fashioned habits such as respecting religious sites and symbols , not using ambulances and hospitals for acts of war , avoiding the mutilation of dead bodies and not using children as human shields or human bombs ."
wrong word,as 9
mutation sentence,"There are naive old - fashioned habits such as respecting sites and symbols , not using ambulances and hospitals for acts of war , avoiding the mutilation of dead bodies and not using children as human shields or human bombs ."

original sentence,"2 . I did not include a "" Setoff "" provision in this draft , mainly because the vast majority of the time , we will not , nor will an affiliate , have another agreement in place with these customers ."
wrong word,because 17
mutation sentence,"2 . I did not include a "" Setoff "" provision in this draft , mainly because the majority of the time , we will not , nor will an affiliate , have another agreement in place with these customers ."

original sentence,"You do have to give NASA credit on some things as they have eliminated the "" fear of reporting failure "" culture that probably led to the lack of reporting defects on the Columbia shuttle ."
wrong word,of 29
mutation sentence,"You do have to give NASA credit on some things as they have eliminated the "" fear of reporting failure "" culture that probably led to the lack of reporting defects ."

original sentence,Never before has such a convenient method been available for consuming nutritional products .
wrong word,for 10
mutation sentence,Never before has such a convenient method been available for consuming products .

original sentence,PLEASE REMEMBER that this program remains successful because of the honesty and integrity of the participants and by their carefully adhering to directions .
wrong word,by 18
mutation sentence,PLEASE REMEMBER that this program remains successful because of the honesty and integrity of the participants and by their adhering to directions .

original sentence,"They explained that elk in Yellowstone used to browse unmolested on young aspen and willow growing near the banks of streams , a behavior that prevented the saplings from reaching mature stages and increased the possibility of soil erosion ."
wrong word,from 29
mutation sentence,"They explained that elk in Yellowstone used to browse unmolested on young aspen and willow growing near the banks of streams , a behavior that prevented the saplings from reaching stages and increased the possibility of soil erosion ."

original sentence,I just want an e-reader that does a little bit more than just read .
wrong word,than 12
mutation sentence,I just want an e-reader that does a little bit more than read .

original sentence,"Bladder or Urinary tract infections are two common ones , but these usually are frequent visits , with small amounts of urine being passed ."
wrong word,with 18
mutation sentence,"Bladder or Urinary tract infections are two common ones , but these usually are frequent visits , with amounts of urine being passed ."

original sentence,"[ 1 ] Over the last twenty years , use of the term has been frequently criticized by academic art historians for over-simplifying artistic developments , ignoring historical context , and focusing only on a few iconic works ."
wrong word,for 22
mutation sentence,"[ 1 ] Over the last twenty years , use of the term has been frequently criticized by academic art historians for over-simplifying developments , ignoring historical context , and focusing only on a few iconic works ."

original sentence,Does your budget limit you to how long you can stay in each place ?
wrong word,to 6
mutation sentence,Does your budget limit you to long you can stay in each place ?

original sentence,"Before Tet , the war was unpopular but tolerable to the majority of Americans in that the loss of American lives was seen as the cost of subduing the VC and NVA ."
wrong word,in 15
mutation sentence,"Before Tet , the war was unpopular but tolerable to the majority in that the loss of American lives was seen as the cost of subduing the VC and NVA ."
mutation sentence,"Before Tet , the war was unpopular but tolerable to the majority of Americans in that the loss was seen as the cost of subduing the VC and NVA ."

original sentence,"Ireland receives a lot of rain , with certain areas getting a soaking as many as 270 days of the year ."
wrong word,with 8
mutation sentence,"Ireland receives a lot of rain , with areas getting a soaking as many as 270 days of the year ."

original sentence,and we do n't know them except for eating there .
wrong word,for 8
mutation sentence,and we do n't know them except for eating .



"pos from 从句连词 to 副词
"
original sentence,Do n't Let This Pass You By Without At Least Taking A Look .
wrong word,Without 8
mutation sentence,Do n't Let This Pass You By Without Least Taking A Look .

original sentence,"That he managed to get on the wagon ( though with that pretzel incident , you wonder how firmly ) is laudable ."
wrong word,though 10
mutation sentence,"That he managed to get on the wagon ( though , you wonder how firmly ) is laudable ."

original sentence,"Though '' decided '' is probably not the right word , since from the day they were born , these girls and boys were not taught to think for themselves but to blindly follow their leaders ."
wrong word,since 12
mutation sentence,"Though '' decided '' is probably not the right word , since , these girls and boys were not taught to think for themselves but to blindly follow their leaders ."

original sentence,"Satan deceiving mankind once again , as so many other thousands of times through the centuries ...."
wrong word,as 7
mutation sentence,"Satan deceiving mankind once again , as many other thousands of times through the centuries ...."

original sentence,"iw ould just stick him in the tank and let your snake have a nice hunt for once , snakes jaws detach for this sort of this thing , so why not give her a good hunt , but if you do want him knock him i d just throw him against the wall or something ,, lol i do nt know , i agree with you though throw him , haha"
wrong word,why 31
mutation sentence,"iw ould just stick him in the tank and let your snake have a nice hunt for once , snakes jaws detach for this sort of this thing , so why give her a good hunt , but if you do want him knock him i d just throw him against the wall or something ,, lol i do nt know , i agree with you though throw him , haha"

original sentence,And also maybe try holding the rat in feeding prongs so your snake can get a good hold and grip on his prey .
wrong word,so 11
mutation sentence,And also maybe try holding the rat so your snake can get a good hold and grip on his prey .

original sentence,"The thing to do is to bring the right clothing with you , clothes so you can layer up if it is cold and take off layers when it warms up ."
wrong word,so 15
mutation sentence,"The thing to do is to bring the right clothing , clothes so you can layer up if it is cold and take off layers when it warms up ."



"pos from 从句连词 to 助词
"


"pos from 从句连词 to 并列连词
"


"pos from 从句连词 to 定冠
"
original sentence,"Glad to hear that they are all healthy and were a good size , and that Mom is doing well ."
wrong word,that 16
mutation sentence,"Glad to hear that they are all healthy and were a good size , and that Mom is doing ."



"pos from 从句连词 to 感叹
"


"pos from 从句连词 to 名词
"


"pos from 从句连词 to 数字
"


"pos from 从句连词 to 功能
"


"pos from 从句连词 to 代词
"
original sentence,"And though he 'd been a faithful servant , he was not such a player that he could get away with that ."
wrong word,that 16
mutation sentence,"And though he 'd been a faithful servant , he was not such a player that he could get with that ."
mutation sentence,"And though he 'd been a faithful servant , he was not such a player that he could get away ."

original sentence,"Third ranking CIA officer , Briggs signed a declaration on February 3rd , 1983 , that on November 8th , 1982 , he had authorized a search of CIA records "" for any material that in any way pertains to Edwin P. Wilson , or the various allegations concerning his activities after February 28th , 1971 , when he retired from the CIA . """
wrong word,that 16
mutation sentence,"Third ranking CIA officer , Briggs signed a declaration on February 3rd , 1983 , that , he had authorized a search of CIA records "" for any material that in any way pertains to Edwin P. Wilson , or the various allegations concerning his activities after February 28th , 1971 , when he retired from the CIA . """

original sentence,"Some may still think that even in the final stages of the 9/11 plot , Zacarias Moussaoui was going to fly a 5th plane into the Capitol or White House ."
wrong word,that 5
mutation sentence,"Some may still think that , Zacarias Moussaoui was going to fly a 5th plane into the Capitol or White House ."

original sentence,"Due to my disability , this will be a monumental task , but I am determined to prove to the Admissions commitee that I can excel with the work at The Texas University Graduate School of Business ."
wrong word,that 23
mutation sentence,"Due to my disability , this will be a monumental task , but I am determined to prove to the Admissions commitee that I can excel with the work ."

original sentence,"To reserve one of these rooms , you must inform the Wyndham staff that you are part of the CAEM group ."
wrong word,that 14
mutation sentence,"To reserve one of these rooms , you must inform the Wyndham staff that you are part ."

original sentence,"I was under the impression that Terry Kowalke had notified you of the implementation , TK was also made aware ."
wrong word,that 6
mutation sentence,"I was under the impression that Terry Kowalke had notified you , TK was also made aware ."

original sentence,"Eurasia Group , a New York - based firm of political analysts , said its oil experts worked out that China was paying such an inflated price for its investment in Brazil that the cost for the oil it ended up with was three times the market price ."
wrong word,that 33
mutation sentence,"Eurasia Group , a New York - based firm of political analysts , said its oil experts worked out that China was paying such an inflated price that the cost for the oil it ended up with was three times the market price ."
mutation sentence,"Eurasia Group , a New York - based firm of political analysts , said its oil experts worked out that China was paying such an inflated price for its investment that the cost for the oil it ended up with was three times the market price ."

original sentence,Compounding this is the well - based suspicion that Syria has perhaps the most advanced chemical weapons capability in the Persian Gulf .
wrong word,that 9
mutation sentence,Compounding this is the well - based suspicion that Syria has the most advanced chemical weapons capability in the Persian Gulf .

original sentence,Eagle Transmission determined that much of the work the dealer said needed to be done was unneccesary and what needed to be fixed was only $ 400 !!
wrong word,that 4
mutation sentence,Eagle Transmission determined that much was unneccesary and what needed to be fixed was only $ 400 !!

original sentence,"TEXAS ROADHOUSE HAS VERY GOOD MEALS , THAT THE MEAT COMES RIGHT OFF THE BONES ."
wrong word,THAT 8
mutation sentence,"TEXAS ROADHOUSE HAS VERY GOOD MEALS , THAT THE MEAT COMES ."



"pos from 从句连词 to 特指名词
"


"pos from 从句连词 to 标点
"


"pos from 从句连词 to 从句连词
"


"pos from 从句连词 to 符号
"


"pos from 从句连词 to 动词
"


"pos from 从句连词 to 其他
"


"pos from 符号 to 形容
"


"pos from 符号 to 介词
"


"pos from 符号 to 副词
"


"pos from 符号 to 助词
"


"pos from 符号 to 并列连词
"


"pos from 符号 to 定冠
"


"pos from 符号 to 感叹
"


"pos from 符号 to 名词
"
original sentence,"Floating Amount = ( Notional Quantity per Calculation Period X Floating Price ) - USD [ 38,000 ? ]"
wrong word,X 10
mutation sentence,"Floating Amount = ( Notional Quantity per Calculation Period X Price ) - USD [ 38,000 ? ]"

original sentence,"I would rate Fran pcs an A + because the price was lower than everyone else , i got my computer back the next day , and the professionalism he showed was great ."
wrong word,A 7
mutation sentence,"I would rate Fran pcs an A because the price was lower than everyone else , i got my computer back the next day , and the professionalism he showed was great ."



"pos from 符号 to 数字
"


"pos from 符号 to 功能
"


"pos from 符号 to 代词
"


"pos from 符号 to 特指名词
"


"pos from 符号 to 标点
"


"pos from 符号 to 从句连词
"


"pos from 符号 to 符号
"


"pos from 符号 to 动词
"


"pos from 符号 to 其他
"


"pos from 动词 to 形容
"
original sentence,"Through TV and newspapers , I hear constantly about identity fraud using stolen social security information ."
wrong word,stolen 13
mutation sentence,"Through TV and newspapers , I hear constantly about identity fraud using stolen security information ."

original sentence,"However , what they hoped to do during the Tet Offensive was to sneak past the Americans and attack the ARVN in the urban areas where they were deployed doing successful Clear and Defend operations ."
wrong word,Clear 32
mutation sentence,"However , what they hoped to do during the Tet Offensive was to sneak past the Americans and attack the ARVN in the areas where they were deployed doing successful Clear and Defend operations ."
mutation sentence,"However , what they hoped to do during the Tet Offensive was to sneak past the Americans and attack the ARVN in the urban areas where they were deployed doing Clear and Defend operations ."

original sentence,"They do n't just dump your ingredients on and cook either , but carefully separate meat to the hotter parts of the grill and still manage to keep the veggies from turning to mush ."
wrong word,separate 15
mutation sentence,"They do n't just dump your ingredients on and cook either , but separate meat to the hotter parts of the grill and still manage to keep the veggies from turning to mush ."



"pos from 动词 to 介词
"
original sentence,"Okay , I 'm new to this forum and really do n't like Bush , so my view point is slanted and I admit that ."
wrong word,like 13
mutation sentence,"Okay , I 'm new to this forum and really do like Bush , so my view point is slanted and I admit that ."

original sentence,There must be a reason so many people like it there .
wrong word,like 9
mutation sentence,There must be a reason many people like it there .



"pos from 动词 to 副词
"


"pos from 动词 to 助词
"
original sentence,"The police commander of Ninevah Province announced that bombings had declined 80 percent in Mosul , whereas there had been a big jump in the number of kidnappings ."
wrong word,been 20
mutation sentence,"The police commander of Ninevah Province announced that bombings had declined 80 percent in Mosul , whereas there had been a big jump ."

original sentence,"If he or she did not , then they should have all the same rights as other Iraqis ."
wrong word,did 5
mutation sentence,"If he or she did not , they should have all the same rights as other Iraqis ."

original sentence,The main reason is Google is more accessible to the global community and you can rest assured that it 's not going to go away .
wrong word,is 4
mutation sentence,The reason is Google is more accessible to the global community and you can rest assured that it 's not going to go away .

original sentence,There wo n't be a difference since mobile broadband is supposed to be digital .
wrong word,be 4
mutation sentence,There wo n't be a difference since broadband is supposed to be digital .

original sentence,I know they did lab work showing that Strongid C used daily could help prevent EPM .
wrong word,did 4
mutation sentence,I know they did work showing that Strongid C used daily could help prevent EPM .

original sentence,"Was fast and easy , Just had our car returned this morning , I would recommend these Mobile Mechanics for sure ."
wrong word,had 7
mutation sentence,"Was fast and easy , had our car returned this morning , I would recommend these Mobile Mechanics for sure ."

original sentence,"Essentially , I told him I did n't trust him cause he was a car salesman , but he got so incredibly offended at that statement that he had to go cry to another salesman and compose himself before coming back ."
wrong word,got 20
mutation sentence,"Essentially , I told him I did n't trust him cause he was a car salesman , but he got incredibly offended at that statement that he had to go cry to another salesman and compose himself before coming back ."

original sentence,"The truth is , in my and my dining partners ' experience , this is a fine little restaurant with some unique food ."
wrong word,is 3
mutation sentence,"The truth is , , this is a fine little restaurant with some unique food ."

original sentence,The employees at this Sear's are completely apathetic and there did n't seem to be any sort of management that I could see .
wrong word,be 15
mutation sentence,The employees at this Sear's are completely apathetic and there did n't seem to be any sort that I could see .



"pos from 动词 to 并列连词
"


"pos from 动词 to 定冠
"


"pos from 动词 to 感叹
"


"pos from 动词 to 名词
"
original sentence,"As the American public gradually wearies of the Iraq crisis , some have begun worrying that the war could blow back on the US by creating the conditions for anti-American terrorism ."
wrong word,wearies 6
mutation sentence,"As the American public wearies of the Iraq crisis , some have begun worrying that the war could blow back on the US by creating the conditions for anti-American terrorism ."

original sentence,Talk about a beat - your - head - against - the - wall moment !
wrong word,beat 4
mutation sentence,Talk about a beat - your - head - moment !

original sentence,"International law does not know how to deal with a leader of murderers who is royally and comfortably hosted by a country , which pretends to condemn his acts or just claims to be too weak to arrest him ."
wrong word,claims 32
mutation sentence,"International law does not know how to deal with a leader of murderers who is royally and comfortably hosted by a country , which pretends to condemn his acts or claims to be too weak to arrest him ."

original sentence,"First , the nature of such an investigation is that we lack sufficient information to second - guess ( or even know ) what the FBI is doing ."
wrong word,guess 18
mutation sentence,"First , the nature of such an investigation is that we lack information to second - guess ( or even know ) what the FBI is doing ."

original sentence,I finally got it to blackline correctly .
wrong word,blackline 6
mutation sentence,I finally got it to blackline .

original sentence,We need to change the lock and place posted signs at the gate .
wrong word,place 8
mutation sentence,We need to change the lock and place signs at the gate .

original sentence,Mailing them to the house iis fine .
wrong word,iis 6
mutation sentence,Mailing them iis fine .

original sentence,Will we choose to live in harmony with this planet or crash and burn in a conflagration of arrogance and disregard ?
wrong word,crash 12
mutation sentence,Will we choose to live in harmony or crash and burn in a conflagration of arrogance and disregard ?

original sentence,She had to hack her way through the ceiling of her beauty shop as flood waters rose in the city of half a million people - much of which lies below sea level .
wrong word,lies 30
mutation sentence,She had to hack her way through the ceiling of her beauty shop as flood waters rose in the city of half a million people - much lies below sea level .

original sentence,An analysis of 65 bird species in the United Kingdom shows about one - third are laying their eggs four to seven days earlier than they did 25 years ago .
wrong word,shows 11
mutation sentence,An analysis of 65 bird species shows about one - third are laying their eggs four to seven days earlier than they did 25 years ago .

original sentence,""" Ay , "" said Sancho ; "" it must be that some of your worship 's shrewdness sticks to me ; land that , of itself , is barren and dry , will come to yield good fruit if you dung it and till it >>"
wrong word,sticks 19
mutation sentence,""" Ay , "" said Sancho ; "" it must be that some sticks to me ; land that , of itself , is barren and dry , will come to yield good fruit if you dung it and till it >>"

original sentence,"However , if you 're allowed another option and you want a small - town feel , then head to Edinburgh , Scotland ."
wrong word,head 19
mutation sentence,"However , if you 're allowed another option and you want a small - town feel , head to Edinburgh , Scotland ."

original sentence,I honestly have no idea what to expect or prepare for and calling in to get professional advice from either of the embassies costs by the minute - which I really do n't have the money for .
wrong word,costs 24
mutation sentence,I honestly have no idea what to expect or prepare for and calling in to get professional advice costs by the minute - which I really do n't have the money for .
mutation sentence,I honestly have no idea what to expect or prepare for and calling in to get professional advice from either costs by the minute - which I really do n't have the money for .

original sentence,"If you keep the cage clean they do n't smell and you can buy spray on cleaser for them , just massage it into their coat and groom them ."
wrong word,spray 15
mutation sentence,"If you keep the cage clean they do n't smell and you can buy spray on cleaser , just massage it into their coat and groom them ."

original sentence,Freeze dried food is not a good staple food source ; you need to offer live feeder insects .
wrong word,Freeze 1
mutation sentence,Freeze food is not a good staple food source ; you need to offer live feeder insects .

original sentence,"the guy came on time and did n't take any breaks , he went straight to work and finished the job efficiently and promptly !"
wrong word,work 17
mutation sentence,"the guy came on time and did n't take any breaks , he went to work and finished the job efficiently and promptly !"

original sentence,"I highly recommend Debi , she does an amazing job , I "" love "" the way she cuts my hair , extremely thorough and cross checks her work to make sure my hair is perfect ."
wrong word,cross 26
mutation sentence,"I highly recommend Debi , she does an amazing job , I "" love "" the way she cuts my hair , thorough and cross checks her work to make sure my hair is perfect ."

original sentence,*** update *** NEVER MIND !
wrong word,MIND 5
mutation sentence,*** update *** MIND !

original sentence,"Do n't waste time , just drive 10 minutes more down to Stevens Creek , they actually do try to help their customers there !"
wrong word,waste 3
mutation sentence,"Do waste time , just drive 10 minutes more down to Stevens Creek , they actually do try to help their customers there !"

original sentence,"There 's holes everywhere in the ceiling , sewage constantly leaks through the ceiling , and the whole condition of the school is horrible ."
wrong word,leaks 11
mutation sentence,"There 's holes everywhere in the ceiling , sewage leaks through the ceiling , and the whole condition of the school is horrible ."

original sentence,"I needed a part for my appliance , the cost was very high so I said never mind , paid the fee and called a local business for a second quote ."
wrong word,mind 18
mutation sentence,"I needed a part for my appliance , the cost was very high so I said mind , paid the fee and called a local business for a second quote ."



"pos from 动词 to 数字
"


"pos from 动词 to 功能
"
original sentence,My answer is that we do n't to text speak here ... we type in English .
wrong word,to 8
mutation sentence,My answer is that we do to text speak here ... we type in English .



"pos from 动词 to 代词
"


"pos from 动词 to 特指名词
"


"pos from 动词 to 标点
"


"pos from 动词 to 从句连词
"


"pos from 动词 to 符号
"


"pos from 动词 to 动词
"


"pos from 动词 to 其他
"


"pos from 其他 to 形容
"
original sentence,""" What we know is that he 's always said it was a religious obligation to have the same weapons as their enemies , "" former CIA OBL unit counter terrorism chief Michael Scheuer has said ."
wrong word,counter 30
mutation sentence,""" What we know is that he 's always said it was a religious obligation to have the same weapons , "" former CIA OBL unit counter terrorism chief Michael Scheuer has said ."

original sentence,"According to senior counter terrorism officials , both here and abroad , among the supporters of these militant islamists were people who blended into society and were available to act when another part of the network requested it ."
wrong word,counter 4
mutation sentence,"According to counter terrorism officials , both here and abroad , among the supporters of these militant islamists were people who blended into society and were available to act when another part of the network requested it ."



"pos from 其他 to 介词
"


"pos from 其他 to 副词
"


"pos from 其他 to 助词
"


"pos from 其他 to 并列连词
"


"pos from 其他 to 定冠
"


"pos from 其他 to 感叹
"


"pos from 其他 to 名词
"


"pos from 其他 to 数字
"
original sentence,"[ 1 ] Over the last twenty years , use of the term has been frequently criticized by academic art historians for over-simplifying artistic developments , ignoring historical context , and focusing only on a few iconic works ."
wrong word,1 2
mutation sentence,"[ 1 ] , use of the term has been frequently criticized by academic art historians for over-simplifying artistic developments , ignoring historical context , and focusing only on a few iconic works ."



"pos from 其他 to 功能
"


"pos from 其他 to 代词
"


"pos from 其他 to 特指名词
"
original sentence,"According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control ."
wrong word,de 27
mutation sentence,"According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power and was running every aspect of civil administration in the areas within its control ."



"pos from 其他 to 标点
"


"pos from 其他 to 从句连词
"


"pos from 其他 to 符号
"


"pos from 其他 to 动词
"


"pos from 其他 to 其他
"
