all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,570546,795696,6663,5883,2674,224904


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
wrong word,home
mutation sentence,"With the Taliban failure to disrupt the Afghan elections , the militants are even more isolated from the mainstream Taliban who want to return their home ."

original sentence,See you all there - this is ling overdue
wrong word,ling
mutation sentence,See you all there - this is a ling overdue
mutation sentence,See you all there - this is my ling overdue
mutation sentence,See you all there - this is your ling overdue
mutation sentence,See you all there - this is two ling overdue
mutation sentence,See you all there - this is ten ling overdue
mutation sentence,See you all there - this is a ling overdue
mutation sentence,See you all there - this is my ling overdue
mutation sentence,See you all there - this is your ling overdue
mutation sentence,See you all there - this is two ling overdue
mutation sentence,See you all there - this is ten ling overdue

original sentence,"If you are not the intended recipient or an authorized representative of the intended recipient , you are hereby notified that any review , dissemination or copying of this email and its attachments , if any , or the information contained herein is prohibited ."
wrong word,herein
mutation sentence,"If you are not the intended recipient or an authorized representative of the intended recipient , you are hereby notified that any review , dissemination or copying of this email and its attachments , if any , or the information contained in herein is prohibited ."
mutation sentence,"If you are not the intended recipient or an authorized representative of the intended recipient , you are hereby notified that any review , dissemination or copying of this email and its attachments , if any , or the information contained within herein is prohibited ."
mutation sentence,"If you are not the intended recipient or an authorized representative of the intended recipient , you are hereby notified that any review , dissemination or copying of this email and its attachments , if any , or the information contained throughout herein is prohibited ."
mutation sentence,"If you are not the intended recipient or an authorized representative of the intended recipient , you are hereby notified that any review , dissemination or copying of this email and its attachments , if any , or the information contained on herein is prohibited ."

original sentence,< John can come over to eat at my house anytime .
wrong word,anytime
mutation sentence,< John can come over to eat at my house at anytime .

original sentence,0 - Number of coffins of dead soldiers returning home that the Bush administration has permitted to be photographed .
wrong word,home
mutation sentence,0 - Number of coffins of dead soldiers returning from home that the Bush administration has permitted to be photographed .
mutation sentence,0 - Number of coffins of dead soldiers returning home that not the Bush administration has permitted to be photographed .
mutation sentence,0 - Number of coffins of dead soldiers returning home that date the Bush administration has permitted to be photographed .
mutation sentence,0 - Number of coffins of dead soldiers returning home that the former Bush administration has permitted to be photographed .
mutation sentence,0 - Number of coffins of dead soldiers returning home that the Bush Administration administration has permitted to be photographed .
mutation sentence,0 - Number of coffins of dead soldiers returning home that the Bush administration has permitted free to be photographed .
mutation sentence,0 - Number of coffins of dead soldiers returning home that the Bush administration has permitted to also be photographed .
mutation sentence,0 - Number of coffins of dead soldiers returning home that the Bush administration has permitted to be photographed with .
mutation sentence,0 - Number of coffins of dead soldiers returning home that the Bush administration has permitted to be photographed in .

original sentence,It is def worth more than the price .
wrong word,def
mutation sentence,It is the def worth more than the price .
mutation sentence,It is a def worth more than the price .

original sentence,"Take the red line to Clark , then you turn right ."
wrong word,right
mutation sentence,"Take the red line to Clark , then you turn a right ."

original sentence,My cat is a outside cat but she loves it inside .
wrong word,inside
mutation sentence,My cat is a outside cat but she loves it the inside .

original sentence,I do n't particularly want to stay with them atm either .
wrong word,atm
mutation sentence,I do n't particularly want her to stay with them atm either .
mutation sentence,I do n't particularly want them to stay with them atm either .
mutation sentence,I do n't particularly want to stay here with them atm either .
mutation sentence,I do n't particularly want to stay with any them atm either .
mutation sentence,I do n't particularly want to stay with either them atm either .
mutation sentence,I do n't particularly want to stay with them at atm either .
mutation sentence,I do n't particularly want to stay with them a atm either .
mutation sentence,I do n't particularly want to stay with them that atm either .
mutation sentence,I do n't particularly want to stay with them all atm either .
mutation sentence,I do n't particularly want to stay with them an atm either .
mutation sentence,I do n't particularly want to stay with them in atm either .
mutation sentence,I do n't particularly want to stay with them atm home either .

original sentence,XBOX Joys are soo comfyy .....
wrong word,soo
mutation sentence,XBOX Joys are a soo comfyy .....

original sentence,then I think I just kind of stopped smiling and just kind of sat there looking at the dates .
wrong word,kind
mutation sentence,then I think I have just kind of stopped smiling and just kind of sat there looking at the dates .

original sentence,When I first get on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena .
wrong word,on
mutation sentence,When I first get the on I take 1 leg and pull it back up to touch my butt with my heel and hold it there for 1 lap at a walk around a large dressage arena .

original sentence,and when I say go home it means to go in the cage .
wrong word,home
mutation sentence,and when I say go on home it means to go in the cage .
mutation sentence,and when I say go at home it means to go in the cage .
mutation sentence,and when I say go from home it means to go in the cage .

original sentence,This is about the fourth time they 've done my horse 's feet because I just switched back to them .
wrong word,back
mutation sentence,This is about the fourth time they 've done my horse 's feet because I just switched his back to them .
mutation sentence,This is about the fourth time they 've done my horse 's feet because I just switched my back to them .

original sentence,"Esp. the mole , tortilla soup , and guacamole ."
wrong word,Esp.
mutation sentence,"Esp. is the mole , tortilla soup , and guacamole ."

original sentence,Never checked back with us once we got our food .
wrong word,back
mutation sentence,Never checked his back with us once we got our food .

original sentence,The service department even gave me a ride home and picked me up when my car was finished .
wrong word,home
mutation sentence,The service department even gave me a ride from home and picked me up when my car was finished .

original sentence,The limited menu had few appetizing options and the NYE special packages were way overpriced .
wrong word,way
mutation sentence,The limited menu had few appetizing options and the NYE special packages were some way overpriced .
mutation sentence,The limited menu had few appetizing options and the NYE special packages were one way overpriced .
mutation sentence,The limited menu had few appetizing options and the NYE special packages were a way overpriced .

original sentence,Texas Roadhouse is WAY better !!
wrong word,WAY
mutation sentence,Texas Roadhouse is a WAY better !!

original sentence,This company is way too expensive with nothing to show for it .
wrong word,way
mutation sentence,This company is getting way too expensive with nothing to show for it .
mutation sentence,This company is all way too expensive with nothing to show for it .

original sentence,IT S NOT A BIG DEAL BUT I HAD TO TAKE MY SALAD HOME BECAUSE THEY FORGOT TO BRING IT .
wrong word,HOME
mutation sentence,IT S NOT A BIG DEAL BUT I HAD TO TAKE MY SALAD IN HOME BECAUSE THEY FORGOT TO BRING IT .

original sentence,Can not wait to go gain .
wrong word,gain
mutation sentence,Can not wait to go the gain .
mutation sentence,Can not wait to go on gain .
mutation sentence,Can not wait to go full gain .
mutation sentence,Can not wait to go with gain .

original sentence,I am just south of Walnut .
wrong word,south
mutation sentence,I am just the south of Walnut .

original sentence,"YES , I am west of broad ."
wrong word,west
mutation sentence,"YES , I am the west of broad ."

original sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and one south of walnut ."
wrong word,south
mutation sentence,"Broad , I say , is 14th street and that I am 3 blocks west of broad and one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am now 3 blocks west of broad and one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and the one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and just one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and not one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and about one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and every one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and then one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and one south of big walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks west of broad and one south of that walnut ."
wrong word,west
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks one west of broad and one south of walnut ."
mutation sentence,"Broad , I say , is 14th street and I am 3 blocks 1 west of broad and one south of walnut ."

original sentence,"If they think you 've taken a soda from your room home with you , they will charge you $ 1.50 per can ."
wrong word,home
mutation sentence,"If they think you 've taken a soda from your room at home with you , they will charge you $ 1.50 per can ."

original sentence,"# 2 ) If you take the shampoo products home , they will charge you $ 8 per item ."
wrong word,home
mutation sentence,"# 2 ) If you take the shampoo products at home , they will charge you $ 8 per item ."
mutation sentence,"# 2 ) If you take the shampoo products from home , they will charge you $ 8 per item ."
mutation sentence,"# 2 ) If you take the shampoo products in home , they will charge you $ 8 per item ."



"pos from 副词 to 数字
"


"pos from 副词 to 功能
"
original sentence,To some degree you can / should help teach them not to use their teeth and claws inappropriately .
wrong word,not
mutation sentence,To some degree you can / should help teach ( them not to use their teeth and claws inappropriately .
mutation sentence,To some degree you can / should help teach [ them not to use their teeth and claws inappropriately .
mutation sentence,To some degree you can / should help teach the them not to use their teeth and claws inappropriately .
mutation sentence,To some degree you can / should help teach them how not to use their teeth and claws inappropriately .
mutation sentence,To some degree you can / should help teach them both not to use their teeth and claws inappropriately .
mutation sentence,To some degree you can / should help teach them not just to use their teeth and claws inappropriately .
mutation sentence,To some degree you can / should help teach them not even to use their teeth and claws inappropriately .

original sentence,Seince he recieved the fluids last night he said not to worry about drinking water for at least a couple of days .
wrong word,not
mutation sentence,Seince he recieved the fluids last night he said that not to worry about drinking water for at least a couple of days .
mutation sentence,Seince he recieved the fluids last night he said better not to worry about drinking water for at least a couple of days .
mutation sentence,Seince he recieved the fluids last night he said as not to worry about drinking water for at least a couple of days .
mutation sentence,Seince he recieved the fluids last night he said not to really worry about drinking water for at least a couple of days .
mutation sentence,Seince he recieved the fluids last night he said not to ever worry about drinking water for at least a couple of days .
mutation sentence,Seince he recieved the fluids last night he said not to actually worry about drinking water for at least a couple of days .

original sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a shame not to have these cakes any longer ."
wrong word,not
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a real shame not to have these cakes any longer ."
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a damn shame not to have these cakes any longer ."
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a crying shame not to have these cakes any longer ."
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a mighty shame not to have these cakes any longer ."
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a shame just not to have these cakes any longer ."
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a shame her not to have these cakes any longer ."
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a shame really not to have these cakes any longer ."
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a shame indeed not to have these cakes any longer ."
mutation sentence,"I 'm hoping the bakers continue to do their baking out of another place , because it would be a shame someday not to have these cakes any longer ."

original sentence,"I found the hotel to be amazingly clean , not to mention very well adorned with many pleasant surprises ."
wrong word,not
mutation sentence,"I found the little hotel to be amazingly clean , not to mention very well adorned with many pleasant surprises ."
mutation sentence,"I found the hotel itself to be amazingly clean , not to mention very well adorned with many pleasant surprises ."
mutation sentence,"I found the hotel to be both amazingly clean , not to mention very well adorned with many pleasant surprises ."
mutation sentence,"I found the hotel to be amazingly air clean , not to mention very well adorned with many pleasant surprises ."
mutation sentence,"I found the hotel to be amazingly clean indeed , not to mention very well adorned with many pleasant surprises ."
mutation sentence,"I found the hotel to be amazingly clean too , not to mention very well adorned with many pleasant surprises ."
mutation sentence,"I found the hotel to be amazingly clean overall , not to mention very well adorned with many pleasant surprises ."
mutation sentence,"I found the hotel to be amazingly clean , not to mention very well adorned with its many pleasant surprises ."
mutation sentence,"I found the hotel to be amazingly clean , not to mention very well adorned with the many pleasant surprises ."
mutation sentence,"I found the hotel to be amazingly clean , not to mention very well adorned with many pleasant surprises throughout ."
mutation sentence,"I found the hotel to be amazingly clean , not to mention very well adorned with many pleasant surprises within ."
mutation sentence,"I found the hotel to be amazingly clean , not to mention very well adorned with many pleasant surprises attached ."



"pos from 副词 to 代词
"
original sentence,I 'm mostly joking when I talk about suicide and really I 'm not that stupid I just get in stupid situations D:
wrong word,that
mutation sentence,I 'm mostly joking when I talk about suicide and really I 'm not that damn stupid I just get in stupid situations D:
mutation sentence,I 'm mostly joking when I talk about suicide and really I 'm not that super stupid I just get in stupid situations D:
mutation sentence,I 'm mostly joking when I talk about suicide and really I 'm not that really stupid I just get in stupid situations D:

original sentence,"Sounds like your 2 at least tolerate each other , so there is hope there ."
wrong word,there
mutation sentence,"Sounds like your 2 at least tolerate each other , so there is hope there is ."

original sentence,"We have never had mexican food this bad , it was just simply gross ."
wrong word,this
mutation sentence,"We have never had mexican snack food this bad , it was just simply gross ."
mutation sentence,"We have never had mexican breakfast food this bad , it was just simply gross ."
mutation sentence,"We have never had mexican lunch food this bad , it was just simply gross ."
mutation sentence,"We have never had mexican comfort food this bad , it was just simply gross ."
mutation sentence,"We have never had mexican food this really bad , it was just simply gross ."
mutation sentence,"We have never had mexican food this much bad , it was just simply gross ."
mutation sentence,"We have never had mexican food this truly bad , it was just simply gross ."
mutation sentence,"We have never had mexican food this bad before , it was just simply gross ."

original sentence,"The person went to go check with the manager , who was sitting at a table chatting with her friends who were eating there ."
wrong word,there
mutation sentence,"The person went to go check with the manager , who was sitting at a table chatting with her friends who were eating there eating ."

original sentence,Actually working out there was good - the machines are nice and the classes are fun .
wrong word,there
mutation sentence,Actually working out there really was good - the machines are nice and the classes are fun .
mutation sentence,Actually working out there actually was good - the machines are nice and the classes are fun .
mutation sentence,Actually working out there was pretty good - the machines are nice and the classes are fun .
mutation sentence,Actually working out there was really good - the machines are nice and the classes are fun .
mutation sentence,Actually working out there was very good - the machines are nice and the classes are fun .
mutation sentence,Actually working out there was quite good - the machines are nice and the classes are fun .
mutation sentence,Actually working out there was good too - the machines are nice and the classes are fun .
mutation sentence,Actually working out there was good - all the machines are nice and the classes are fun .
mutation sentence,Actually working out there was good - because the machines are nice and the classes are fun .
mutation sentence,Actually working out there was good - both the machines are nice and the classes are fun .



"pos from 副词 to 特指名词
"
original sentence,"With a Pizza Hut , IHOP , 3 Starbucks , Chili s , Panera , and Chipotle on campus ALONE , VCU has some of the best eating options for students ."
wrong word,ALONE
mutation sentence,"With a Pizza Hut , IHOP , 3 Starbucks , Chili s , Panera , and Chipotle on campus during ALONE , VCU has some of the best eating options for students ."



"pos from 副词 to 标点
"


"pos from 副词 to 从句连词
"
original sentence,"As far as George Bush knew , he and his unit could have been transferred to Vietnam ."
wrong word,As
mutation sentence,"As was far as George Bush knew , he and his unit could have been transferred to Vietnam ."

original sentence,As recently as last week the official line stated they had no knowledge he had entered the country .
wrong word,As
mutation sentence,As as recently as last week the official line stated they had no knowledge he had entered the country .
mutation sentence,As very recently as last week the official line stated they had no knowledge he had entered the country .
mutation sentence,As yet recently as last week the official line stated they had no knowledge he had entered the country .
mutation sentence,As until recently as last week the official line stated they had no knowledge he had entered the country .

original sentence,My overall impression was that he did n't seem as interested in the campaign as the other people who were working at the state headquarters .
wrong word,as
mutation sentence,My overall impression was that he did n't seem as interested financially in the campaign as the other people who were working at the state headquarters .
mutation sentence,My overall impression was that he did n't seem as interested directly in the campaign as the other people who were working at the state headquarters .
mutation sentence,My overall impression was that he did n't seem as interested himself in the campaign as the other people who were working at the state headquarters .
mutation sentence,My overall impression was that he did n't seem as interested emotionally in the campaign as the other people who were working at the state headquarters .

original sentence,"After the alert condition had long since returned to yellow , Zawahiri in late February issued another audiotape ."
wrong word,since
mutation sentence,"After the alert condition had however long since returned to yellow , Zawahiri in late February issued another audiotape ."
mutation sentence,"After the alert condition had long since fully returned to yellow , Zawahiri in late February issued another audiotape ."

original sentence,A similar entity ( 1179 ) was assigned to Commodity and Trade ( Todd Richards and Mary Fischer ) so this one should be assigned to them as well .
wrong word,so
mutation sentence,A similar entity ( 1179 ) was assigned to Commodity and Trade ( Todd Richards and Mary Fischer ) so that this one should be assigned to them as well .

original sentence,"Actually , I think we are in pretty good shape so I will probably be doing lunch but just do n't be too mad if I have to cancel ."
wrong word,so
mutation sentence,"Actually , I think we are in pretty good shape so that I will probably be doing lunch but just do n't be too mad if I have to cancel ."
mutation sentence,"Actually , I think we are in pretty good shape so that I will probably be doing lunch but just do n't be too mad if I have to cancel ."

original sentence,"Plus , I work with Janet a lot so she may get some comfort from that , instead of having a lawyer she has n't dealt with initial it ."
wrong word,so
mutation sentence,"Plus , I work with Janet a lot so that she may get some comfort from that , instead of having a lawyer she has n't dealt with initial it ."

original sentence,"As far as the call with Uncle Ben goes , if he was thrilled to hear from me I could n't tell by his voice ."
wrong word,As
mutation sentence,"As very far as the call with Uncle Ben goes , if he was thrilled to hear from me I could n't tell by his voice ."

original sentence,"In any case , we have had some more time to do some exploring ( and shopping ) , so we have some good ideas about what to do if you come ."
wrong word,so
mutation sentence,"In any case , we have had some more time to do some exploring ( and shopping ) , so that we have some good ideas about what to do if you come ."

original sentence,"An update will be e-mailed , as soon as one is available ."
wrong word,as
mutation sentence,"An update will be e-mailed , as a soon as one is available ."
mutation sentence,"An update will be e-mailed , as / soon as one is available ."

original sentence,Please deliver a copy to me as well .
wrong word,as
mutation sentence,Please deliver a copy to me as if well .

original sentence,I 'll get back to you as soon as I have more info ( hopefully later today )
wrong word,as
mutation sentence,I 'll get back to you as I soon as I have more info ( hopefully later today )
mutation sentence,I 'll get back to you as we soon as I have more info ( hopefully later today )
mutation sentence,I 'll get back to you as I soon as I have more info ( hopefully later today )
mutation sentence,I 'll get back to you as we soon as I have more info ( hopefully later today )

original sentence,"As important , the new PUCT Commissioners need some help right now in messaging the market ."
wrong word,As
mutation sentence,"As most important , the new PUCT Commissioners need some help right now in messaging the market ."
mutation sentence,"As very important , the new PUCT Commissioners need some help right now in messaging the market ."
mutation sentence,"As is important , the new PUCT Commissioners need some help right now in messaging the market ."
mutation sentence,"As equally important , the new PUCT Commissioners need some help right now in messaging the market ."
mutation sentence,"As also important , the new PUCT Commissioners need some help right now in messaging the market ."
mutation sentence,"As extremely important , the new PUCT Commissioners need some help right now in messaging the market ."
mutation sentence,"As really important , the new PUCT Commissioners need some help right now in messaging the market ."

original sentence,The ruling will also be posted on the web site as quickly as possible .
wrong word,as
mutation sentence,The ruling will also be posted on the web site as very quickly as possible .

original sentence,Do you have the heart to face monumental failures while bravely struggling beyond where we are now ?
wrong word,where
mutation sentence,Do you have the heart to face monumental failures while bravely struggling beyond exactly where we are now ?
mutation sentence,Do you have the heart to face monumental failures while bravely struggling beyond where we really are now ?
mutation sentence,Do you have the heart to face monumental failures while bravely struggling beyond where we truly are now ?
mutation sentence,Do you have the heart to face monumental failures while bravely struggling beyond where we currently are now ?
mutation sentence,Do you have the heart to face monumental failures while bravely struggling beyond where we actually are now ?
mutation sentence,Do you have the heart to face monumental failures while bravely struggling beyond where we are even now ?

original sentence,China has its own reserves of oil and natural gas and once was a net oil exporter .
wrong word,once
mutation sentence,China has its own reserves of oil and natural gas and once it was a net oil exporter .

original sentence,"Whereas , trying to translate and grapple with wordy meanings is an intellectual mechanism - an analytical process ."
wrong word,Whereas
mutation sentence,"Whereas sometimes , trying to translate and grapple with wordy meanings is an intellectual mechanism - an analytical process ."

original sentence,"We have the technology ; if you are going to spend billions of dollars touting "" FREEDOM "" why not spend those billions making all of us free ?"
wrong word,why
mutation sentence,"We have the technology ; if you are going to spend billions of dollars touting "" FREEDOM "" why we not spend those billions making all of us free ?"

original sentence,This is where you can get AND change express train tickets .
wrong word,where
mutation sentence,This is where sometimes you can get AND change express train tickets .
mutation sentence,This is where you too can get AND change express train tickets .
mutation sentence,This is where you can also get AND change express train tickets .
mutation sentence,This is where you can both get AND change express train tickets .
mutation sentence,This is where you can easily get AND change express train tickets .
mutation sentence,This is where you can always get AND change express train tickets .
mutation sentence,This is where you can now get AND change express train tickets .
mutation sentence,This is where you can still get AND change express train tickets .
mutation sentence,This is where you can either get AND change express train tickets .

original sentence,I have never been to any of these places so any suggestions and or advice would be most welcome .
wrong word,so
mutation sentence,I have never been to any of these places so that any suggestions and or advice would be most welcome .

original sentence,It s between sea and mountains so you can camp on beach or between mountains !
wrong word,so
mutation sentence,It s between sea and mountains so that you can camp on beach or between mountains !

original sentence,Do n't know the economics of Fujairah but Dubai is basically bankrupt so you would n't want to end up like them !
wrong word,so
mutation sentence,Do n't know the economics of Fujairah but Dubai is basically bankrupt so you would n't want to end up like on them !

original sentence,In your experience how long do cats do cats typically live ?
wrong word,how
mutation sentence,In your experience how very long do cats do cats typically live ?

original sentence,I would like maybe 5 stalls per barn so make sure the stalls are not that big so it can fit .
wrong word,that
mutation sentence,I would like maybe 5 stalls per barn so make sure the stalls are not that really big so it can fit .

original sentence,"There are a lot of genetics at play between a Sussex and Silkie , so the offspring would vary in appearance ."
wrong word,so
mutation sentence,"There are a lot of genetics at play between a Sussex and Silkie , so that the offspring would vary in appearance ."

original sentence,You do n't say what color Silkie or Sussex you are dealing with so I ca n't say what color your chicks would be likely to be .
wrong word,so
mutation sentence,You do n't say what color Silkie or Sussex you are dealing with so that I ca n't say what color your chicks would be likely to be .

original sentence,"So , can rabbits and chickens live together as long as they have separate places for their food and water ?"
wrong word,as
mutation sentence,"So , can rabbits and chickens live together as so long as they have separate places for their food and water ?"

original sentence,Rabbits do burrow also so do n't be surprised if chicken are falling into holes .
wrong word,so
mutation sentence,Rabbits do burrow also so it do n't be surprised if chicken are falling into holes .

original sentence,"Ok so if youre snake will take pre-killed , you can "" gas it "" ."
wrong word,so
mutation sentence,"Ok so that if youre snake will take pre-killed , you can "" gas it "" ."

original sentence,As long as that was done you can send for it at any time .
wrong word,As
mutation sentence,As as long as that was done you can send for it at any time .
mutation sentence,As so long as that was done you can send for it at any time .

original sentence,Does your budget limit you to how long you can stay in each place ?
wrong word,how
mutation sentence,Does your budget limit you to how very long you can stay in each place ?
mutation sentence,Does your budget limit you to how damn long you can stay in each place ?

original sentence,"he will be freaked out , so going back to his territory will make him much happier ."
wrong word,so
mutation sentence,"he will be freaked out , so you going back to his territory will make him much happier ."

original sentence,"I did n't think I 'd be awarded one , but I received the Dux Litterarum award at high school , so my chances were probably better than I thought they were ."
wrong word,so
mutation sentence,"I did n't think I 'd be awarded one , but I received the Dux Litterarum award at high school , so that my chances were probably better than I thought they were ."

original sentence,I 've also got a bachelor s degree so I can go back and do further study or take a different profession .
wrong word,so
mutation sentence,I 've also got a bachelor s degree so that I can go back and do further study or take a different profession .

original sentence,When you feed him how many pinkies do you feed him ?
wrong word,how
mutation sentence,When you feed him how very many pinkies do you feed him ?

original sentence,They can smell it so i 'm sure he knows what it is and just do n't want it .
wrong word,so
mutation sentence,They can smell it so that i 'm sure he knows what it is and just do n't want it .

original sentence,By definition most tourists will go to the best places so you might have to put up with a few tourists along the way .
wrong word,so
mutation sentence,By definition most tourists will go to the best places so that you might have to put up with a few tourists along the way .

original sentence,Autumn is from mid August onwards as far as the weather goes if not officially according to the calender .
wrong word,as
mutation sentence,Autumn is from mid August onwards as so far as the weather goes if not officially according to the calender .
mutation sentence,Autumn is from mid August onwards as a far as the weather goes if not officially according to the calender .

original sentence,"We had frosts in October so I would n't advise visiting late in the year to be honest , Spring time is your best bet ."
wrong word,so
mutation sentence,"We had frosts in October so that I would n't advise visiting late in the year to be honest , Spring time is your best bet ."

original sentence,The children can be checked in and checked out in a safe way at many activities so you can have a bit of free time without the little ones .
wrong word,so
mutation sentence,The children can be checked in and checked out in a safe way at many activities so that you can have a bit of free time without the little ones .

original sentence,"I posted this in singles and dating too , so I 've just copied and pasted ."
wrong word,so
mutation sentence,"I posted this in singles and dating too , so that I 've just copied and pasted ."

original sentence,He is my farrier ( shoes my horse s feet ) so I am technically a client if you want to view it that way .
wrong word,so
mutation sentence,He is my farrier ( shoes my horse s feet ) so that I am technically a client if you want to view it that way .

original sentence,"Westfield and Rt 1 do it well , WHY CA NT U ????"
wrong word,WHY
mutation sentence,"Westfield and Rt 1 do it well , WHY I CA NT U ????"
mutation sentence,"Westfield and Rt 1 do it well , WHY IT CA NT U ????"

original sentence,"Their selection is random , so what they have on a given week might never be available again at the store ."
wrong word,so
mutation sentence,"Their selection is random , so that what they have on a given week might never be available again at the store ."

original sentence,"My husband has been a professional chef , so he is a good judge of quality food ."
wrong word,so
mutation sentence,"My husband has been a professional chef , so that he is a good judge of quality food ."

original sentence,"As far as being treated like a drug seeker , that has not been my experience ."
wrong word,As
mutation sentence,"As so far as being treated like a drug seeker , that has not been my experience ."
mutation sentence,"As in far as being treated like a drug seeker , that has not been my experience ."

original sentence,i 'm a red sox fan so i was glad that the phillies won .
wrong word,so
mutation sentence,i 'm a red sox fan so that i was glad that the phillies won .

original sentence,"the food was horrible not cooked like it should be , they got the order wrong on a number of occasions , and once forgot about my order ."
wrong word,once
mutation sentence,"the food was horrible not cooked like it should be , they got the order wrong on a number of occasions , and once they forgot about my order ."
mutation sentence,"the food was horrible not cooked like it should be , they got the order wrong on a number of occasions , and once I forgot about my order ."

original sentence,STAY AWAY AS FAR AS POSSIBLE .
wrong word,AS
mutation sentence,STAY AWAY AS I FAR AS POSSIBLE .
mutation sentence,STAY AWAY AS YOU FAR AS POSSIBLE .
mutation sentence,STAY AWAY AS THE FAR AS POSSIBLE .
mutation sentence,STAY AWAY AS IN FAR AS POSSIBLE .

original sentence,"Today we went for a party ( during lunch , so the place was empty ) with about 25 other people ."
wrong word,so
mutation sentence,"Today we went for a party ( during lunch , so that the place was empty ) with about 25 other people ."

original sentence,I will never go to another vet as long as I have animals .
wrong word,as
mutation sentence,I will never go to another vet as I long as I have animals .

original sentence,"My 2004 x - type was getting close to 100,000 miles so it was time for an upgrade ."
wrong word,so
mutation sentence,"My 2004 x - type was getting close to 100,000 miles so that it was time for an upgrade ."

original sentence,I had hear great things about Phet and G&G Automotive so I decided to give him a try .
wrong word,so
mutation sentence,I had hear great things about Phet and G&G Automotive so that I decided to give him a try .

original sentence,She told me she could not use the piece I was returning and the company would only put it in the trash so I could not return it .
wrong word,so
mutation sentence,She told me she could not use the piece I was returning and the company would only put it in the trash so that I could not return it .

original sentence,"Five minutes before my initial lesson , I got a call from Gerry advising me of his arrival and to come down as soon as I was ready ."
wrong word,as
mutation sentence,"Five minutes before my initial lesson , I got a call from Gerry advising me of his arrival and to come down as he soon as I was ready ."

original sentence,"You say you work a lot , and that you have a young dog ; so I have little doubt that your dog is just filled with energy to burn ; and it is good of you to look for a place to take him ."
wrong word,so
mutation sentence,"You say you work a lot , and that you have a young dog ; so that I have little doubt that your dog is just filled with energy to burn ; and it is good of you to look for a place to take him ."

original sentence,They are RIGHT OFF the kitchen so you hear everything .
wrong word,so
mutation sentence,They are RIGHT OFF the kitchen so that you hear everything .

original sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing around waiting ."
wrong word,around
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time there standing around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time here standing around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing all around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing there around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing quietly around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing awkwardly around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing here around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing alone around waiting ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing around waiting outside ."
mutation sentence,"Once I returned to pick up my car , you can believe I spent quite a bit MORE time standing around waiting there ."



"pos from 副词 to 符号
"


"pos from 副词 to 动词
"
original sentence,Let me know how I can help further .
wrong word,further
mutation sentence,Let me know how I can help further this .
mutation sentence,Let me know how I can help further you .
mutation sentence,Let me know how I can help further her .

original sentence,Can not wait to go gain .
wrong word,gain
mutation sentence,Can not wait up to go gain .
mutation sentence,Can not wait now to go gain .
mutation sentence,Can not wait anymore to go gain .
mutation sentence,Can not wait here to go gain .
