all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,181729,308991,1949,2471,1191,135144


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"


"pos from 形容 to 副词
"

original sentence,"We have an understanding based upon having the same writers in the back room for years , and those writers training the new writers as they come in ."
wrong word,in
mutation sentence,"We have an understanding based upon having the same writers in the back room for years , and those writers training the new writers as they come farther in ."

original sentence,"One Rohingya , Muhammad Amin , the first boat rescued on Friday was turned around twice , toward Malaysia by Indonesian navy and then toward Indonesia by Malaysian navy ."
wrong word,around
mutation sentence,"One Rohingya , Muhammad Amin , the first boat rescued on Friday was then turned around twice , toward Malaysia by Indonesian navy and then toward Indonesia by Malaysian navy ."
mutation sentence,"One Rohingya , Muhammad Amin , the first boat rescued on Friday was turned around reportedly twice , toward Malaysia by Indonesian navy and then toward Indonesia by Malaysian navy ."

original sentence,"Since so much of the town ’s retail area is clustered in 3 or 4 block radius , it would be beneficial to walk around , but might also be dangerous given the high traffic intersections ."
wrong word,around
mutation sentence,"Since so much of the town ’s retail area is clustered in 3 or 4 block radius , it would be beneficial to walk it around , but might also be dangerous given the high traffic intersections ."

original sentence,For the slow scenic route from Northeast or Southwest come in on old Route 66 .
wrong word,in
mutation sentence,For the slow scenic route from Northeast or Southwest come you in on old Route 66 .

original sentence,The last thing you want is other substances interacting with the reactions you 're depending on to make the substances glow .
wrong word,on
mutation sentence,The last thing you want is other substances interacting with the reactions you 're depending on just to make the substances glow .
mutation sentence,The last thing you want is other substances interacting with the reactions you 're depending on only to make the substances glow .



"pos from 副词 to 副词
"


"pos from 副词 to 助词
"


"pos from 副词 to 并列连词
"
original sentence,The ingredients are shaken and/or poured into a cocktail glass .
wrong word,and/or
mutation sentence,The ingredients are usually shaken and/or poured into a cocktail glass .
mutation sentence,The ingredients are either shaken and/or poured into a cocktail glass .
mutation sentence,The ingredients are often shaken and/or poured into a cocktail glass .
mutation sentence,The ingredients are typically shaken and/or poured into a cocktail glass .
mutation sentence,The ingredients are shaken together and/or poured into a cocktail glass .
mutation sentence,The ingredients are shaken vigorously and/or poured into a cocktail glass .
mutation sentence,The ingredients are shaken up and/or poured into a cocktail glass .
mutation sentence,The ingredients are shaken lightly and/or poured into a cocktail glass .
mutation sentence,The ingredients are shaken violently and/or poured into a cocktail glass .
mutation sentence,The ingredients are shaken around and/or poured into a cocktail glass .
mutation sentence,The ingredients are shaken gently and/or poured into a cocktail glass .
mutation sentence,The ingredients are shaken slowly and/or poured into a cocktail glass .
mutation sentence,The ingredients are shaken out and/or poured into a cocktail glass .



"pos from 副词 to 定冠
"


"pos from 副词 to 感叹
"


"pos from 副词 to 名词
"
original sentence,She ’s kind of pretty .
wrong word,kind
mutation sentence,She really ’s kind of pretty .
mutation sentence,She ’s kind of not pretty .
mutation sentence,She ’s kind of a pretty .

original sentence,“ We may not be home in time for dinner . ”
wrong word,home
mutation sentence,“ We may not be at home in time for dinner . ”



"pos from 副词 to 数字
"


"pos from 副词 to 功能
"


"pos from 副词 to 代词
"
original sentence,“ I did n’t see your lips move at all . ”
wrong word,all
mutation sentence,“ But I did n’t see your lips move at all . ”
mutation sentence,“ And I did n’t see your lips move at all . ”
mutation sentence,“ Because I did n’t see your lips move at all . ”
mutation sentence,“ I n did n’t see your lips move at all . ”
mutation sentence,“ I did n’t really see your lips move at all . ”
mutation sentence,“ I did n’t see your lips ever move at all . ”
mutation sentence,“ I did n’t see your lips really move at all . ”
mutation sentence,“ I did n’t see your lips actually move at all . ”
mutation sentence,“ I did n’t see your lips even move at all . ”
mutation sentence,“ I did n’t see your lips move there at all . ”
mutation sentence,“ I did n’t see your lips move at all . No ”



"pos from 副词 to 特指名词
"


"pos from 副词 to 标点
"


"pos from 副词 to 从句连词
"
original sentence,"Albeit limited , these results provide valuable insight into SI interpretation by Chitonga-speaking children and demonstrate that pragmatic inference acquisition likely follows the order identified in previous research , but appears to be completed at a later age in this language ."
wrong word,Albeit
mutation sentence,"Albeit rather limited , these results provide valuable insight into SI interpretation by Chitonga-speaking children and demonstrate that pragmatic inference acquisition likely follows the order identified in previous research , but appears to be completed at a later age in this language ."

original sentence,I am 61 now so I really started when I was about 10 years old even though I had seen and worked with some basic tricks a few years earlier .
wrong word,so
mutation sentence,I am 61 now so that I really started when I was about 10 years old even though I had seen and worked with some basic tricks a few years earlier .

original sentence,"As always , the interview was conducted on IRC , with multiple people asking questions ."
wrong word,As
mutation sentence,"As always , the first interview was conducted on IRC , with multiple people asking questions ."
mutation sentence,"As always , the interview was conducted on live IRC , with multiple people asking questions ."
mutation sentence,"As always , the interview was conducted on IRC , with seemingly multiple people asking questions ."
mutation sentence,"As always , the interview was conducted on IRC , with potentially multiple people asking questions ."
mutation sentence,"As always , the interview was conducted on IRC , with apparently multiple people asking questions ."
mutation sentence,"As always , the interview was conducted on IRC , with multiple unknown people asking questions ."

original sentence,"Use socks without the stickies on the bottom , so you can turn !"
wrong word,so
mutation sentence,"Use your socks without the stickies on the bottom , so you can turn !"
mutation sentence,"Use the socks without the stickies on the bottom , so you can turn !"
mutation sentence,"Use white socks without the stickies on the bottom , so you can turn !"
mutation sentence,"Use these socks without the stickies on the bottom , so you can turn !"
mutation sentence,"Use black socks without the stickies on the bottom , so you can turn !"
mutation sentence,"Use those socks without the stickies on the bottom , so you can turn !"
mutation sentence,"Use socks without the stickies on the bottom , so that you can turn !"
mutation sentence,"Use socks without the stickies on the bottom , so you all can turn !"

original sentence,Dampen the mixture with water so it 's ready to provide the right environment for the basil seeds to germinate .
wrong word,so
mutation sentence,Dampen the mixture with water so that it 's ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it can 's ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it that 's ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it all 's ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it be 's ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it don 's ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it he 's ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's almost ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's all ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's nearly ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's just ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's perfectly ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's about ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's still ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's always ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's quite ready to provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's ready to easily provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's ready to well provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's ready to fully provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's ready to completely provide the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's ready to provide in the right environment for the basil seeds to germinate .
mutation sentence,Dampen the mixture with water so it 's ready to provide the right environment for all the basil seeds to germinate .



"pos from 副词 to 符号
"


"pos from 副词 to 动词
"


"pos from 副词 to 其他
"


"pos from 助词 to 形容
"


"pos from 助词 to 介词
"


"pos from 助词 to 副词
"


"pos from 助词 to 助词
"


"pos from 助词 to 并列连词
"


"pos from 助词 to 定冠
"


"pos from 助词 to 感叹
"


"pos from 助词 to 名词
"


"pos from 助词 to 数字
"


"pos from 助词 to 功能
"


"pos from 助词 to 代词
"


"pos from 助词 to 特指名词
"


"pos from 助词 to 标点
"


"pos from 助词 to 从句连词
"


"pos from 助词 to 符号
"


"pos from 助词 to 动词
"
original sentence,In addition to this is the harmful effect of mercury such as Emission of UV Radiation .
wrong word,is
mutation sentence,In addition to this there is the harmful effect of mercury such as Emission of UV Radiation .

original sentence,"She stayed because I held her there by looking at her , the way you can sometimes will a dog into submission ."
wrong word,will
mutation sentence,"She stayed because I held her there by looking at her , the way you can not sometimes will a dog into submission ."
mutation sentence,"She stayed because I held her there by looking at her , the way you can sometimes will a pet dog into submission ."
mutation sentence,"She stayed because I held her there by looking at her , the way you can sometimes will a dog back into submission ."
mutation sentence,"She stayed because I held her there by looking at her , the way you can sometimes will a dog down into submission ."
mutation sentence,"She stayed because I held her there by looking at her , the way you can sometimes will a dog up into submission ."

original sentence,"We hope that in time , we will have millions of articles with many of them having featured status ."
wrong word,having
mutation sentence,"We hope that in time , we will have millions of articles with many of them having a featured status ."
mutation sentence,"We hope that in time , we will have millions of articles with many of them having the featured status ."
mutation sentence,"We hope that in time , we will have millions of articles with many of them having full featured status ."
mutation sentence,"We hope that in time , we will have millions of articles with many of them having special featured status ."

original sentence,"By the time you get to be a writer for The Onion , though , the odds are you are going to succeed because we make it pretty challenging ."
wrong word,are
mutation sentence,"By the time you get to be a writer for The Onion , though , the odds there are you are going to succeed because we make it pretty challenging ."
mutation sentence,"By the time you get to be a writer for The Onion , though , the odds are that you are going to succeed because we make it pretty challenging ."

original sentence,Sometimes I make them more pretty then they were actually .
wrong word,were
mutation sentence,Sometimes I make them more pretty then they ever were actually .
mutation sentence,Sometimes I make them more pretty then they really were actually .
mutation sentence,Sometimes I make them more pretty then they already were actually .

original sentence,"If you do not have any religious beliefs , or are for another reason unwilling to appeal to your patron deity , skip this step ."
wrong word,are
mutation sentence,"If you do not have any religious beliefs , or are for another reason being unwilling to appeal to your patron deity , skip this step ."

original sentence,This will give it time to absorb any moisture that might still be in the pan .
wrong word,be
mutation sentence,This will give it time to absorb any moisture that there might still be in the pan .



"pos from 助词 to 其他
"


"pos from 并列连词 to 形容
"


"pos from 并列连词 to 介词
"


"pos from 并列连词 to 副词
"


"pos from 并列连词 to 助词
"


"pos from 并列连词 to 并列连词
"


"pos from 并列连词 to 定冠
"


"pos from 并列连词 to 感叹
"


"pos from 并列连词 to 名词
"


"pos from 并列连词 to 数字
"


"pos from 并列连词 to 功能
"


"pos from 并列连词 to 代词
"


"pos from 并列连词 to 特指名词
"


"pos from 并列连词 to 标点
"


"pos from 并列连词 to 从句连词
"


"pos from 并列连词 to 符号
"


"pos from 并列连词 to 动词
"


"pos from 并列连词 to 其他
"


"pos from 定冠 to 形容
"


"pos from 定冠 to 介词
"


"pos from 定冠 to 副词
"
original sentence,""" You all right ? """
wrong word,all
mutation sentence,""" You are all right ? """

original sentence,"It 's quite a large Canadian tournament , and so we went as the Gliders team ."
wrong word,quite
mutation sentence,"It 's quite obviously a large Canadian tournament , and so we went as the Gliders team ."
mutation sentence,"It 's quite like a large Canadian tournament , and so we went as the Gliders team ."
mutation sentence,"It 's quite possibly a large Canadian tournament , and so we went as the Gliders team ."
mutation sentence,"It 's quite probably a large Canadian tournament , and so we went as the Gliders team ."
mutation sentence,"It 's quite simply a large Canadian tournament , and so we went as the Gliders team ."
mutation sentence,"It 's quite usually a large Canadian tournament , and so we went as the Gliders team ."

original sentence,"Which as we all know in 2014 , has only increased probably a thousand fold . """
wrong word,all
mutation sentence,"Which as we can all know in 2014 , has only increased probably a thousand fold . """
mutation sentence,"Which as we would all know in 2014 , has only increased probably a thousand fold . """
mutation sentence,"Which as we will all know in 2014 , has only increased probably a thousand fold . """
mutation sentence,"Which as we should all know in 2014 , has only increased probably a thousand fold . """
mutation sentence,"Which as we could all know in 2014 , has only increased probably a thousand fold . """
mutation sentence,"Which as we may all know in 2014 , has only increased probably a thousand fold . """
mutation sentence,"Which as we must all know in 2014 , has only increased probably a thousand fold . """



"pos from 定冠 to 助词
"


"pos from 定冠 to 并列连词
"
original sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor lawsuits nipping at your heels ."
wrong word,neither
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither nuclear explosions nor lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither loud explosions nor lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither huge explosions nor lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither massive explosions nor lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither big explosions nor lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither large explosions nor lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither major explosions nor lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither volcanic explosions nor lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor pending lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor legal lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor civil lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor insurance lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor expensive lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor looming lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor federal lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor threatening lawsuits nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor lawsuits constantly nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor lawsuits even nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor lawsuits always nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor lawsuits immediately nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor lawsuits forever nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor lawsuits just nipping at your heels ."
mutation sentence,"Satellite coverage in Santa ’s Village was just another Christmas miracle , like faster-than-light travel and stuffing oneself through gas fireplaces with neither explosions nor lawsuits all nipping at your heels ."



"pos from 定冠 to 定冠
"


"pos from 定冠 to 感叹
"


"pos from 定冠 to 名词
"


"pos from 定冠 to 数字
"


"pos from 定冠 to 功能
"


"pos from 定冠 to 代词
"


"pos from 定冠 to 特指名词
"


"pos from 定冠 to 标点
"


"pos from 定冠 to 从句连词
"


"pos from 定冠 to 符号
"


"pos from 定冠 to 动词
"


"pos from 定冠 to 其他
"


"pos from 感叹 to 形容
"
original sentence,"Still , when your best friend 's in trouble you help out , right ?"
wrong word,right
mutation sentence,"Still , when your best friend 's in trouble you help out , all right ?"



"pos from 感叹 to 介词
"


"pos from 感叹 to 副词
"


"pos from 感叹 to 助词
"


"pos from 感叹 to 并列连词
"


"pos from 感叹 to 定冠
"


"pos from 感叹 to 感叹
"


"pos from 感叹 to 名词
"
original sentence,"“ Man , he ’s useless , ” she said ."
wrong word,Man
mutation sentence,"“ Man , sometimes he ’s useless , ” she said ."
mutation sentence,"“ Man , now he ’s useless , ” she said ."



"pos from 感叹 to 数字
"


"pos from 感叹 to 功能
"


"pos from 感叹 to 代词
"


"pos from 感叹 to 特指名词
"


"pos from 感叹 to 标点
"


"pos from 感叹 to 从句连词
"


"pos from 感叹 to 符号
"


"pos from 感叹 to 动词
"
original sentence,“ S’pose you ’ve already tried your finger … ”
wrong word,S’pose
mutation sentence,“ S’pose you two ’ve already tried your finger … ”
mutation sentence,“ S’pose you all ’ve already tried your finger … ”



"pos from 感叹 to 其他
"


"pos from 名词 to 形容
"
original sentence,A three–day conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]
wrong word,three–day
mutation sentence,A three–day press conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]
mutation sentence,A three–day international conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]
mutation sentence,A three–day annual conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]
mutation sentence,A three–day memorial conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]
mutation sentence,A three–day anniversary conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]
mutation sentence,A three–day academic conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]
mutation sentence,A three–day research conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]
mutation sentence,A three–day special conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]
mutation sentence,A three–day scientific conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]
mutation sentence,A three–day national conference was held at UC Berkeley in celebration of his 80th birthday in 2009 . [ 2 ]

original sentence,"Plus , this region ranks fifth in the nation in number of major cultural resources per one million residents ."
wrong word,fifth
mutation sentence,"Plus , this region ranks just fifth in the nation in number of major cultural resources per one million residents ."
mutation sentence,"Plus , this region ranks fifth overall in the nation in number of major cultural resources per one million residents ."
mutation sentence,"Plus , this region ranks fifth nationally in the nation in number of major cultural resources per one million residents ."
mutation sentence,"Plus , this region ranks fifth globally in the nation in number of major cultural resources per one million residents ."
mutation sentence,"Plus , this region ranks fifth in all the nation in number of major cultural resources per one million residents ."
mutation sentence,"Plus , this region ranks fifth in half the nation in number of major cultural resources per one million residents ."
mutation sentence,"Plus , this region ranks fifth in across the nation in number of major cultural resources per one million residents ."

original sentence,La Désirade : dry and cliffy .
wrong word,cliffy
mutation sentence,La Désirade South : dry and cliffy .
mutation sentence,La Désirade : Very dry and cliffy .
mutation sentence,La Désirade : very dry and cliffy .
mutation sentence,La Désirade : is dry and cliffy .
mutation sentence,La Désirade : dry and very cliffy .
mutation sentence,La Désirade : dry and often cliffy .
mutation sentence,La Désirade : dry and quite cliffy .
mutation sentence,La Désirade : dry and generally cliffy .
mutation sentence,La Désirade : dry and extremely cliffy .
mutation sentence,La Désirade : dry and occasionally cliffy .

original sentence,"Although the region is small , it is characterized by unique land and marine biodiversity ."
wrong word,marine
mutation sentence,"Although the Mediterranean region is small , it is characterized by unique land and marine biodiversity ."
mutation sentence,"Although the geographic region is small , it is characterized by unique land and marine biodiversity ."
mutation sentence,"Although the region is small , overall it is characterized by unique land and marine biodiversity ."
mutation sentence,"Although the region is small , it today is characterized by unique land and marine biodiversity ."
mutation sentence,"Although the region is small , it is also characterized by unique land and marine biodiversity ."
mutation sentence,"Although the region is small , it is nonetheless characterized by unique land and marine biodiversity ."
mutation sentence,"Although the region is small , it is nevertheless characterized by unique land and marine biodiversity ."
mutation sentence,"Although the region is small , it is internationally characterized by unique land and marine biodiversity ."
mutation sentence,"Although the region is small , it is characterized by a unique land and marine biodiversity ."
mutation sentence,"Although the region is small , it is characterized by unique rich land and marine biodiversity ."
mutation sentence,"Although the region is small , it is characterized by unique native land and marine biodiversity ."
mutation sentence,"Although the region is small , it is characterized by unique tropical land and marine biodiversity ."
mutation sentence,"Although the region is small , it is characterized by unique land and associated marine biodiversity ."
mutation sentence,"Although the region is small , it is characterized by unique land and also marine biodiversity ."
mutation sentence,"Although the region is small , it is characterized by unique land and even marine biodiversity ."
mutation sentence,"Although the region is small , it is characterized by unique land and large marine biodiversity ."
mutation sentence,"Although the region is small , it is characterized by unique land and significant marine biodiversity ."
mutation sentence,"Although the region is small , it is characterized by unique land and marine animal biodiversity ."
mutation sentence,"Although the region is small , it is characterized by unique land and marine life biodiversity ."
mutation sentence,"Although the region is small , it is characterized by unique land and marine ecosystem biodiversity ."

original sentence,"If this is a solo jump , then skip to step 6 ."
wrong word,solo
mutation sentence,"If this is a fully solo jump , then skip to step 6 ."
mutation sentence,"If this is a solo front jump , then skip to step 6 ."
mutation sentence,"If this is a solo vertical jump , then skip to step 6 ."
mutation sentence,"If this is a solo horizontal jump , then skip to step 6 ."
mutation sentence,"If this is a solo high jump , then skip to step 6 ."
mutation sentence,"If this is a solo jump , they then skip to step 6 ."
mutation sentence,"If this is a solo jump , you then skip to step 6 ."
mutation sentence,"If this is a solo jump , we then skip to step 6 ."

original sentence,In the Harry Potter series written by JK Rowling the main wizarding sport is Quidditch .
wrong word,wizarding
mutation sentence,In the Harry Potter series written by JK Rowling the main wizarding recreational sport is Quidditch .
mutation sentence,In the Harry Potter series written by JK Rowling the main wizarding competitive sport is Quidditch .
mutation sentence,In the Harry Potter series written by JK Rowling the main wizarding field sport is Quidditch .
mutation sentence,In the Harry Potter series written by JK Rowling the main wizarding fantasy sport is Quidditch .
mutation sentence,In the Harry Potter series written by JK Rowling the main wizarding folk sport is Quidditch .
mutation sentence,In the Harry Potter series written by JK Rowling the main wizarding popular sport is Quidditch .

original sentence,It may be easier to play without brooms ( but also less fun ! ) .
wrong word,fun
mutation sentence,It may even be easier to play without brooms ( but also less fun ! ) .
mutation sentence,It may be even easier to play without brooms ( but also less fun ! ) .
mutation sentence,It may be easier just to play without brooms ( but also less fun ! ) .
mutation sentence,It may be easier not to play without brooms ( but also less fun ! ) .
mutation sentence,It may be easier even to play without brooms ( but also less fun ! ) .
mutation sentence,It may be easier too to play without brooms ( but also less fun ! ) .
mutation sentence,It may be easier to play without brooms ? ( but also less fun ! ) .
mutation sentence,It may be easier to play without brooms too ( but also less fun ! ) .
mutation sentence,It may be easier to play without brooms ( but is also less fun ! ) .
mutation sentence,It may be easier to play without brooms ( but it also less fun ! ) .
mutation sentence,It may be easier to play without brooms ( but also far less fun ! ) .
mutation sentence,It may be easier to play without brooms ( but also even less fun ! ) .
mutation sentence,It may be easier to play without brooms ( but also be less fun ! ) .
mutation sentence,It may be easier to play without brooms ( but also is less fun ! ) .
mutation sentence,It may be easier to play without brooms ( but also considerably less fun ! ) .
mutation sentence,It may be easier to play without brooms ( but also less fun ! ) too .
mutation sentence,It may be easier to play without brooms ( but also less fun ! ) however .
mutation sentence,It may be easier to play without brooms ( but also less fun ! ) sometimes .
mutation sentence,It may be easier to play without brooms ( but also less fun ! ) instead .
mutation sentence,It may be easier to play without brooms ( but also less fun ! ) also .

original sentence,This is necessary to remove the excess saponins on the outside of the grains which impart a bitter flavor to quinoa if not removed .
wrong word,excess
mutation sentence,This is necessary to remove all the excess saponins on the outside of the grains which impart a bitter flavor to quinoa if not removed .
mutation sentence,This is necessary to remove the many excess saponins on the outside of the grains which impart a bitter flavor to quinoa if not removed .
mutation sentence,This is necessary to remove the very excess saponins on the outside of the grains which impart a bitter flavor to quinoa if not removed .
mutation sentence,This is necessary to remove the numerous excess saponins on the outside of the grains which impart a bitter flavor to quinoa if not removed .



"pos from 名词 to 介词
"


"pos from 名词 to 副词
"


"pos from 名词 to 助词
"


"pos from 名词 to 并列连词
"


"pos from 名词 to 定冠
"


"pos from 名词 to 感叹
"


"pos from 名词 to 名词
"


"pos from 名词 to 数字
"
original sentence,"The viewing experience of art is a complex one , involving issues of perception , attention , memory , decision-making , affect , and emotion ."
wrong word,one
mutation sentence,"The viewing experience of art is a complex one itself , involving issues of perception , attention , memory , decision-making , affect , and emotion ."
mutation sentence,"The viewing experience of art is a complex one , involving issues outside of perception , attention , memory , decision-making , affect , and emotion ."

original sentence,"I 'm not sure which one you gave him , but there 's a brief , brief , brief IQ test there ."
wrong word,one
mutation sentence,"I 'm not sure precisely which one you gave him , but there 's a brief , brief , brief IQ test there ."
mutation sentence,"I 'm not sure which one that you gave him , but there 's a brief , brief , brief IQ test there ."
mutation sentence,"I 'm not sure which one you two gave him , but there 's a brief , brief , brief IQ test there ."
mutation sentence,"I 'm not sure which one you gave him exactly , but there 's a brief , brief , brief IQ test there ."
mutation sentence,"I 'm not sure which one you gave him specifically , but there 's a brief , brief , brief IQ test there ."
mutation sentence,"I 'm not sure which one you gave him today , but there 's a brief , brief , brief IQ test there ."

original sentence,"I went back the next Tuesday night and there was almost no one there , just a few stray photographers taking advantage of the unimpeded views of the lanterns ."
wrong word,one
mutation sentence,"I went back the next Tuesday night and there was almost no one there tonight , just a few stray photographers taking advantage of the unimpeded views of the lanterns ."



"pos from 名词 to 功能
"


"pos from 名词 to 代词
"


"pos from 名词 to 特指名词
"


"pos from 名词 to 标点
"


"pos from 名词 to 从句连词
"


"pos from 名词 to 符号
"


"pos from 名词 to 动词
"
original sentence,"Second , the stylistic effects that enjambment permits are also an object of current research ( Martínez Fernández , 2010 ) ."
wrong word,permits
mutation sentence,"Second , the stylistic effects that enjambment also permits are also an object of current research ( Martínez Fernández , 2010 ) ."
mutation sentence,"Second , the stylistic effects that enjambment often permits are also an object of current research ( Martínez Fernández , 2010 ) ."
mutation sentence,"Second , the stylistic effects that enjambment generally permits are also an object of current research ( Martínez Fernández , 2010 ) ."
mutation sentence,"Second , the stylistic effects that enjambment usually permits are also an object of current research ( Martínez Fernández , 2010 ) ."
mutation sentence,"Second , the stylistic effects that enjambment still permits are also an object of current research ( Martínez Fernández , 2010 ) ."
mutation sentence,"Second , the stylistic effects that enjambment only permits are also an object of current research ( Martínez Fernández , 2010 ) ."
mutation sentence,"Second , the stylistic effects that enjambment sometimes permits are also an object of current research ( Martínez Fernández , 2010 ) ."
mutation sentence,"Second , the stylistic effects that enjambment effectively permits are also an object of current research ( Martínez Fernández , 2010 ) ."
mutation sentence,"Second , the stylistic effects that enjambment permits today are also an object of current research ( Martínez Fernández , 2010 ) ."
