all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,181729,308991,1949,2471,1191,135144


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
wrong word,both
mutation sentence,"As a pilot project , the current work takes the content of both the comment threads — a corpus of approximately 5,600 comments — and analyzes each thread separately using a qualitative coding method aligned with constructivist grounded theory ( Charmaz , 2006 ) ."
mutation sentence,"As a pilot project , the current work takes the content of both individual comment threads — a corpus of approximately 5,600 comments — and analyzes each thread separately using a qualitative coding method aligned with constructivist grounded theory ( Charmaz , 2006 ) ."
mutation sentence,"As a pilot project , the current work takes the content of both its comment threads — a corpus of approximately 5,600 comments — and analyzes each thread separately using a qualitative coding method aligned with constructivist grounded theory ( Charmaz , 2006 ) ."
mutation sentence,"As a pilot project , the current work takes the content of both existing comment threads — a corpus of approximately 5,600 comments — and analyzes each thread separately using a qualitative coding method aligned with constructivist grounded theory ( Charmaz , 2006 ) ."

original sentence,to give information on both form and content ;
wrong word,both
mutation sentence,to also give information on both form and content ;
mutation sentence,to systematically give information on both form and content ;
mutation sentence,to explicitly give information on both form and content ;
mutation sentence,to freely give information on both form and content ;
mutation sentence,to give detailed information on both form and content ;
mutation sentence,to give additional information on both form and content ;
mutation sentence,to give information both on both form and content ;
mutation sentence,to give information on both its form and content ;
mutation sentence,to give information on both the form and content ;
mutation sentence,to give information on both their form and content ;
mutation sentence,to give information on both form and actual content ;
mutation sentence,to give information on both form and specific content ;
mutation sentence,to give information on both form and technical content ;

original sentence,"Also , an independent who does not claim to belong to either camp , Edward Yiu of the Architectural , Surveying , Planning and Landscape constituency , defeated his opponents and was elected ."
wrong word,either
mutation sentence,"Also , an independent who does not claim to belong to either camp proper , Edward Yiu of the Architectural , Surveying , Planning and Landscape constituency , defeated his opponents and was elected ."
mutation sentence,"Also , an independent who does not claim to belong to either camp though , Edward Yiu of the Architectural , Surveying , Planning and Landscape constituency , defeated his opponents and was elected ."

original sentence,Both countries have put their militaries on high levels of alert .
wrong word,Both
mutation sentence,Both these countries have put their militaries on high levels of alert .
mutation sentence,Both those countries have put their militaries on high levels of alert .

original sentence,"After linking arms with your fellow jumper , you will need to hook your arms through their chest strap , or through both sides of the front of their harness , as far as you can , then grab onto your own strap ."
wrong word,both
mutation sentence,"After linking arms with your fellow jumper , you will need to hook your arms through their chest strap , or through both the sides of the front of their harness , as far as you can , then grab onto your own strap ."



"pos from 定冠 to 定冠
"


"pos from 定冠 to 感叹
"


"pos from 定冠 to 名词
"


"pos from 定冠 to 数字
"


"pos from 定冠 to 功能
"


"pos from 定冠 to 代词
"


"pos from 定冠 to 特指名词
"


"pos from 定冠 to 标点
"


"pos from 定冠 to 从句连词
"
original sentence,"It ’s another low-grade moment of horror , but I think about that particular time with my mother because Renata was there and we were united , she and I ."
wrong word,that
mutation sentence,"It ’s another low-grade moment of horror , but I think about that this particular time with my mother because Renata was there and we were united , she and I ."

original sentence,""" He wanted to be rich and famous and he made lots of choices to go that way "" , Wilkins said ."
wrong word,that
mutation sentence,""" He wanted to be rich and famous and he made lots of choices to go that which way "" , Wilkins said ."



"pos from 定冠 to 符号
"


"pos from 定冠 to 动词
"


"pos from 定冠 to 其他
"


"pos from 感叹 to 形容
"
original sentence,"Stan commented on the creation of the Santorum cocktail , "" When he was winning in the polls , I thought , ' OK , I 'll do a Santorum ' . """
wrong word,OK
mutation sentence,"Stan commented on the creation of the Santorum cocktail , "" When he was winning in the polls , I thought , ' OK man , I 'll do a Santorum ' . """



"pos from 感叹 to 介词
"


"pos from 感叹 to 副词
"


"pos from 感叹 to 助词
"


"pos from 感叹 to 并列连词
"


"pos from 感叹 to 定冠
"


"pos from 感叹 to 感叹
"


"pos from 感叹 to 名词
"


"pos from 感叹 to 数字
"


"pos from 感叹 to 功能
"


"pos from 感叹 to 代词
"


"pos from 感叹 to 特指名词
"
original sentence,“ Snap ! ” Pete said .
wrong word,Snap
mutation sentence,“ Hey Snap ! ” Pete said .



"pos from 感叹 to 标点
"


"pos from 感叹 to 从句连词
"


"pos from 感叹 to 符号
"


"pos from 感叹 to 动词
"
original sentence,“ Snap ! ” Pete said .
wrong word,Snap
mutation sentence,“ Snap it ! ” Pete said .
mutation sentence,“ Snap shut ! ” Pete said .
mutation sentence,“ Snap up ! ” Pete said .
mutation sentence,“ Snap out ! ” Pete said .
mutation sentence,“ Snap ! . ” Pete said .
mutation sentence,“ Snap ! ” Uncle Pete said .
mutation sentence,“ Snap ! ” Master Pete said .



"pos from 感叹 to 其他
"


"pos from 名词 to 形容
"
original sentence,"In this paper , we report upon the novel insights eye-tracking techniques have provided into the unconscious processes of viewing the unique collection of Zurbarán artworks ."
wrong word,eye-tracking
mutation sentence,"In this paper , we report upon the novel insights eye-tracking photographic techniques have provided into the unconscious processes of viewing the unique collection of Zurbarán artworks ."

original sentence,"When the deceit was uncovered , however , the effect was just the opposite :"
wrong word,opposite
mutation sentence,"When the deceit was uncovered , however , the effect was just the opposite altogether :"
mutation sentence,"When the deceit was uncovered , however , the effect was just the opposite one :"

original sentence,"Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and cognition , for the improvement of cognitive functions ."
wrong word,fun
mutation sentence,"Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and human cognition , for the improvement of cognitive functions ."
mutation sentence,"Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and social cognition , for the improvement of cognitive functions ."
mutation sentence,"Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and cognitive cognition , for the improvement of cognitive functions ."
mutation sentence,"Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and rational cognition , for the improvement of cognitive functions ."
mutation sentence,"Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and normal cognition , for the improvement of cognitive functions ."
mutation sentence,"Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and scientific cognition , for the improvement of cognitive functions ."
mutation sentence,"Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and real cognition , for the improvement of cognitive functions ."
mutation sentence,"Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and ordinary cognition , for the improvement of cognitive functions ."
mutation sentence,"Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and general cognition , for the improvement of cognitive functions ."

original sentence,It simulates the error of not checking that the coordinate system is correct .
wrong word,coordinate
mutation sentence,It simulates the error of not checking that the coordinate translation system is correct .

original sentence,These postural and kinematics changes can not be attributed to an increased weight as subjects of the control-weight group did not show the same changes as the experimental group .
wrong word,kinematics
mutation sentence,These postural and kinematics physiological changes can not be attributed to an increased weight as subjects of the control-weight group did not show the same changes as the experimental group .
mutation sentence,These postural and kinematics behavioral changes can not be attributed to an increased weight as subjects of the control-weight group did not show the same changes as the experimental group .

original sentence,"During avian evolution , the loss of the CFL and reorganization of the pelvic musculature [ 5 ] , [ 13 ] could have made birds unable to properly carry a postacetabular mass equivalent to that carried by non-avian theropods [ 5 ] , [ 6 ] ."
wrong word,equivalent
mutation sentence,"During avian evolution , the loss of the CFL and reorganization of the pelvic musculature [ 5 ] , [ 13 ] could have made birds unable to properly carry a postacetabular mass much equivalent to that carried by non-avian theropods [ 5 ] , [ 6 ] ."

original sentence,"In addition , we reduced the total tail mass to 15 % body mass from the 20 % body mass used by Carrano and Biewener ."
wrong word,tail
mutation sentence,"In addition , we reduced the total tail body mass to 15 % body mass from the 20 % body mass used by Carrano and Biewener ."
mutation sentence,"In addition , we reduced the total tail cell mass to 15 % body mass from the 20 % body mass used by Carrano and Biewener ."
mutation sentence,"In addition , we reduced the total tail brain mass to 15 % body mass from the 20 % body mass used by Carrano and Biewener ."

original sentence,"Nonetheless , this does not mean that tail reduction had no effect on CoM displacement , but that it was not the most important factor ."
wrong word,tail
mutation sentence,"Nonetheless , this does not mean that tail current reduction had no effect on CoM displacement , but that it was not the most important factor ."
mutation sentence,"Nonetheless , this does not mean that tail rotor reduction had no effect on CoM displacement , but that it was not the most important factor ."
mutation sentence,"Nonetheless , this does not mean that tail reduction has had no effect on CoM displacement , but that it was not the most important factor ."

original sentence,"Now spanning six seasons and 60 episodes , with an average global viewership ( from its most recent season ) of 25.1 million viewers per episode ( Shepherd , 2016 ) , it has spawned five video games , a graphic novel adaptation , several companion books , two rap albums , a 28-city orchestral tour , a wide variety of tabletop games , toys , merchandise and mobile apps , and countless podcasts , fanfics and other fan-based creations ."
wrong word,novel
mutation sentence,"Now spanning six seasons and 60 episodes , with an average global viewership ( from its most recent season ) of 25.1 million viewers per episode ( Shepherd , 2016 ) , it has spawned five video games , a graphic novel television adaptation , several companion books , two rap albums , a 28-city orchestral tour , a wide variety of tabletop games , toys , merchandise and mobile apps , and countless podcasts , fanfics and other fan-based creations ."
mutation sentence,"Now spanning six seasons and 60 episodes , with an average global viewership ( from its most recent season ) of 25.1 million viewers per episode ( Shepherd , 2016 ) , it has spawned five video games , a graphic novel character adaptation , several companion books , two rap albums , a 28-city orchestral tour , a wide variety of tabletop games , toys , merchandise and mobile apps , and countless podcasts , fanfics and other fan-based creations ."
mutation sentence,"Now spanning six seasons and 60 episodes , with an average global viewership ( from its most recent season ) of 25.1 million viewers per episode ( Shepherd , 2016 ) , it has spawned five video games , a graphic novel miniseries adaptation , several companion books , two rap albums , a 28-city orchestral tour , a wide variety of tabletop games , toys , merchandise and mobile apps , and countless podcasts , fanfics and other fan-based creations ."

original sentence,"Several of her trademark themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."
wrong word,trademark
mutation sentence,"Several of her most trademark themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."
mutation sentence,"Several of her other trademark themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."
mutation sentence,"Several of her more trademark themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."
mutation sentence,"Several of her many trademark themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."
mutation sentence,"Several of her trademark romantic themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."
mutation sentence,"Several of her trademark lyrical themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."
mutation sentence,"Several of her trademark recurring themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."
mutation sentence,"Several of her trademark comic themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."
mutation sentence,"Several of her trademark erotic themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."
mutation sentence,"Several of her trademark lesbian themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."
mutation sentence,"Several of her trademark narrative themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."
mutation sentence,"Several of her trademark musical themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."
mutation sentence,"Several of her trademark literary themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her ."

original sentence,Boston Red Sox ( 2013 – present )
wrong word,present
mutation sentence,Boston Red Sox ( 2013 – present only )
mutation sentence,Boston Red Sox ( 2013 – present . )
mutation sentence,Boston Red Sox ( 2013 – present seasons )
mutation sentence,Boston Red Sox ( 2013 – present franchise )
mutation sentence,Boston Red Sox ( 2013 – present only )
mutation sentence,Boston Red Sox ( 2013 – present . )
mutation sentence,Boston Red Sox ( 2013 – present seasons )
mutation sentence,Boston Red Sox ( 2013 – present franchise )

original sentence,"Sam and his brother Dean ( Jensen Ackles ) drive throughout the United States hunting paranormal predators , fighting demons and angels , and dealing with all manner of fantasy & sci-fi genre ."
wrong word,sci-fi
mutation sentence,"Sam and his brother Dean ( Jensen Ackles ) drive throughout the United States hunting paranormal predators , fighting demons and angels , and dealing with all manner of fantasy & sci-fi movie genre ."

original sentence,It owns the title of the longest-running North American sci-fi series in history . [ 10 ]
wrong word,sci-fi
mutation sentence,It owns the title of the longest-running North American sci-fi television series in history . [ 10 ]

original sentence,"Despite his clear potential and popularity , Pachomius refused to grant Theodorus any kind of authority ; though the old man 's failing health soon changed things forever ."
wrong word,potential
mutation sentence,"Despite his clear potential and great popularity , Pachomius refused to grant Theodorus any kind of authority ; though the old man 's failing health soon changed things forever ."

original sentence,"From the wireless headset that dangled from her neck , her old marine buddies called to her with joyous profanity and the bass of digital gunfire ."
wrong word,marine
mutation sentence,"From the wireless headset that dangled from her neck , her old marine infantry buddies called to her with joyous profanity and the bass of digital gunfire ."
mutation sentence,"From the wireless headset that dangled from her neck , her old marine warfare buddies called to her with joyous profanity and the bass of digital gunfire ."

original sentence,Tie partner ’s hands with a silk scarf .
wrong word,silk
mutation sentence,Tie partner ’s hands with a silk blue scarf .

original sentence,She lay tense in the dark .
wrong word,dark
mutation sentence,She lay tense in all the dark .

original sentence,Her voice was listless in the dark and she was even harder to understand when I could n't see her properly .
wrong word,dark
mutation sentence,Her voice was listless in all the dark and she was even harder to understand when I could n't see her properly .

original sentence,"This common black ant eats other insects , and also aphid honeydew ."
wrong word,aphid
mutation sentence,"This common black ant eats other insects , and often also aphid honeydew ."

original sentence,"In the wild , Formica fusca can encounter similar chemicals in aphids and dead ants ."
wrong word,wild
mutation sentence,"In the wild , young Formica fusca can encounter similar chemicals in aphids and dead ants ."

original sentence,Labor actions as a revival of the Left
wrong word,Labor
mutation sentence,Labor political actions as a revival of the Left

original sentence,I do wear a lot of black .
wrong word,black
mutation sentence,I do wear a lot not of black .
mutation sentence,I do wear a lot of all black .
mutation sentence,I do wear a lot of that black .
mutation sentence,I do wear a lot of black now .
mutation sentence,I do wear a lot of black though .
mutation sentence,I do wear a lot of black tonight .
mutation sentence,I do wear a lot of black too .

original sentence,We are run as a Hybrid Organization - a for-profit company focused on achieving a social good .
wrong word,good
mutation sentence,We are run as a Hybrid Organization - a for-profit company focused on achieving a social good worldwide .
mutation sentence,We are run as a Hybrid Organization - a for-profit company focused on achieving a social good today .
mutation sentence,We are run as a Hybrid Organization - a for-profit company focused on achieving a social good globally .

original sentence,"First , people around the world are desperate for high quality how-to information ."
wrong word,quality
mutation sentence,"First , people around the world are desperate for high quality educational how-to information ."
mutation sentence,"First , people around the world are desperate for high quality medical how-to information ."
mutation sentence,"First , people around the world are desperate for high quality technical how-to information ."
mutation sentence,"First , people around the world are desperate for high quality scientific how-to information ."
mutation sentence,"First , people around the world are desperate for high quality how-to training information ."
mutation sentence,"First , people around the world are desperate for high quality how-to education information ."

original sentence,"Taipei , Taiwan — The Taipei City Lantern Festival was off to a bright start on Saturday Night as hundreds of thousands of people crowded onto the Chiang Kai Shek Memorial near downtown Taipei to witness city mayor Hau Lung-bin and other dignitaries ceremoniously flip the switch to light hundreds of colorful lantern scenes in and around the 240,000 square meter memorial park ."
wrong word,downtown
mutation sentence,"Taipei , Taiwan — The Taipei City Lantern Festival was off to a bright start on Saturday Night as hundreds of thousands of people crowded onto the Chiang Kai Shek Memorial near downtown Taipei to personally witness city mayor Hau Lung-bin and other dignitaries ceremoniously flip the switch to light hundreds of colorful lantern scenes in and around the 240,000 square meter memorial park ."
mutation sentence,"Taipei , Taiwan — The Taipei City Lantern Festival was off to a bright start on Saturday Night as hundreds of thousands of people crowded onto the Chiang Kai Shek Memorial near downtown Taipei to peacefully witness city mayor Hau Lung-bin and other dignitaries ceremoniously flip the switch to light hundreds of colorful lantern scenes in and around the 240,000 square meter memorial park ."
mutation sentence,"Taipei , Taiwan — The Taipei City Lantern Festival was off to a bright start on Saturday Night as hundreds of thousands of people crowded onto the Chiang Kai Shek Memorial near downtown Taipei to eagerly witness city mayor Hau Lung-bin and other dignitaries ceremoniously flip the switch to light hundreds of colorful lantern scenes in and around the 240,000 square meter memorial park ."
mutation sentence,"Taipei , Taiwan — The Taipei City Lantern Festival was off to a bright start on Saturday Night as hundreds of thousands of people crowded onto the Chiang Kai Shek Memorial near downtown Taipei to visually witness city mayor Hau Lung-bin and other dignitaries ceremoniously flip the switch to light hundreds of colorful lantern scenes in and around the 240,000 square meter memorial park ."

original sentence,""" Despite an increase in vehicle miles driven and energy consumption , surface ozone has declined by 25 percent on average across the U.S. from 1980 to 2012 [...]"
wrong word,average
mutation sentence,""" Despite an increase in vehicle miles driven and energy consumption , surface ozone has declined by 25 percent on average daily across the U.S. from 1980 to 2012 [...]"
mutation sentence,""" Despite an increase in vehicle miles driven and energy consumption , surface ozone has declined by 25 percent on average yearly across the U.S. from 1980 to 2012 [...]"

original sentence,"Despite the common perception that Cleveland is an industrial town , just beyond the automotive and steel plants , a clean and beautiful downtown rises at the mouth of the Cuyahoga River on the southern shore of Lake Erie ( often marvelled over by visitors who are surprised you ca n't see the other side , i.e. , Canada ) ."
wrong word,steel
mutation sentence,"Despite the common perception that Cleveland is an industrial town , just beyond the automotive and steel manufacturing plants , a clean and beautiful downtown rises at the mouth of the Cuyahoga River on the southern shore of Lake Erie ( often marvelled over by visitors who are surprised you ca n't see the other side , i.e. , Canada ) ."
mutation sentence,"Despite the common perception that Cleveland is an industrial town , just beyond the automotive and steel production plants , a clean and beautiful downtown rises at the mouth of the Cuyahoga River on the southern shore of Lake Erie ( often marvelled over by visitors who are surprised you ca n't see the other side , i.e. , Canada ) ."

original sentence,"During its "" comeback "" years , Cleveland has added : the Rock and Roll Hall of Fame and Museum , the Great Lakes Science Center with Omnimax theatre , and four new sports facilities in the downtown area - Progressive Field ( Still known as "" The Jake "" after a recent corporate name change ) for the Major League Baseball Indians , QuickenLoans Arena ( "" The Q "" ) for the NBA Cavaliers , Cleveland Browns Stadium for the NFL Browns and the Wolstein Center for the Cleveland State University Vikings basketball team ."
wrong word,downtown
mutation sentence,"During its "" comeback "" years , Cleveland has added : the Rock and Roll Hall of Fame and Museum , the Great Lakes Science Center with Omnimax theatre , and four new sports facilities in the downtown Cleveland area - Progressive Field ( Still known as "" The Jake "" after a recent corporate name change ) for the Major League Baseball Indians , QuickenLoans Arena ( "" The Q "" ) for the NBA Cavaliers , Cleveland Browns Stadium for the NFL Browns and the Wolstein Center for the Cleveland State University Vikings basketball team ."
mutation sentence,"During its "" comeback "" years , Cleveland has added : the Rock and Roll Hall of Fame and Museum , the Great Lakes Science Center with Omnimax theatre , and four new sports facilities in the downtown core area - Progressive Field ( Still known as "" The Jake "" after a recent corporate name change ) for the Major League Baseball Indians , QuickenLoans Arena ( "" The Q "" ) for the NBA Cavaliers , Cleveland Browns Stadium for the NFL Browns and the Wolstein Center for the Cleveland State University Vikings basketball team ."

original sentence,"Unlike most other large Polish cities , which have long histories , Łódź was created almost from scratch during the 19th century textile industry boom to house textile mills , their owners and their workers , and rapidly grew to become an important industrial and commerce centre ."
wrong word,commerce
mutation sentence,"Unlike most other large Polish cities , which have long histories , Łódź was created almost from scratch during the 19th century textile industry boom to house textile mills , their owners and their workers , and rapidly grew to become an important industrial and commerce administrative centre ."
mutation sentence,"Unlike most other large Polish cities , which have long histories , Łódź was created almost from scratch during the 19th century textile industry boom to house textile mills , their owners and their workers , and rapidly grew to become an important industrial and commerce regional centre ."
mutation sentence,"Unlike most other large Polish cities , which have long histories , Łódź was created almost from scratch during the 19th century textile industry boom to house textile mills , their owners and their workers , and rapidly grew to become an important industrial and commerce economic centre ."

original sentence,"As a result , a population of just over 100,000 in 1950 has given way to a 2014 estimate of 1,537,058 ( with the metro area estimated at 4,489,109 ) ."
wrong word,metro
mutation sentence,"As a result , a population of just over 100,000 in 1950 has given way to a 2014 estimate of 1,537,058 ( with the metro Atlanta area estimated at 4,489,109 ) ."
mutation sentence,"As a result , a population of just over 100,000 in 1950 has given way to a 2014 estimate of 1,537,058 ( with the metro statistical area estimated at 4,489,109 ) ."
mutation sentence,"As a result , a population of just over 100,000 in 1950 has given way to a 2014 estimate of 1,537,058 ( with the metro metropolitan area estimated at 4,489,109 ) ."

original sentence,"In the summer , very hot and dry heat is the norm ."
wrong word,norm
mutation sentence,"In the summer , very hot and dry heat is the norm there ."

original sentence,"Monsoon rains with lightning occur regularly from July to September during the late afternoon and evening , occasionally overnight also ."
wrong word,Monsoon
mutation sentence,"Monsoon heavy rains with lightning occur regularly from July to September during the late afternoon and evening , occasionally overnight also ."
mutation sentence,"Monsoon monsoon rains with lightning occur regularly from July to September during the late afternoon and evening , occasionally overnight also ."
mutation sentence,"Monsoon summer rains with lightning occur regularly from July to September during the late afternoon and evening , occasionally overnight also ."
mutation sentence,"Monsoon seasonal rains with lightning occur regularly from July to September during the late afternoon and evening , occasionally overnight also ."
mutation sentence,"Monsoon winter rains with lightning occur regularly from July to September during the late afternoon and evening , occasionally overnight also ."

original sentence,"Most Tulsans drive almost everywhere , although bus , bike , and pedestrian routes are starting to catch on ."
wrong word,pedestrian
mutation sentence,"Most Tulsans drive almost everywhere , although bus , bike , and pedestrian bus routes are starting to catch on ."
mutation sentence,"Most Tulsans drive almost everywhere , although bus , bike , and pedestrian alternate routes are starting to catch on ."

original sentence,Downtown streets were originally platted parallel to the Frisco railroad tracks .
wrong word,Downtown
mutation sentence,Downtown Houston streets were originally platted parallel to the Frisco railroad tracks .
mutation sentence,Downtown commercial streets were originally platted parallel to the Frisco railroad tracks .
mutation sentence,Downtown downtown streets were originally platted parallel to the Frisco railroad tracks .
mutation sentence,Downtown Dallas streets were originally platted parallel to the Frisco railroad tracks .
mutation sentence,Downtown business streets were originally platted parallel to the Frisco railroad tracks .
mutation sentence,Downtown residential streets were originally platted parallel to the Frisco railroad tracks .

original sentence,It 's much more fun when there are other people that can understand your language .
wrong word,fun
mutation sentence,It 's much more fun then when there are other people that can understand your language .

original sentence,Drizzle a bit of olive oil in a pan over medium-high heat .
wrong word,olive
mutation sentence,Drizzle a bit of an olive oil in a pan over medium-high heat .
mutation sentence,Drizzle a bit of some olive oil in a pan over medium-high heat .

original sentence,"Stir-fry , using the quinoa as a substitute for rice ."
wrong word,Stir-fry
mutation sentence,"Stir-fry , using in the quinoa as a substitute for rice ."

original sentence,Spread out quinoa evenly and cover baking dish completely with aluminum foil .
wrong word,aluminum
mutation sentence,Spread out quinoa evenly and cover baking dish completely with aluminum carbon foil .



"pos from 名词 to 介词
"


"pos from 名词 to 副词
"
original sentence,"Well that ’s kind of an unending war , so do we want NATO to exist , do we want there to be a Western military alliance that carries out these activities , with no pretense of defense ?"
wrong word,kind
mutation sentence,"Well that ’s kind of like an unending war , so do we want NATO to exist , do we want there to be a Western military alliance that carries out these activities , with no pretense of defense ?"

original sentence,"Socotra Island is very rich and is home to many rare spectacular species of reefs , fish , birds , plants , and trees which are not found anywhere else in the world ."
wrong word,home
mutation sentence,"Socotra Island is very rich and is now home to many rare spectacular species of reefs , fish , birds , plants , and trees which are not found anywhere else in the world ."



"pos from 名词 to 助词
"


"pos from 名词 to 并列连词
"


"pos from 名词 to 定冠
"


"pos from 名词 to 感叹
"
original sentence,"“ That ’s leprechauns , idiot ! ” said the voice from my noise ."
wrong word,idiot
mutation sentence,"“ That ’s leprechauns too , idiot ! ” said the voice from my noise ."
mutation sentence,"“ That ’s leprechauns here , idiot ! ” said the voice from my noise ."



"pos from 名词 to 名词
"


"pos from 名词 to 数字
"
original sentence,"The central idea is to first apply rules to the smallest applicable unit , then to the smallest unit containing that one , and so on . [ 5 ]"
wrong word,one
mutation sentence,"The central idea is to first apply rules to the smallest applicable unit , then to the smallest unit containing all that one , and so on . [ 5 ]"

original sentence,"At an elevation of 1100 ft ( 335 m ) , it is situated in the biologically unique Sonoran Desert ."
wrong word,m
mutation sentence,"At an elevation of 1100 ft ( approximately 335 m ) , it is situated in the biologically unique Sonoran Desert ."



"pos from 名词 to 功能
"


"pos from 名词 to 代词
"


"pos from 名词 to 特指名词
"


"pos from 名词 to 标点
"


"pos from 名词 to 从句连词
"


"pos from 名词 to 符号
"


"pos from 名词 to 动词
"
original sentence,"It introduces errors in the processing of geometries , manipulating the result of the operations that carry out the verification of different topological restrictions between geometries , such as intersects , covers or overlap ."
wrong word,intersects
mutation sentence,"It introduces errors in the processing of geometries , manipulating the result of the operations that carry out the verification of different topological restrictions between geometries , such as that intersects , covers or overlap ."
mutation sentence,"It introduces errors in the processing of geometries , manipulating the result of the operations that carry out the verification of different topological restrictions between geometries , such as which intersects , covers or overlap ."

original sentence,"Retiring to the monastery of Phbow , Pachomius gave Theodorus complete control over Tabennese , though recalled him from the position after witnessing several monks under Theodorus ’ watch violating the monastic rules without reprimand ."
wrong word,reprimand
mutation sentence,"Retiring to the monastery of Phbow , Pachomius gave Theodorus complete control over Tabennese , though recalled him from the position after witnessing several monks under Theodorus ’ watch violating the monastic rules without reprimand them ."

original sentence,"She perks up the way Shelby , our Shetland Sheepdog does , when you say ‘ treat . ’"
wrong word,treat
mutation sentence,"She perks up the way Shelby , our Shetland Sheepdog does , when you say ‘ treat animals . ’"
mutation sentence,"She perks up the way Shelby , our Shetland Sheepdog does , when you say ‘ treat dogs . ’"
mutation sentence,"She perks up the way Shelby , our Shetland Sheepdog does , when you say ‘ treat well . ’"
mutation sentence,"She perks up the way Shelby , our Shetland Sheepdog does , when you say ‘ treat people . ’"

original sentence,"“ That ’s leprechauns , idiot ! ” said the voice from my noise ."
wrong word,idiot
mutation sentence,"“ That ’s leprechauns , you idiot ! ” said the voice from my noise ."

original sentence,[ Note : The interview took place just before the 50000 milestone was met ]
wrong word,Note
mutation sentence,[ Please Note : The interview took place just before the 50000 milestone was met ]

original sentence,"Portrait shot of Dennis Hopper , famous for his role in the 1969 film Easy Rider , amongst the Warhol Polaroids donated to USI by the Andy Warhol Foundation for the Visual Arts ."
wrong word,shot
mutation sentence,"Portrait was shot of Dennis Hopper , famous for his role in the 1969 film Easy Rider , amongst the Warhol Polaroids donated to USI by the Andy Warhol Foundation for the Visual Arts ."
mutation sentence,"Portrait is shot of Dennis Hopper , famous for his role in the 1969 film Easy Rider , amongst the Warhol Polaroids donated to USI by the Andy Warhol Foundation for the Visual Arts ."
